created_at_fuzzy,state_likely_tweeted_from,text,source,display_text_width,lang,favorite_count,retweet_count,is_quote,followers_count,friends_count,listed_count,statuses_count,favourites_count,cleaned_text,Toxicity,Fact assessment,Trivia question,Offensive Assessment,topic_label
2021-03-24T01:40:00Z,Wyoming,"@laurenboebert Trump tried not to give the checks to prisoners, but someone sued and the court ruled it was unconstitutional to withhold them. So there’s no actual option. Trump gave them $1800. Biden, $1400. Yell at someone else.",Twitter for iPhone,215,en,0,0,False,3828,4737,129,283797,10999,"@user trump tried not to give the check to prisoner , but someone sued and the court ruled it wa unconstitutional to withhold them . so there 's no actual option . trump gave them $ 1800 . biden , $ 1400 . yell at someone else .",7,'no verdict',,,-1
2021-02-10T01:50:14Z,Missouri,Rep. Jeffries: The January 6 attack occurred because Trump told a 'big lie' https://t.co/aIdFy4Kg4m,Twitter Web App,99,en,0,0,False,2921,4054,14,421352,230731,rep . jeffries : the january 6 attack occurred because trump told a ' big lie ' httpurl,7,True,,,37
2020-11-14T02:35:01Z,Texas,@KMacTruthTRUTH1 @jonlionfineart2 @kylegriffin1 Imagine thinking Biden is a commie.,Twitter for Android,35,en,0,0,False,80,257,1,1025,2426,@user @user @user imagine thinking biden is a commie .,2,'false',,,-1
2021-02-10T02:58:00Z,Wisconsin,"@xvimic @MattWalshBlog Unless you want AOC as President in the near future, I'd recommend leaving the hardliners where they belong, at the state level.  The middle is there for the taking nationally, but you can't be an abusive moron (Trump) or a candidate trying to run the country from the alter.",Twitter for Android,275,en,0,0,False,41,248,1,2942,2285,"@user @user unless you want aoc a president in the near future , i 'd recommend leaving the hardliner where they belong , at the state level . the middle is there for the taking nationally , but you can't be an abusive moron ( trump ) or a candidate trying to run the country from the alter .",8,no verdict,,,-1
2021-03-10T11:01:29Z,Alabama,"@bh_1875 @TomMcMahanDade @POTUS Also Trump: ""I don't take responsibility""",Twitter Web App,41,en,0,0,False,0,2,0,260,54,"@user @user @user also trump : "" i do n't take responsibility """,7,True,,,-1
2021-04-13T09:10:31Z,New Mexico,"Biden's high-profile Oval Office meeting with a bipartisan group of lawmakers on Monday was just one piece of a fulsome attempt to win over GOP lawmakers.
https://t.co/fqYuqSxHGP",TweetDeck,178,en,1,0,False,15227,513,263,68581,726,biden 's high-profile oval office meeting with a bipartisan group of lawmaker on monday wa just one piece of a fulsome attempt to win over gop lawmaker . httpurl,2,true,,,-1
2020-11-29T10:11:12Z,Texas,Bernie Sanders would have been elected president had Joe Biden not colluded with Russia to rig the Democratic primary; but oh well. https://t.co/UJq5dqpiCi,Twitter for iPhone,131,en,0,0,True,111,284,2,3133,744,bernie sanders would have been elected president had joe biden not colluded with russia to rig the democratic primary ; but oh well . httpurl,8,False,,,32
2021-01-30T01:28:20Z,New Hampshire,@WGME Have to make those economy numbers look good for Biden. That’s the extent of the caring for your well being that you’ll see from the democrats,Twitter for iPhone,142,en,0,0,False,35,101,0,558,346,@user have to make those economy number look good for biden . that 's the extent of the caring for your well being that you 'll see from the democrat,8,False,,,-1
2021-04-27T19:51:28Z,Mississippi,Biden to mandate $15 minimum wage for federal contract workers #SmartNews  https://t.co/BmMWDq0pQT,Twitter for iPhone,98,en,0,0,False,1363,1659,0,31222,108230,biden to mandate $ 15 minimum wage for federal contract worker #smartnews httpurl,1,'true',,,31
2020-08-20T17:51:25Z,Michigan,"@elle_desylva I trust Biden about as far as I can throw him, but in contrast I have never trusted Trump... so I guess the scales tip in Biden's favour.",Twitter Web App,137,en,0,0,False,260,78,4,16741,23783,"@user i trust biden about a far a i can throw him , but in contrast i have never trusted trump ... so i guess the scale tip in biden 's favour .",2,'no verdict',,,6
2021-02-23T00:00:45Z,New Hampshire,"Supreme Court allows release of Trump tax returns to NY prosecutor
https://t.co/kz76Vwly9t",Twitter for iPhone,90,en,0,0,False,6245,6345,1,15275,13296,supreme court allows release of trump tax return to ny prosecutor httpurl,1,True,,,7
2020-09-19T02:45:42Z,Washington,"I send to BIDEN HARRIS a a check to democrat6party, I trust they will direct the 💰💰 to where it's best needed. https://t.co/FA1p0wDS9l",Twitter for Android,110,en,0,0,True,7056,7081,7,29324,19652,"i send to biden harris a a check to democrat 6party , i trust they will direct the :money_bag: :money_bag: to where it 's best needed . httpurl",1,'true',,,-1
