StartDate,EndDate,Progress,Finished,RecordedDate,ResponseId,Twitter use,AI understanding,Application,Experience,Moderation,Benefit to user,Fairness,Trust algorithm mod.,Human moderation,Race discr.,Sexual orient discr.,Gender discr.,Religion discr.,Effective moderation,AI acceleration,AI + human,Hate speech,Misinformation,Disinformation,Political spectrum_1,Minimum wage_1,Schooling_1,Immigrants_1,Helping needy_1,Country,Education,Gender,Ethnicity,Income,Age,Political_leaning_score,Familiarity_with_AI_score,Trust_in_AI_score,Efficacy_of_AI_moderation_score,Standardized_Familiarity_with_AI_score,Standardized_Trust_in_AI_score,Standardized_Efficacy_of_AI_moderation_score,Standardized_Political_leaning_score
2024-03-20 05:52:33,2024-03-20 05:58:00,100,True,2024-03-20 05:58:00,R_74Ak8Eb32fwhdL5,2.0,6.0,3.0,2.0,5.0,3.0,2.0,2.0,5.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,6.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,germany,4.0,2.0,0.0,0.0,23,0.2,4.0,2.5,3.8333333333333335,-1.041795501311719,-0.6747728711501969,0.1737470520629924,-1.331544858094566
2024-03-20 06:44:32,2024-03-20 06:49:57,100,True,2024-03-20 06:49:58,R_1NvUkbLBLw7SNvX,2.0,7.0,7.0,3.0,3.0,5.0,3.0,3.0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,5.0,5.0,3.0,3.0,6.0,3.0,1.0,4.0,7.0,poland,1.0,1.0,0.0,,20,4.2,5.0,5.5,4.5,-0.175169155087811,1.6366874942089684,0.7835548256600265,0.8274214205987398
2024-03-20 06:44:00,2024-03-20 07:13:40,100,True,2024-03-20 07:13:41,R_3NfACW4HehfJOne,1.0,6.0,6.0,6.0,6.0,7.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,6.0,3.0,2.0,3.0869565217391304,7.0,5.0,0.0,5.0,poland,1.0,0.0,0.0,0.0,25,4.017391304347827,6.0,4.25,4.833333333333333,0.6914571911360969,0.6735790086426495,1.0884587124585434,0.728859916571437
2024-03-20 08:58:56,2024-03-20 09:06:29,100,True,2024-03-20 09:06:30,R_6zLSDZH1fwA54cc,4.0,6.0,6.0,6.0,6.0,5.0,2.0,2.0,2.0,3.0,6.0,6.0,7.0,2.0,6.0,7.0,3.0,5.0,2.0,3.0,3.0,0.0,2.0,7.0,poland,1.0,0.0,0.0,1.0,22,3.0,6.0,4.125,4.166666666666667,0.6914571911360969,0.5772681600860177,0.47865093886150967,0.17973153699074798
2024-03-20 11:10:59,2024-03-20 11:15:14,100,True,2024-03-20 11:15:15,R_1YkRP1xV11lASLp,4.0,3.0,5.0,2.0,4.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,5.0,3.0,1.0,4.0,3.0,canada,4.0,0.0,0.0,1.0,37,3.2,3.5,2.125,2.0,-1.475108674423673,-0.9637054168200926,-1.503224325328852,0.28767985092541337
2024-03-20 04:16:33,2024-03-21 07:44:58,100,True,2024-03-21 07:44:59,R_3OVnikpTdHI2Cn1,3.0,6.0,6.0,3.0,6.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,6.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,poland,5.0,0.0,0.0,2.0,50,4.6,5.25,4.0,3.8333333333333335,0.04148743146816599,0.48095731152938576,0.1737470520629924,1.04331804846807
2024-03-21 12:54:51,2024-03-21 13:08:10,100,True,2024-03-21 13:08:11,R_5rioRDaAKwrAHpv,4.0,3.0,6.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,6.0,6.0,7.0,2.0,4.0,2.0,5.0,4.0,3.0,2.0,4.0,poland,5.0,0.0,0.0,5.0,60,3.6,3.75,2.5,4.5,-1.258452087867696,-0.6747728711501969,0.7835548256600265,0.5035764787947439
2024-03-22 04:15:05,2024-03-22 04:21:05,100,True,2024-03-22 04:21:05,R_2nO6tW9uD1Gm4ee,2.0,5.0,6.0,1.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,netherlands,5.0,1.0,0.0,1.0,27,0.8,3.75,1.875,2.5,-1.258452087867696,-1.1563271139333564,-1.0458684951310764,-1.0076999162905702
2024-03-22 04:27:42,2024-03-22 04:31:34,100,True,2024-03-22 04:31:35,R_1irsSE79lUR0om4,4.0,5.0,5.0,1.0,4.0,3.0,3.0,3.0,6.0,2.0,3.0,2.0,2.0,1.0,4.0,6.0,5.0,2.0,4.0,2.0,1.0,0.0,2.0,1.0,united kingdom of great britain and northern ireland,5.0,1.0,0.0,1.0,28,1.2,3.75,3.0,3.6666666666666665,-1.258452087867696,-0.28952947692366937,0.021295108663733547,-0.7918032884212396
2024-03-22 10:05:53,2024-03-22 10:41:31,100,True,2024-03-22 10:41:31,R_5CPXm8kst4ZZDsv,3.0,7.0,7.0,6.0,7.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,united states of america,4.0,4.0,0.0,4.0,30,0.0,6.75,2.0,1.3333333333333333,1.341426950804028,-1.0600162653767244,-2.1130320989258866,-1.4394931720292312
2024-03-22 12:02:16,2024-03-22 12:22:14,100,True,2024-03-22 12:22:15,R_53DxA9AYRUBlfA5,4.0,6.0,6.0,4.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,1.0,5.0,7.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,netherlands,2.0,0.0,5.0,5.0,20,2.2,5.5,5.125,3.1666666666666665,0.258144018024143,1.3477549485390727,-0.4360607215340422,-0.25206171874791305
2024-03-23 09:40:00,2024-03-23 09:51:08,100,True,2024-03-23 09:51:08,R_1IV28Yhpufm4Ar7,4.0,7.0,7.0,7.0,7.0,6.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,6.0,2.0,7.0,6.0,3.0,1.0,4.0,0.0,5.0,5.0,poland,4.0,0.0,0.0,,22,3.0,7.0,3.75,4.333333333333333,1.5580835373600048,0.28833561441612193,0.6311028822607677,0.17973153699074798
2024-03-24 07:25:53,2024-03-24 07:31:48,100,True,2024-03-24 07:31:49,R_4eWqIVjC7IkDDMq,4.0,7.0,6.0,7.0,7.0,5.0,3.0,1.0,5.0,2.0,6.0,6.0,2.0,1.0,1.0,7.0,6.0,7.0,5.0,2.0,3.0,0.0,3.0,2.8863636363636362,netherlands,0.0,0.0,7.0,0.0,25,2.1772727272727272,6.75,3.75,4.5,1.341426950804028,0.28833561441612193,0.7835548256600265,-0.2643285726041251
2024-03-24 07:29:47,2024-03-24 07:38:04,100,True,2024-03-24 07:38:05,R_17fXnHbvClBbArs,4.0,5.0,5.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,netherlands,4.0,2.0,0.0,,27,0.0,4.0,1.375,2.3333333333333335,-1.041795501311719,-1.541570508159884,-1.1983204385303348,-1.4394931720292312
2024-03-24 07:44:07,2024-03-24 07:49:00,100,True,2024-03-24 07:49:00,R_4rHdyVTBB2EnIMU,1.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,3.0,6.0,5.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,2.8863636363636362,united kingdom of great britain and northern ireland,4.0,1.0,0.0,,22,1.7772727272727273,6.0,5.375,3.8333333333333335,0.6914571911360969,1.5403766456523365,0.1737470520629924,-0.4802252004734557
2024-03-24 07:52:16,2024-03-24 07:55:55,100,True,2024-03-24 07:55:56,R_2LMTybrXFk1e8Qf,1.0,5.0,6.0,6.0,5.0,5.0,4.0,5.0,6.0,2.891304347826087,3.088888888888889,3.111111111111111,3.0,2.4,6.0,7.0,7.0,5.0,6.0,5.0,3.0,0.0,0.0,5.0,netherlands,5.0,0.0,0.0,0.0,24,2.6,5.5,4.01141304347826,5.566666666666666,0.258144018024143,0.48975091074542554,1.7592472634152811,-0.03616509087858255
2024-03-24 10:13:47,2024-03-24 10:21:42,100,True,2024-03-24 10:21:42,R_2VrLNC6mZSILOox,4.0,6.0,6.0,3.0,6.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,4.0,5.0,4.0,7.0,7.0,3.0,5.0,3.0,netherlands,4.0,0.0,0.0,1.0,28,5.0,5.25,3.625,4.166666666666667,0.04148743146816599,0.19202476585949005,0.47865093886150967,1.2592146763374008
2024-03-24 10:29:37,2024-03-24 10:33:12,100,True,2024-03-24 10:33:12,R_8S0sM7xGcgKVCtH,4.0,6.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,7.0,4.0,7.0,7.0,4.0,7.0,5.0,6.0,5.0,6.0,8.0,3.0,1.0,10.0,6.0,united kingdom of great britain and northern ireland,4.0,0.0,0.0,2.0,24,5.6,5.75,6.0,5.5,0.47480060458011997,2.021930888435496,1.698266486055578,1.5830596181413965
2024-03-26 14:07:45,2024-03-26 15:00:45,100,True,2024-03-26 15:00:45,R_3dL9qgVfaeqDiCf,2.0,4.0,6.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,6.0,4.0,sweden,2.0,0.0,6.0,1.0,26,3.0,5.0,3.5,3.6666666666666665,-0.175169155087811,0.09571391730285818,0.021295108663733547,0.17973153699074798
2024-04-09 05:01:42,2024-04-09 05:05:26,100,True,2024-04-09 05:05:27,R_4DSqkqcUAo0Mx9q,1.0,7.0,6.0,7.0,7.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,united states of america,4.0,1.0,8.0,5.0,30,0.8,6.75,1.625,3.0,1.341426950804028,-1.3489488110466201,-0.5885126649333006,-1.0076999162905702
2024-04-09 08:40:20,2024-04-09 09:01:16,100,True,2024-04-09 09:01:16,R_2ERO1feSdogHTIl,4.0,6.0,7.0,6.0,6.0,6.0,2.0,3.0,7.0,1.0,2.0,2.0,2.0,1.0,6.0,7.0,3.0,3.0,6.0,0.0,1.0,0.0,7.0,3.0,germany,1.0,1.0,0.0,2.0,20,2.2,6.25,3.125,4.333333333333333,0.9081137776920739,-0.1932186283670375,0.6311028822607677,-0.25206171874791305
2024-04-09 14:39:26,2024-04-09 14:43:54,100,True,2024-04-09 14:43:55,R_1NERcHRp1EtV3s2,4.0,6.0,6.0,5.0,5.0,5.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,united kingdom of great britain and northern ireland,2.0,1.0,0.0,1.0,18,0.8,5.5,2.25,2.1666666666666665,0.258144018024143,-0.8673945682634607,-1.3507723819295936,-1.0076999162905702
2024-04-15 11:18:45,2024-04-15 11:24:56,100,True,2024-04-15 11:24:57,R_1T0GTmx9mjkQPD3,2.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,6.0,6.0,4.0,4.0,6.0,5.0,1.0,2.0,3.0,netherlands,4.0,4.0,0.0,5.0,22,3.4,7.0,4.5,4.833333333333333,1.5580835373600048,0.8662007057559133,1.0884587124585434,0.3956281648600785
2024-04-16 02:54:39,2024-04-16 03:00:51,100,True,2024-04-16 03:00:52,R_26mXdPM57aMD4tb,2.0,7.0,6.0,6.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,2.4,4.5227272727272725,5.533333333333333,4.0,2.0,2.0,7.0,6.0,3.0,1.0,6.0,poland,5.0,0.0,,5.0,49,4.6,6.0,3.0,3.409343434343434,0.6914571911360969,-0.28952947692366937,-0.2140814524330008,1.04331804846807
2024-04-16 03:48:56,2024-04-16 03:57:48,100,True,2024-04-16 03:57:49,R_6F4K2dQVw0iOL2t,2.0,5.0,6.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,4.0,3.0,2.0,5.0,6.0,5.0,5.0,6.0,poland,5.0,1.0,0.0,3.0,52,5.4,4.5,4.625,3.8333333333333335,-0.608482328199765,0.9625115543125452,0.1737470520629924,1.4751113042067316
2024-04-16 04:42:27,2024-04-16 04:47:29,100,True,2024-04-16 04:47:29,R_2qrCz0GWrx3kgKr,4.0,2.0,3.0,2.0,5.0,3.0,3.0,1.0,3.0,2.0,3.088888888888889,3.111111111111111,4.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,7.0,2.0,7.0,5.0,united states of america,4.0,0.0,0.0,,29,4.8,3.0,2.775,2.3333333333333335,-1.908421847535627,-0.46288900432560687,-1.1983204385303348,1.1512663624027355
2024-04-16 07:26:15,2024-04-16 07:32:22,100,True,2024-04-16 07:32:22,R_31owJC64QBYc0Xx,4.0,7.0,6.0,2.0,7.0,6.0,3.0,6.0,5.0,3.0,3.0,6.0,1.0,2.0,7.0,5.0,1.0,1.0,2.0,2.0,10.0,0.0,8.0,3.0,pakistan,1.0,0.0,9.0,2.0,21,4.6,5.5,4.125,3.0,0.258144018024143,0.5772681600860177,-0.5885126649333006,1.04331804846807
2024-04-16 08:26:16,2024-04-16 08:30:13,100,True,2024-04-16 08:30:14,R_1aznyxQzInnD0Qh,4.0,6.0,6.0,6.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,united kingdom of great britain and northern ireland,4.0,3.0,3.0,,21,2.6,5.25,1.625,2.0,0.04148743146816599,-1.3489488110466201,-1.503224325328852,-0.03616509087858255
2024-04-16 08:41:26,2024-04-16 08:50:36,100,True,2024-04-16 08:50:37,R_4qVRfya0kaGGEP0,4.0,7.0,7.0,7.0,7.0,6.0,5.0,6.0,5.0,3.0,3.0,3.0,3.0,1.0,7.0,6.0,6.0,2.0,2.0,6.0,10.0,0.0,2.0,3.0,pakistan,1.0,0.0,5.0,4.0,21,4.2,7.0,4.25,4.0,1.5580835373600048,0.6735790086426495,0.32619899546225084,0.8274214205987398
2024-04-16 11:10:49,2024-04-16 11:14:59,100,True,2024-04-16 11:15:00,R_7CCSgtKNFgF0G3T,4.0,7.0,5.0,5.0,6.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,united states of america,4.0,1.0,3.0,5.0,25,0.2,5.75,1.625,3.0,0.47480060458011997,-1.3489488110466201,-0.5885126649333006,-1.331544858094566
2024-04-16 16:05:29,2024-04-16 16:12:27,100,True,2024-04-16 16:12:28,R_5VC47ldxX9UU6DZ,3.0,6.0,5.0,5.0,4.0,7.0,5.0,6.0,6.0,2.0,3.0,3.0,3.0,1.0,5.0,7.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,netherlands,2.0,0.0,0.0,0.0,27,3.4,5.0,4.375,4.0,-0.175169155087811,0.7698898571992814,0.32619899546225084,0.3956281648600785
2024-04-17 04:26:02,2024-04-17 04:29:31,100,True,2024-04-17 04:29:32,R_1F9hk1gpmgH5sdd,1.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,4.0,7.0,7.0,7.0,7.0,3.0,6.0,7.0,3.0,3.0,3.0,4.0,5.0,0.0,2.0,6.0,netherlands,5.0,0.0,0.0,0.0,24,3.4,6.0,6.0,4.166666666666667,0.6914571911360969,2.021930888435496,0.47865093886150967,0.3956281648600785
2024-04-17 05:58:52,2024-04-17 06:08:21,100,True,2024-04-17 06:08:22,R_5Cvt3eXjChZNKrI,4.0,5.0,6.0,5.0,6.0,6.0,5.0,3.0,6.0,1.0,3.0,1.0,2.0,2.0,6.0,5.533333333333333,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,netherlands,4.0,0.0,0.0,0.0,27,0.2,5.5,3.375,3.5888888888888886,0.258144018024143,-0.000596931253773718,-0.04984913158925394,-1.331544858094566
2024-04-17 09:19:44,2024-04-17 09:24:43,100,True,2024-04-17 09:24:45,R_7guwi36CXu7OSrH,4.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,7.0,6.0,7.0,8.0,6.0,7.0,3.0,netherlands,4.0,0.0,0.0,4.0,55,6.2,5.5,6.0,6.166666666666667,0.258144018024143,2.021930888435496,2.3080742596526127,1.9069045599453927
2024-04-17 09:48:45,2024-04-17 10:01:04,100,True,2024-04-17 10:01:05,R_33E3gUOElPGjVId,3.0,5.0,6.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.5227272727272725,5.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,netherlands,4.0,1.0,0.0,,63,1.4,4.5,1.625,2.4204545454545454,-0.608482328199765,-1.3489488110466201,-1.118629649935268,-0.6838549744865744
2024-04-17 11:01:14,2024-04-17 11:06:58,100,True,2024-04-17 11:06:58,R_60IMXMURpnzedQO,3.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,4.0,6.0,4.0,4.0,4.0,4.0,3.0,6.0,5.0,6.0,6.0,6.0,7.0,3.0,5.0,4.0,netherlands,4.0,0.0,0.0,3.0,47,5.0,4.0,3.5,5.0,-1.041795501311719,0.09571391730285818,1.2409106558578022,1.2592146763374008
2024-04-17 11:07:53,2024-04-17 11:12:31,100,True,2024-04-17 11:12:31,R_20H4Dip1iXx2de3,3.0,5.0,3.0,5.0,6.0,3.0,3.0,2.0,6.0,2.0,3.0,3.0,3.0,2.0,2.0,6.0,5.0,5.0,5.0,2.0,3.0,2.0,7.0,2.0,netherlands,4.0,1.0,0.0,4.0,45,3.2,4.75,3.125,4.166666666666667,-0.391825741643788,-0.1932186283670375,0.47865093886150967,0.28767985092541337
