created_at_fuzzy,state_likely_tweeted_from,text,source,display_text_width,lang,favorite_count,retweet_count,is_quote,followers_count,friends_count,listed_count,statuses_count,favourites_count
2020-10-11T01:12:20Z,Florida,@RBReich The inconvenient truth.  Trump destroyed jobs. https://t.co/GywpDtfIuY,Twitter for iPad,46,en,2,0,False,35,265,0,451,24621
2021-02-26T02:49:42Z,Texas,Nope. This is excuse to cover for dementia ridden Biden who can't deliver an hour long SOTU speech. https://t.co/4oK5rruqCD,Twitter Web App,99,en,2,0,True,687,1580,3,145743,119018
2021-01-13T07:21:36Z,Oregon,"@parlertakes Jesus. When will these people realize that we aren't in a James Bond movie, and trump isn't Mr. Big?",Twitter for Android,100,en,0,0,False,494,530,0,10089,19977
2020-08-13T19:55:57Z,Tennessee,@cenkuygur @realDonaldTrump Trump's stupidity knows no bounds,Twitter for Android,33,en,0,0,False,41,64,0,1133,851
2020-07-20T12:22:22Z,Missouri,@MartyDark2 @BarackObama Also trump reminds me of a modern version of Richard Nixon,Twitter Web App,58,en,1,0,False,124,384,0,316,1158
2020-10-16T07:44:12Z,Florida,"There's an interesting shift amongst conservative Latinos in America.

Latino, Evangelical and Politically Homeless https://t.co/FiKAJG2vmx",Twitter Web App,139,en,0,1,False,1157,1034,20,9046,16169
2020-11-14T01:26:05Z,Minnesota,@DonaldJTrumpJr Biden won!!! YOu are going away!! All is good!,Twitter Web App,46,en,0,0,False,57,240,1,2578,11101
2020-10-23T03:28:45Z,Ohio,"How can anyone say trump ""won"" last night's debate. He told more lies than truths (as usual). He was boorish and came across as an idiot. Must be the trump worshipers.",Twitter Web App,167,en,0,0,False,88,505,3,1334,4576
2020-11-06T08:41:29Z,Virginia,@EricRWeinstein You know there is the possibility that Trump isn't cynical and really DOES think he's won.  Just as I know leftists who really do insist half the country is secretly white supremacists. Delusions are a real thing,Twitter Web App,212,en,0,0,False,64,91,12,403,338
2020-08-08T02:52:21Z,Alabama,"@ImLawrenceChrls @CNNPolitics Or setting up the Dems to say, “Russia rigged the election for Trump.” You know, the way they’ve been doing since the last election?",Twitter Web App,132,en,2,0,False,20,351,0,2004,3531
2020-11-19T20:08:19Z,Colorado,"@davidmweissman @tedcruz @GovMikeHuckabee @marcorubio @mattgaetz @seanhannity @IngrahamAngle @ericbolling Let me add @RealRLimbaugh to this and answer this. They would ALL rather the republic fall, than see Trump go down. Their entire livelihood depends on Trump and without him, they will all fall. They care about Trump over country!",Twitter Web App,229,en,3,0,False,545,669,1,9827,7979
2020-07-26T21:04:35Z,New Mexico,@MeidasTouch @NKatsPhoto @Facebook Because facebook and its subsidaries support donald trump’s reelection,Twitter for iPhone,70,en,0,0,False,82,94,0,2423,804
2020-10-28T14:35:45Z,Washington,"@BelowAvgSaint @Joseph_Joe_M @jeffzeleny Ah, the ""Yes, we're making stuff up, but I wouldn't be surprised if it were true!"" defense. Why is that always the response? Isn't there enough real shit Trump does to harp on? Why make stuff up? Why the constant need to fabricate things? Other Dems (like me) are sick of it.",Twitter for Android,275,en,0,0,False,136,135,0,1976,2824
2020-09-04T14:53:20Z,Missouri,"@free_thinker20 @pablo_honey1 @EricTrump @Paula_White Now do the one with Trump and the Central Park 5, his discriminatory housing practices, and where he mocks people with other abilities.",Twitter for iPhone,135,en,6,0,False,118,239,0,771,10436
2021-02-04T18:01:52Z,New Jersey,My Trümp supporting family like to rub it in my face how I don’t praise Biden everyday.... like okay? I’m not  offended to not be in a cultish fan club?,Twitter for iPhone,152,en,15,0,False,153,226,0,1400,23404
2021-04-25T16:35:50Z,Kentucky,@TheRickWilson or up Trump's ass...,Twitter for Android,20,en,0,0,False,31,204,0,2559,5667
2020-12-03T12:34:48Z,Alabama,Good move!  Biden asked Fauci to serve as chief medical adviser https://t.co/3kZTSB3R0K,Twitter Web App,87,en,33,6,False,10994,10758,15,123089,118801
2020-12-02T08:31:17Z,Colorado,@JennaEllisEsq Are you trying to be Trump's wife number 4?,Twitter Web App,43,en,43,0,False,21762,22055,8,13329,34646
2021-05-05T08:35:41Z,Florida,"@bunkystark Good one, but what about the enemy of your friends? She will vote 100% against Biden’s agenda, she’s not moderate on anything.",Twitter Web App,126,en,0,0,False,5533,5731,3,4891,13172
2020-12-04T02:48:13Z,Arkansas,"Georgia Republicans:  don’t vote in the runoff, it’s a RIGGED ELECTION!  Stay home, boycott the runoff!  #MAGA
https://t.co/Snx5eS5O68",TweetDeck,134,en,0,0,False,620,340,19,900,252
2020-08-09T22:16:03Z,Florida,@flushednsticky TRump definitely took off about 50lb.,Twitter for Android,37,en,0,0,False,7,113,0,178,98
2020-07-25T21:57:16Z,Ohio,@RyanHagen31 That’s a great point. I can’t wait for those good times with someone other than Trump.,Twitter for iPhone,86,en,0,0,False,2338,3904,9,22300,24077
2021-03-06T13:44:28Z,Texas,"@MrLoboSr @GoodPoliticGuy @nyc_erik People want a living wage. ""aT lEaSt He'S NoT tRump"" doesn't help anyone",Twitter Web App,72,en,0,0,False,515,822,2,18185,63899
2020-12-08T18:48:09Z,Wisconsin,"@JWill61567286 @brett_jones23 @Randy88562880 @daverosendahl @CodeMonkeyZ Explain how Wisconsin’s republican majority legislature changed our voting laws to allow Biden to win. We didn’t change any laws, all changes that were brought up by dems were denied by the US and State supreme courts.",Twitter for iPhone,218,en,4,0,False,17,272,2,77,154
2021-03-31T03:06:47Z,California,Biden's Covid adviser to governors: You're 'playing with fire' https://t.co/yUpxMBfzsI,Twitter Web App,86,en,21,10,False,162381,88382,195,189830,89740
2021-04-14T10:57:49Z,New York,"@AP  sources: Trump to order troop cuts in Afghanistan, Iraq
By LOLITA C. BALDOR
Nov.16, 2020

The plan would run counter to military commanders’ advice over the past year, while still falling short of Trump’s much-touted goal to end America’s long wars.

https://t.co/a364ipcWzQ https://t.co/jRS3Gk5BEw",Twitter Web App,279,en,0,0,True,435,1863,2,30309,24099
2020-11-27T16:39:16Z,Ohio,"@mccdoe3289 I would guess, like Trump, lie to them and tell them only he tells the truth. Then lie some more.",Twitter for iPhone,97,en,0,0,False,3355,4874,6,19579,15838
2020-10-28T04:45:20Z,Indiana,"@toddstarnes Don't take the numbers at face value. There's much more to these 'no show' Biden rallies than #'s. Don't know how they're telling Biden supporters to stay away but if you think these 'dozens of supporters in attendance' have anything to with reality, you're as naive as they come.",Twitter Web App,280,en,0,0,False,241,315,0,1369,1777
2020-09-28T21:31:52Z,Illinois,"@pablo_honey1 @realDonaldTrump He isn't aware or is lying...The one in Minnesota is a national threat! There's also the affidavits that were filed today with video evidence of Biden campaign ballot harvesting, the same way in Texas!!",Twitter Web App,202,en,0,0,False,739,949,0,4597,7814
2020-08-03T01:22:15Z,Maine,@kworel You do realize the people that are cheering he got hurt is because he stood for the national anthem...I’d be willing to bet that Trump supporters are not glad someone guy hurt Bc he stood for the national anthem. You might want to know what’s going on before going on b4 you speak,Twitter for iPhone,280,en,2,0,False,43411,110,484,5794,115
2020-08-01T04:47:45Z,California,"Nah, that’s a “Trump is my daddy” rally. https://t.co/oHHWCFNxo4",Twitter for iPhone,40,en,1,0,True,4,36,0,565,1013
2021-03-06T05:15:27Z,Iowa,@ADC_PHL @PFTompkins don't https://t.co/h9NozpPAKE,Twitter Web App,29,en,9,0,False,1324,2477,4,18809,80268
2021-01-24T15:45:11Z,Georgia,@SteveSchmidtSES @POTUS Yep. And Reagan. And Trump. Camacho not so much. https://t.co/6d0UxXZ42F,Twitter for Android,48,en,1,0,False,2149,3095,5,5678,10269
2021-01-14T18:09:17Z,Alabama,@FLOTUS  i just love you and president trump. i think you were the most gorgeous inside and out first lady we have ever had. thank you for all you and pres trump have done and i am so sorry for what is happening. me and my family including a vetran love you all!,Twitter for iPad,262,en,0,0,False,12,91,0,63,78
2021-04-17T08:27:44Z,North Carolina,"Un cambio de posición hacia #Cuba continúa fuera de las prioridades de Biden, dice la Casa Blanca. 
👇👇
https://t.co/1jcZHSiKfM

#NoMasBloqueo 
#ElBloqueoEsReal https://t.co/qVeFiNjcLU",TweetDeck,159,es,0,0,False,2822,366,106,66494,526
2020-09-30T11:28:21Z,Utah,basically all joe biden is doing is being puppeted by the dems to suck some social justice warrior dick in order to lie and manipulate americans,Twitter for iPhone,144,en,8,1,False,1319,1150,4,29997,53638
2020-11-05T23:36:05Z,California,Gahhhh I love Twitter at times like these ...when I’m the only one awake in the house waiting for GA to go for Biden at midnight and Trump’s tweeting scary shit. https://t.co/GIUSfch7Ab,Twitter for iPhone,161,en,0,0,True,47,608,2,2651,11990
2020-12-04T22:52:54Z,Arkansas,"I love when I post about how corrupt our system is, how important it is to wear a mask, and how much Donald Trump is a POS and I lose followers♥️

Please see yourself out, my job here is done 😘",Twitter for iPhone,193,en,1,0,False,509,267,4,9590,23770
2021-01-22T20:11:31Z,Kentucky,The 93-2 vote gave President Joe Biden his second Cabinet member; Avril Haines was confirmed on Wednesday as the first woman to serve as director of national intelligence. https://t.co/ajSAOw5hp3,SocialNewsDesk,195,en,0,0,False,2903,573,29,4987,1059
2020-08-30T06:15:41Z,Wisconsin,President Donald Trump to visit Kenosha on Tuesday https://t.co/EqXNkoyQhF,Twitter Web App,74,en,3,2,False,15614,1011,490,61197,920
2021-04-20T01:57:22Z,Georgia,"@BanishedBernie @HamaramaDD It'll be even worse going forward because behind the Trump wannabes, many rising in the GOP are working to cultivate a more traditional ""for the working class / simple blue collar"" image that the Corporate Dems will have no effective response for.",Twitter Web App,247,en,4,0,False,383,968,1,4364,26594
2021-02-27T23:29:30Z,Wyoming,@BenBonnema @TraderJoesUnion Your manager exposes him/herself as a Trump supporter/COVID denier by using the “excluding customers with pre-existing medical conditions from wearing a mask” argument when you made absolutely no such comment or statement in your letter,Twitter for iPad,236,en,0,0,False,482,2241,1,20168,29675
2020-12-06T21:01:03Z,Pennsylvania,@malcolmkenyatta We will win Senate 2021 Biden/Harris 💙,Twitter for Android,38,en,8,2,False,69,183,1,1027,6071
2021-03-05T01:36:38Z,Arkansas,"This means that the cuttlefish is smarter than former and twice-impeached Dictator Trump and most members of the @GOP! 
https://t.co/9FQdmLVwU2",Twitter Web App,143,en,0,0,False,652,1220,12,21020,15471
2020-12-18T03:34:03Z,South Carolina,"I don’t believe a word @RonDeSantisFL says. It’s more likely the state will not have the funds from the latest Covid package to distribute the vaccines. @senatemajldr won’t give states any money, let alone money to distribute vaccines! The GOP/Trump are killing more ppl daily. https://t.co/SaTQJYFvH9",Twitter for iPhone,277,en,1,0,True,434,1091,0,34994,44070
2021-01-17T00:55:47Z,Nebraska,"This timeline is damning.
https://t.co/WlNPPPNBII",Twitter Web App,49,en,0,0,False,832,3734,1,7059,11476
2020-11-02T11:27:51Z,Wisconsin,"I'm more afraid of what will happen if trump wins than how his cult will react if he loses. 
Let them cry in the streets. Let them shut down roads. Let them close businesses. 
I'm willing to endure a little discomfort if it means we get rid of him.",Twitter for Android,248,en,112,13,False,9284,5994,34,59767,104702
2021-03-16T06:29:42Z,New York,@JbkJbk1234 So this definitely means Biden serves only one term?,Twitter for iPhone,52,en,1,0,False,2084,3171,128,49101,22912
2020-09-12T18:37:07Z,North Carolina,"Americans know different, Trump continues to bring all Americans together, even moderate Democrats.  His actions proves he wants to help America  and Americans, not with words, but by his actions.  To bad the Democrat controlled fakenews media never covers it.   #TrumpDoesntCare",Twitter for Android,279,en,0,0,False,97,7,8,9198,20556
2020-10-04T03:11:04Z,Arkansas,"I’m calling it right now. Trump does NOT have COVID. He’s pretending to have it and will be “cured”with that new experimental drug. Once we all see that it “works”, the drug is going to sell like crazy and he’ll be seen as the hero of COVID",Twitter for iPhone,240,en,4,1,False,3559,2998,2,2981,5339
2021-02-26T16:10:35Z,Arkansas,"shouldn't be. Like President Biden said, when there is a need it doesn't matter whether your Rep or Dem, you work together to get things done. 
Remember that cute movie ""Robots"" 2005. ""See a need, fill a need.""
No where did it say unless you're a republican etc https://t.co/g5v5NvNulC",Twitter for Android,261,en,0,0,False,110,148,0,43876,35650
2020-09-08T16:29:46Z,Florida,"@Dontlikenames1 @TheCaptainOfObv @mmpadellan @realDonaldTrump Again, if you believe that Trump handled this situation well, you are certainly entitled to your opinion. The majority of Americans, including me, disagree.",Twitter Web App,156,en,0,0,False,559,547,3,17447,3453
2020-09-18T01:49:34Z,Utah,@SethMacFarlane Nice try. The Yrump adm and CDC  has already laid out a basic plan for the start of distribution. It was made public in the last week.  Biden is once again just talking about what has already been done. Even Peter G can realize that.,Twitter for Android,233,en,7,0,False,3842,735,84,3172,403
2020-11-16T01:13:06Z,Ohio,@blackngoldproud @NBC12 I'm sure he's speaking about Biden's economic plans. And I'm also sure you will at some point regret voting for Biden.,Twitter for Android,118,en,1,0,False,152,220,0,5252,4253
2020-12-15T02:57:19Z,Colorado,@DeanBrowningPA Joe Biden has just officially won the electoral college 🙌,Twitter for Android,57,en,2,0,False,79,118,1,3392,9691
2021-02-04T22:15:46Z,Florida,"Former WWE superstar Tyler Reks comes out as transgender woman Gabbi Tuft https://t.co/104J36Me3F 
Ha Ha Ha Ha Ha Ha Ha Ha and these are the types of people Biden wants in our military all the while Russia is making men stronger and more lethal fighters.",Twitter Web App,254,en,1,0,False,6,2,0,3616,10
2021-04-06T05:41:18Z,Texas,"@GregAbbott_TX Thank you, Joe Biden!",Twitter for iPhone,21,en,2,0,False,5503,5240,2,20889,32764
2020-12-14T07:06:35Z,Wyoming,@LeeChatfield @jaketapper Bravo. Now convince Trump supporters. They are not going to read your letter.,Twitter for iPad,77,en,0,0,False,27,356,0,3625,1089
2020-08-16T05:35:54Z,Michigan,"@kiwi_jeff @KamalaHarris @JoeBiden Hahaha she will get smoked.  
Pence: didnt you say biden was a racist
Kamela: ah ah .next question
Pence: didnt you say biden was sexual predator?
Kamela: ah ah. Next question
Pence: didnt you oppose people parole for cheap labor while DA?
Kamela: ah ah next question
And so on..",Twitter for Android,279,en,0,0,False,100,402,2,3065,197
2020-11-10T01:41:59Z,Texas,@RiseUp00 @juliedcantor @BrianKempGA I'm perfectly fine with Biden auditing a few Red states as well.,Twitter Web App,64,en,1,0,False,3881,4426,19,20791,28751
2020-10-09T07:44:35Z,Minnesota,@vincentdonofrio Ha ha Trump is a doof,Twitter for Android,21,en,0,0,False,209,259,2,3525,6838
2020-09-06T10:54:43Z,Florida,https://t.co/REwLPXrmyS,Twitter for iPhone,23,und,0,0,False,2090,1961,3,45831,35541
2021-03-07T22:38:25Z,Florida,@DWUhlfelderLaw Unfortunately the same people supporting him voted for trump two times. Those people are masochists who like it when people s**t on them.,Twitter for Android,137,en,0,0,False,71,206,0,1242,9626
2020-08-13T20:08:51Z,Oregon,"@mmpadellan ISRAEL WILL NOT CEASE ANNEXATION OF PALESTINE UNTIL THEY HAVE TAKEN EVERYTHING FROM PALESTINE.
ISRAEL AND UAE ARE ENEMIES??
NETANYAHU, KUSHNER AND TRUMP ARE REAL ESTATE THUGS.
RAPING PALESTINE ACCORD?
NO NOBEL FOR TRUMP ACCORD!!
THE STENCH OF CORRUPTION HANGS HEAVY IN THE AIR.☠",Twitter for Android,278,en,0,0,False,8121,8462,50,558467,212421
2021-04-19T21:42:54Z,North Dakota,"@DeLoach_NC @CawthornforNC Believe what you want, Trump had it under control, why are we seeing a 200% increase after overturning his policies, quit blaming Trump, he’s gone, be a big boy and own up to the crisis you started, address the nation about it, tell us your plan, if they got one",Twitter for iPhone,262,en,2,0,False,12,95,0,46,4
2020-09-01T09:00:38Z,Nevada,"In our teaser from “Hindsight 2020” documentary, Steven Hassen, @CultExpert provides more insight into why Trump and the RNC are doing what they do.

Please share and donate whatever you can so we can finish before October by clicking here

https://t.co/mlx4OwqjaK https://t.co/x4wJrGbhxc",Twitter for iPad,264,en,1,4,True,14208,2720,16,200281,215849
2020-12-23T23:17:37Z,Minnesota,@JackPosobiec Hey Mitch @senatemajldr @Team_Mitch you realize that if Trump @realDonaldTrump losses so will your 2 senators in georgia.... Just saying... So you better step up and support the senators that will be contesting the election,Twitter for Android,223,en,2,0,False,314,1301,0,162,704
2021-02-16T02:48:57Z,North Carolina,@ManenTail @Twitter I mean you are a major brand and Corp. they gave @goyaproducts one... I mean did you guys do Trump’s hair care or something?,Twitter for iPhone,124,en,1,0,False,278,686,1,5130,2341
2021-02-23T04:36:48Z,Oregon,"This is what REAL leadership looks like. Thank you, President Biden and Vice President Harris! https://t.co/MvS1nFcRKP",Twitter Web App,94,en,1,0,True,1473,3214,22,19940,21742
2020-08-11T02:31:38Z,Arkansas,"Trump urges Portland to bring in National Guard amid unrest, warns officials they will be 'held responsible' | Fox News https://t.co/Jf1KzZMIrZ",Twitter for iPhone,143,en,0,0,False,490,1695,18,38216,927
2021-03-01T20:54:01Z,Pennsylvania,This will destroy the Democrats all the people that got Trump checks that won’t get Biden checks. Fuck you Manchin and Republicans for no votes https://t.co/926Afgw3rj,Twitter for iPhone,143,en,2,1,True,2112,1617,31,131244,89642
2021-05-02T02:37:02Z,Michigan,"@YALiberty This happened just a few hours away from me today. A mayor, Thomas McDermott, Jr said a “f—k Biden” flag goes against their city code. Today we showed our support of the Vietnam War Vet who flew these flags. https://t.co/UnBAmyzqIN",Twitter for iPhone,242,en,0,0,False,47,243,1,1185,485
2020-07-24T17:59:18Z,South Carolina,"@EricTrump Like a TRUE LEADER, BIDEN listens to his party but ultimately chooses what is right in his eyes! Biden has proven he can lead, your daddy is still trying! 4 MILLION INFECTED, 145,000 + DEAD, BOUNTIES IN US TROOPS - YEAH YOUR DADDY'S DOING SH*T! https://t.co/Vw5NXsfsSk",Twitter for Android,244,en,2,0,False,2940,3465,9,35595,79934
2021-03-02T03:34:54Z,Virginia,https://t.co/Iim5KoTQSH,Twitter Web App,23,und,0,0,False,56,145,6,17263,1559
2021-02-17T05:26:27Z,Wisconsin,"Your Wednesday morning headlines: Biden doubles down on goals to reopen schools in his first 100 days; Trump vs. McConnell; plus, the latest on the winter storm. https://t.co/28FwuZdkjF",SocialNewsDesk,185,en,0,0,False,4229,444,144,32725,106
2021-04-29T16:28:49Z,New Jersey,Biden proposes spending money we don't have on programs we don't need!,Twitter for Android,70,en,0,0,False,6,61,0,71,2
2020-11-26T17:32:20Z,Texas,@bill_westervelt I do but Joe Biden didn’t reading scripture in his Thanksgiving message 🥴,Twitter for iPhone,73,en,0,0,False,440,1049,6,5438,15164
2021-03-23T18:17:29Z,Pennsylvania,So when will the Biden Impeachment trail begin for the crisis on the southern boarder? Asking for a friend.,Twitter for iPhone,107,en,2,0,False,334,626,1,4888,18908
2020-12-19T01:46:55Z,South Carolina,@cnnbrk I hope President Biden ends this foolish military-industrial complex giveaway in 39 days,Twitter for Android,88,en,0,0,False,180,508,2,10051,6730
2020-10-22T09:28:48Z,California,"@maggieNYT This is Trump/Pompeo agitating against Iran, without proof.",Twitter for iPhone,59,en,7,0,False,1202,102,6,162699,597160
2020-08-09T02:10:22Z,North Carolina,Biden risks alienating young Black voters after race remarks https://t.co/2CWibuLl2O,IFTTT,84,en,0,0,False,5071,1149,162,24384,83
2020-12-30T04:24:08Z,Georgia,@StarTribune Should have a “do over” since Trump screwed it all up.  Thank goodness he’s almost outta here😩,Twitter for iPhone,94,en,0,0,False,282,360,1,12989,102983
2021-01-01T14:24:08Z,Maine,@realDonaldTrump You people are lost! Completely and utterly! Trump cares more about this country than any Demonrat has. Biden and Kamala will destroy this country. Oh and stop blaming the china flu on Trump.,Twitter for Android,191,en,0,0,False,59,57,0,4638,6116
2021-01-09T12:05:40Z,Texas,"President Trump Tweet #3 - January 8, 2021 https://t.co/9FXL4KAEOJ",Twitter for iPhone,42,en,1,1,False,12,135,0,2494,2541
2021-02-05T22:50:13Z,Texas,"Well done, President Biden!!! 👏👏👏 https://t.co/DoVZSw1ynd",Twitter Web App,33,en,1,0,True,1707,1433,2,84937,192879
2020-12-10T02:28:55Z,Colorado,"""As Trump Disputes Election Results, Republicans Target Voting by Mail"" by Michael Wines via NYT https://t.co/EXoFqK1cr0",IFTTT,120,en,0,0,False,1974,2486,11,31980,3
2021-04-21T18:06:24Z,Alabama,"@TheDemCoalition President Biden is working hard to bring America back.
The American Jobs Plan will play a ""major"" role.
The Plan needs to be approved. America needs these good paying jobs.",Twitter Web App,172,en,0,0,False,432,920,4,45403,49065
2021-01-05T12:48:09Z,Michigan,"@ReadDavidCase @FoxNews Yes, we do see a pattern.  You continue to suffer from Trump derangement syndrome.",Twitter Web App,82,en,2,0,False,15,63,2,311,235
2021-03-01T20:49:45Z,Maryland,Stunning new allegations further connect Trump to Russian mobsters and oligarchs https://t.co/QC8zxoFsHE,Twitter Web App,104,en,0,0,False,65,222,5,28793,377
2020-11-10T05:07:55Z,New Mexico,Has anyone taken the time to ask Trump and team what they mean by “legal” vote? Something tells me it means “white”.,Twitter for iPhone,116,en,0,0,False,77,218,1,409,6064
2020-09-09T12:39:46Z,Illinois,@NateSilver538 This is actually true in my suburb. The Trump supporters are very quiet about their support. #butthejudges #sweettaxbreaks,Twitter for iPhone,122,en,0,0,False,883,2573,5,11053,93255
2021-02-12T05:30:55Z,Alaska,“The Congressional Budget Office recently said that it doesn’t expect the workforce to recover from the blow until 2024.” Biden's Civilian Climate Corps https://t.co/8akyKast8v,Twitter for iPhone,176,en,0,0,False,34,205,0,86,137
2020-09-23T10:38:36Z,Nebraska,"There is no record of Trump making any visits to our allies except when he went to England ,insulted the royal family and they floated a bulging baby Trump balloon to show him a fool. https://t.co/m0Ph7sEGTd",Twitter for iPhone,183,en,1,0,False,2836,4697,12,23885,7256
2021-03-27T03:55:45Z,Pennsylvania,81 MILLION Americans voted for President Trump that fixed the border crisis and we KNEW how the borders would look like if Joe was allowed to be sworn in! And know you want to stand up for something! MAYBE YOU ALL SHOULD OF SENT THE ELECTORAL VOTES BACK TO https://t.co/VJGY8sKrKx,Twitter for Android,256,en,0,0,True,312,585,0,14118,19199
2021-04-07T21:21:47Z,Alabama,@Lugiagirl221 Unfortunately #Truth and telling it like it is got Trump sacked. With a party like the Republicans as your O-Line you are guaranteed a short lived career. https://t.co/nmjbzeIkT1,Twitter for iPhone,154,en,0,0,False,91,236,0,350,660
2021-03-05T00:15:54Z,Pennsylvania,"Will Republians ever realize Trump's an albatross hanging from their necks?
👉🏿POLITICO Playbook: McCarthy struggles to manage Trump https://t.co/0DyayF1WTr via @politico",Twitter Web App,169,en,18,2,False,11655,12006,15,28421,79094
2020-11-26T00:43:35Z,Indiana,@ArtValley818_ Biden lol,Twitter for Android,9,en,0,0,False,5,119,0,408,168
2021-01-01T01:29:46Z,Oklahoma,Secret Service making changes to presidential detail amid concerns current members are aligned with Trump: report https://t.co/vCzCYWmLzE,Twitter Web App,137,en,0,1,False,1660,3593,2,203290,151424
2020-09-09T11:02:53Z,Virginia,@CJLopez43228733 @AWilliams61 @Mike_Pence @realDonaldTrump Trump gave Woodward permission to record him!,Twitter for iPhone,45,en,1,0,False,742,2826,2,3948,3257
2020-11-11T20:26:28Z,South Carolina,"@Katy00008281 @kayleighmcenany Exactly, that's wht we need a second term from a true American Patriot President Donald J Trump. #HidenBidenIsALooser
#PresidentDonaldJTrump
#BidenForPrison",Twitter for Android,156,en,0,0,False,1390,2223,23,541,424
2020-10-18T22:03:16Z,Indiana,Y luego que si Trump es el problema. La ceguera inducida es abismal.,Twitter Web App,68,es,0,0,False,466,1245,22,27824,22938
