Unnamed: 0,verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link,Toxicity,Fact assessment
6611,true,John Burton,"""While introducing Donald Trump, former New York City Mayor Rudy Giuliani omitted the September 11, 2001, strikes as a ‘successful’ terrorist attack during the eight years before President Obama’s 2008 election.""",8/16/2016,news,Chris Nichols,8/18/2016,https://www.politifact.com/factchecks/2016/aug/18/john-burton/top-california-democrat-seizes-911-omission-donald/,1,True
18963,mostly-false,Bernie Sanders,"Says Supreme Court nominee Brett Kavanaugh’s opinion that a president ""may decline to enforce a statute . . . when the president deems the statute unconstitutional"" is ""contrary to 200 years of Supreme Court precedent.""",7/10/2018,social_media,Manuela Tobias,7/16/2018,https://www.politifact.com/factchecks/2018/jul/16/bernie-sanders/brett-kavanaugh-supreme-court-president-power/,1,True
5952,false,Facebook posts,"""James Comey has 50 counts of TREASON. And John Brennan has 48 counts of TREASON.""",9/14/2020,social_media,Ciara O'Rourke,9/17/2020,https://www.politifact.com/factchecks/2020/sep/17/facebook-posts/no-james-comey-and-john-brennan-havent-been-charge/,1,False
8420,false,Steve Bannon,"Says Chuck Todd said the Roy Moore story ""felt completely orchestrated.""",11/15/2017,radio,Manuela Tobias,11/15/2017,https://www.politifact.com/factchecks/2017/nov/15/steve-bannon/behind-stephen-bannons-misrepresentation-chuck-tod/,1,False
17706,pants-fire,Peter Kinder,"""This incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls ... has been supported by zero fact.""",11/12/2015,speech,Allison Graves,11/22/2015,https://www.politifact.com/factchecks/2015/nov/22/peter-kinder/missouri-politician-wrongly-claims-zero-evidence-s/,,
8083,half-true,Facebook posts,"Children ages 5 to 9 ""are not affected by"" the coronavirus.",4/22/2021,social_media,Tom Kertscher,4/23/2021,https://www.politifact.com/factchecks/2021/apr/23/facebook-posts/covid-19-far-less-dangerous-kids-wrong-say-they-ar/,,
20254,mostly-true,Sean Casten,"""Most climate scientists agree that we only have less than a decade to turn things around or else we’ll be stuck with a 'worst case scenario' including rising sea levels, devastating droughts, and worsening famines.""",8/18/2019,campaign,Kiannah Sepeda-Miller,9/1/2019,https://www.politifact.com/factchecks/2019/sep/01/sean-casten/does-science-say-time-running-out-stop-climate-dis/,,
1841,mostly-true,Kyrsten Sinema,"Under the Arizona immigration law, police are required to check immigration status if someone's ""lawn is overgrown"" or if a dog is ""barking too loudly.""",4/30/2010,news,Louis Jacobson,5/4/2010,https://www.politifact.com/factchecks/2010/may/04/kyrsten-sinema/under-arizona-immigration-law-overgrown-lawns-bark/,,
15251,half-true,Cory Booker,"""Research shows that 1 percent of licensed dealers supply a whopping 57 percent of the guns that are recovered in crimes.""",3/14/2018,testimony,Allison Graves,3/16/2018,https://www.politifact.com/factchecks/2018/mar/16/cory-booker/are-1-percent-gun-retailers-responsible-more-half-/,,
20640,pants-fire,Barack Obama,"""What we said was, you can keep (your plan) if it hasn’t changed since the law passed.""",11/4/2013,speech,Louis Jacobson,11/6/2013,https://www.politifact.com/factchecks/2013/nov/06/barack-obama/barack-obama-says-what-hed-said-was-you-could-keep/,,
10912,mostly-true,Tony Evers,"""Wisconsin is one of the nine states with the highest rate of infection per capita.""",9/15/2020,news,Eric Litke,9/16/2020,https://www.politifact.com/factchecks/2020/sep/16/tony-evers/wisconsin-trending-poorly-covid-19-cases-evers-sta/,,
3729,false,Donald Trump,"Canadian-born Ted Cruz ""has had a double passport.""",1/5/2016,news,W. Gardner Selby,1/6/2016,https://www.politifact.com/factchecks/2016/jan/06/donald-trump/donald-trump-incorrectly-says-ted-cruz-has-had-dou/,,
2055,false,Instagram posts,"""Ticketmaster is planning mandatory COVID vaccine identification for concert attendance.""",11/12/2020,social_media,Ciara O'Rourke,11/13/2020,https://www.politifact.com/factchecks/2020/nov/13/instagram-posts/ticketmaster-isnt-forcing-you-get-covid-19-vaccine/,,
16017,false,Tom Perriello,"""Senator Robert Hurt voted for a bill that’s raised your electric rates seven times.""",10/12/2010,advertisement,Wes Hester,10/30/2010,https://www.politifact.com/factchecks/2010/oct/30/tom-perriello/tom-perriello-says-robert-hurt-voted-bill-raised-e/,,
10930,mostly-true,Connie Mack,"Says Bill Nelson voted ""98 percent of the time"" with Barack Obama.",10/17/2012,speech,Brittany Alana Davis,10/17/2012,https://www.politifact.com/factchecks/2012/oct/18/connie-mack/connie-mack-says-bill-nelson-votes-98-percent-time/,,
1637,mostly-true,Mitt Romney,"""Took on the Olympics and turned them around""",9/26/2007,advertisement,David Baumann,9/18/2007,https://www.politifact.com/factchecks/2007/sep/18/mitt-romney/the-effort-was-olympic/,,
6469,half-true,Barack Obama,"""In Romney's first budget (in Massachusetts), he cut $248.7 million from K-12 education.""",9/25/2012,advertisement,Becky Bowers,10/8/2012,https://www.politifact.com/factchecks/2012/oct/08/barack-obama/obama-ad-accuses-romney-cutting-mass-k-12-educatio/,,
17604,true,Connie Mack,Says George LeMieux was one of two Republicans who voted for President Barack Obama's jobs bill.,5/14/2012,advertisement,Angie Drobnic Holan,5/16/2012,https://www.politifact.com/factchecks/2012/may/16/connie-mack/did-george-lemieux-vote-barack-obamas-jobs-bill/,,
3623,false,Marcy Kaptur,"""When (Marcy) Kaptur fought for the Democrats' prescription drug benefit for seniors, (Dennis) Kucinich voted no.""",2/20/2012,campaign,Tom Feran,3/5/2012,https://www.politifact.com/factchecks/2012/mar/05/marcy-kaptur/marcy-kaptur-claims-dennis-kucinich-opposed-senior/,,
15319,false,Donald Trump,"Says the media cut out his request of Russian hackers to find Hillary Clinton’s emails ""right at the end so that you don’t see the laughter, the joke.""",2/29/2020,speech,Amy Sherman,3/2/2020,https://www.politifact.com/factchecks/2020/mar/02/donald-trump/donald-trump-rewrites-history-about-his-russia-if-/,,
8678,pants-fire,Ken Paxton,"""President Obama used"" his DACA order ""to unilaterally confer U.S. citizenship.""",9/5/2017,news,W. Gardner Selby,9/15/2017,https://www.politifact.com/factchecks/2017/sep/15/ken-paxton/ken-paxton-obama-daca-citizenship-incorrect-claim-/,,
231,pants-fire,Facebook posts,"""CORONAVIRUS: Reports of 10,000 DEAD in Wuhan, China.""",1/24/2020,blog,Tom Kertscher,1/28/2020,https://www.politifact.com/factchecks/2020/jan/28/facebook-posts/claim-reports-10000-dead-wuhan-coronavirus-pants-f/,,
15806,true,Gail Buckner,"""I have filed every disclosure that has ever been required.""",6/27/2010,speech,Jim Tharpe,7/5/2010,https://www.politifact.com/factchecks/2010/jul/05/gail-buckner/financial-disclosure-becomes-issue-democratic-race/,,
7153,true,Linda Chavez-Thompson,"""Most Texans aren't millionaires.""",1/4/2010,speech,W. Gardner Selby,1/19/2010,https://www.politifact.com/factchecks/2010/jan/20/linda-chavez-thompson/says-most-texans-arent-millionaires/,,
3394,mostly-false,Facebook posts,"""Michigan prosecutor looks to release 90 convicted murderers serving life sentences.""",2/3/2020,social_media,Tom Kertscher,2/18/2020,https://www.politifact.com/factchecks/2020/feb/18/facebook-posts/prosecutor-looks-release-90-murderers-michigan-s-m/,,
17906,half-true,Charlie Crist,"The economic ""turnaround started at the end of my term.""",3/9/2014,news,Amy Sherman,3/11/2014,https://www.politifact.com/factchecks/2014/mar/11/charlie-crist/charlie-crist-says-economic-turnaround-started-end/,,
20148,true,Hillary Clinton,"""We've had Muslims in America since George Washington.""",10/9/2016,speech,Miriam Valverde,10/13/2016,https://www.politifact.com/factchecks/2016/oct/13/hillary-clinton/clinton-sys-muslims-have-been-america-george-washi/,,
17501,half-true,Dennis Jones,Says required state septic inspections would cost septic tank owners $100 to $150 every five years.,1/26/2011,testimony,Aaron Sharockman,1/27/2011,https://www.politifact.com/factchecks/2011/jan/27/dennis-jones/florida-septic-tank-inspections/,,
6921,false,Tony Thurmond,"Says Marshall Tuck ""is backed by Donald Trump’s education advisor"" pictured as Betsy DeVos.",10/11/2018,campaign,Chris Nichols,11/5/2018,https://www.politifact.com/factchecks/2018/nov/05/tony-thurmond/ad-wrongly-implies-marshall-tuck-backed-betsy-devo/,,
10531,pants-fire,Steve Kirsch,"""Pfizer vaccine kills more people than it saves.""",9/14/2021,social_media,Tom Kertscher,9/22/2021,https://www.politifact.com/factchecks/2021/sep/22/steve-kirsch/no-evidence-pfizer-vaccine-causes-deaths/,,
13965,false,Bloggers,"Heart complications are one symptom ""listed"" for the omicron variant and are being ""used to cover up effects"" of COVID-19 vaccines.",11/28/2021,blog,Tom Kertscher,12/2/2021,https://www.politifact.com/factchecks/2021/dec/02/blog-posting/heart-complications-arent-yet-listed-symptom-omicr/,,
19401,half-true,Romaine Quinn,"Says Gov. Evers ""has refused to identify or discipline the staff member who secretly taped"" a conversation with GOP leaders.",6/18/2020,radio,Haley BeMiller,6/29/2020,https://www.politifact.com/factchecks/2020/jun/29/romaine-quinn/wisconsin-gop-lawmaker-quinn-only-partially-right-/,,
17749,false,Donald Trump,"Speaking of immigration cases, says, ""We have thousands of judges.""",5/24/2018,news,Miriam Valverde,5/30/2018,https://www.politifact.com/factchecks/2018/may/30/donald-trump/donald-trumps-false-claim-about-thousands-immigrat/,,
8527,mostly-false,Bloggers,"""Biden is making ‘maternity flight suits’ so pregnant women can fight in the military.""",3/9/2021,blog,Ciara O'Rourke,3/10/2021,https://www.politifact.com/factchecks/2021/mar/10/blog-posting/air-force-introduced-maternity-flight-duty-uniform/,,
11446,pants-fire,Viral image,"Says Donald Trump tweeted that the Confederate flag is ""a symbol of LOVE!! Plantations kept black people employed and gave them free food and housing!!! Black unemployment was VERY low back then like now with ME as your President!!""",7/18/2020,social_media,Ciara O'Rourke,7/20/2020,https://www.politifact.com/factchecks/2020/jul/20/viral-image/no-trump-didnt-tweet-about-confederate-flag/,,
1174,mostly-true,DuBose Porter,Says there are half as many students in one Georgia technical college than there were two years ago.,8/12/2013,meeting,Eric Stirgus,8/12/2013,https://www.politifact.com/factchecks/2013/aug/12/dubose-porter/hope-changes-hurt-enrollment-porter-says/,,
20723,pants-fire,Chain email,"Medicare monthly premiums will go up to $104.20 in 2012 and $247.00 in 2014 due to ""provisions incorporated in the Obamacare legislation, purposely delayed so as not to 'confuse' the 2012 re-election campaigns.""",9/24/2011,email,Angie Drobnic Holan,10/27/2011,https://www.politifact.com/factchecks/2011/oct/27/chain-email/medicare-premiums-going-due-obamacare-chain-e-mail/,,
10685,true,John McCain,"""The fact is it's not amnesty.""",1/5/2008,speech,Adriel Bettelheim,1/15/2008,https://www.politifact.com/factchecks/2008/jan/15/john-mccain/and-its-no-free-ride/,,
891,mostly-true,Eric Cantor,"Dave Brat ""worked on Democrat Gov. Tim Kaine’s Council of Economic Advisors while Kaine tried to raise our taxes by over $1 billion.""",4/22/2014,advertisement,Nancy Madsen,4/28/2014,https://www.politifact.com/factchecks/2014/apr/28/eric-cantor/eric-cantor-says-dave-brat-advised-served-economic/,,
5259,true,Fair Districts Florida,"""In the last 6 years, there have been 420 elections for State Senator and State Representative. Only three incumbents have been defeated!""",6/23/2010,blog,Cristina Silva,6/24/2010,https://www.politifact.com/factchecks/2010/jun/24/fair-districts-florida/incumbents-hard-beat/,,
17882,mostly-true,Howard Schultz,"""Over 40 percent of the American people don't have $400 in the bank.""",1/27/2019,news,Tom Kertscher,1/29/2019,https://www.politifact.com/factchecks/2019/jan/29/howard-schultz/checking-howard-schultzs-claim-40-percent-american/,,
16535,half-true,Charlie Crist,"""It costs more to live in many Florida cities than New York City.""",5/4/2022,news,Yacob Reyes,5/16/2022,https://www.politifact.com/factchecks/2022/may/16/charlie-crist/florida-rents-are-high-crist-exaggerates-new-york-/,,
20308,false,Ted Cruz,"""Mike Morell testified and told Congress that the reason Obama has not bombed ISIS' oil fields is they're concerned about global warming.""",12/8/2015,news,Linda Qiu,12/14/2015,https://www.politifact.com/factchecks/2015/dec/14/ted-cruz/ted-cruz-misquotes-cia-official-makes-false-claim-/,,
11846,false,Viral image,"Says Dr. Anthony Fauci’s wife is the NIH official ""who rubber stamps exceptions to normal drug and vaccine testing.""",5/20/2021,social_media,Ciara O'Rourke,5/21/2021,https://www.politifact.com/factchecks/2021/may/21/viral-image/no-faucis-wife-didnt-issue-emergency-use-authoriza/,,
13071,half-true,Roy Blunt,"The proposal by President Joe Biden would put the U.S. ""No. 2 in the world"" for the highest corporate tax rate.",4/4/2021,news,Louis Jacobson,4/6/2021,https://www.politifact.com/factchecks/2021/apr/06/roy-blunt/roy-blunts-incompletely-characterizes-joe-bidens-c/,,
7726,mostly-false,Rick Perry,"Says in 2003 Texas cut ""$10 billion out of the entire budget, yet we put $1.8 billion more into public education. We put $800 million more into health and human services.""",4/15/2010,news,Ciara O'Rourke,5/5/2010,https://www.politifact.com/factchecks/2010/may/05/rick-perry/gov-rick-perry-says-2003-texas-cut-10-billion-budg/,,
10851,false,Bloggers,"""Schumer and Pelosi sneak funding into COVID bill.""",3/8/2021,blog,Jon Greenberg,3/11/2021,https://www.politifact.com/factchecks/2021/mar/11/blog-posting/did-schumer-and-pelosi-sneak-money-covid-19-relief/,,
3475,half-true,Barack Obama,A bill from U.S. Rep. Ted Yoho attempts to restrict the administration's ability to conduct national security and criminal background checks on undocumented immigrants.,12/4/2014,statement,Joshua Gillin,12/16/2014,https://www.politifact.com/factchecks/2014/dec/16/barack-obama/does-yohos-bill-restrict-background-checks-immigra/,,
9400,mostly-true,Edward Snowden,"""Wholly domestic communication between you and your wife can go to New York to London and back and get caught up in the (NSA) database.""",4/5/2015,news,Katie Sanders,4/9/2015,https://www.politifact.com/factchecks/2015/apr/09/edward-snowden/fact-checking-john-olivers-interview-edward-snowde/,,
14642,mostly-true,Tammy Baldwin,"""Wisconsin lost over 600 farms last year & our farmers can't afford the #TrumpShutdown.""",1/2/2019,social_media,D.L. Davis,1/8/2019,https://www.politifact.com/factchecks/2019/jan/09/tammy-baldwin/sen-tammy-baldwin-makes-hay-farm-claim/,,
7422,mostly-false,Jennifer Granholm,"Says Hillary Clinton ""abided by the ethics agreement"" between the Clinton Foundation and the Obama administration.",8/10/2016,news,Linda Qiu,8/24/2016,https://www.politifact.com/factchecks/2016/aug/24/jennifer-granholm/clinton-surrogate-spins-clinton-foundation-defense/,,
12460,false,Chris Abele,"""We’re second only to Boston in college students per capita.""",10/1/2013,speech,Dave Umhoefer,10/27/2013,https://www.politifact.com/factchecks/2013/oct/27/chris-abele/chris-abele-says-milwaukee-area-trails-only-boston/,,
8170,true,Tim Kaine,"Says Philando Castile ""had been stopped by police 40 or 50 times before that fatal incident.""",10/4/2016,speech,Jon Greenberg,10/5/2016,https://www.politifact.com/factchecks/2016/oct/05/tim-kaine/kaine-police-stopped-slain-minnesota-driver-over-4/,,
15536,false,Jeff Greene,"""Kendrick Meek was named one of the two most corrupt Democrats in Congress by Citizens for Responsibility and Ethics in Washington.""",7/31/2010,campaign,Aaron Sharockman,8/3/2010,https://www.politifact.com/factchecks/2010/aug/03/jeff-greene/kendrick-meek-second-most-corrupt-democrat-congres/,,
2360,mostly-false,Joni Ernst,"""94 percent of those that are employed by the Department of Education at the federal level were deemed by the department as nonessential employees.""",9/28/2014,speech,Louis Jacobson,9/30/2014,https://www.politifact.com/factchecks/2014/sep/30/joni-ernst/joni-ernst-says-94-percent-education-department-em/,,
6500,false,Facebook posts,"""Ukrainian civilian fleeing Kyiv captures footage of downed Russian tie fighter.""",3/2/2022,social_media,Monique Curet,3/9/2022,https://www.politifact.com/factchecks/2022/mar/09/facebook-posts/footage-shows-star-wars-aircraft-not-fighting-ukra/,,
19094,pants-fire,Michael Steele,"The Department of Veterans Affairs has ""a manual out there telling our veterans stuff like, 'Are you really of value to your community?' You know, encouraging them to commit suicide.""",8/25/2009,news,Robert Farley,8/25/2009,https://www.politifact.com/factchecks/2009/aug/25/michael-steele/rnc-chairman-michael-steele-says-va-has-manual-enc/,,
4841,mostly-true,Gina Raimondo,"""The average 401(k) in America of a person who's 60 years old is under $100,000.""",7/10/2011,news,C. Eugene Emery Jr.,7/24/2011,https://www.politifact.com/factchecks/2011/jul/24/gina-raimondo/ri-treasurer-raimondo-says-60-year-olds-401ks-typi/,,
13521,false,Viral image,"Says a Vox headline said, ""teaching children the Bunny Ear method for tying their shoes"" is racist.",11/29/2021,social_media,Ciara O'Rourke,11/30/2021,https://www.politifact.com/factchecks/2021/nov/30/viral-image/no-isnt-real-vox-headline-about-racist-shoe-tying-/,,
16023,false,Glenn Grothman,"""The fundraising numbers are in, and our grassroots support is unmatched!""",7/15/2014,social_media,Dave Umhoefer,7/27/2014,https://www.politifact.com/factchecks/2014/jul/27/glenn-grothman/glenn-grothman-says-he-leads-grassroots-financial-/,,
16740,half-true,Sergio Marchionne,"""Less than two years ago, we made a commitment to repay the U.S. . . .taxpayers in full, and today we made good on that promise.""",5/24/2011,news,Robert Farley,5/26/2011,https://www.politifact.com/factchecks/2011/may/26/sergio-marchionne/ceo-says-chrysler-group-now-square-american-taxpay/,,
17510,half-true,Democratic National Committee,"Says that Tim Pawlenty eliminated health insurance for 33,000 to 35,000 people when he was governor of Minnesota.",5/22/2011,advertisement,Angie Drobnic Holan,5/26/2011,https://www.politifact.com/factchecks/2011/may/26/democratic-national-committee/tim-pawlenty-eliminated-health-insurance-33000-min/,,
2780,true,Charlie Hales,"Says ""streetcars carry more people than buses … you attract more riders who don't ride transit now, and actually the operating costs are not any greater than the bus.""",2/12/2012,news,Ian K. Kullgren,4/3/2012,https://www.politifact.com/factchecks/2012/apr/03/charlie-hales/do-streetcars-really-beat-out-buses-capacity-rider/,,
3057,pants-fire,Bloggers,"Video shows the Jan. 6 Capitol riot was a ""completely peaceful protest.""",6/1/2021,blog,Ciara O'Rourke,6/4/2021,https://www.politifact.com/factchecks/2021/jun/04/blog-posting/no-riot-capitol-jan-6-wasnt-completely-peaceful-pr/,,
20872,half-true,Freedom PAC,"U.S. Sen. Bill Nelson ""chose to side with President Obama"" against the Keystone pipeline",4/30/2012,advertisement,Katie Sanders,5/9/2012,https://www.politifact.com/factchecks/2012/may/09/freedom-pac/pro-connie-mack-super-pac-says-nelson-sides-obama-/,,
12735,mostly-true,John McCain,"""We spent $3-million of your money to study the DNA of bears.""",8/16/2008,other,Kathryn A. Wolfe,8/25/2008,https://www.politifact.com/factchecks/2008/aug/25/john-mccain/mccains-bear-story-is-no-bull/,,
12937,half-true,Bill Clinton,"""After (the assault weapon ban) passed in 1994, there was a big drop in mass shooting deaths. When the ban expired, they rose again.""",8/5/2019,social_media,Jon Greenberg,8/7/2019,https://www.politifact.com/factchecks/2019/aug/07/bill-clinton/did-mass-shooting-deaths-fall-under-1994-assault-w/,,
8816,mostly-false,Mike Pence,"Says Hillary Clinton and Tim Kaine ""want to expand (Obamacare) into a single-payer program.""",10/4/2016,speech,C. Eugene Emery Jr.,10/5/2016,https://www.politifact.com/factchecks/2016/oct/05/mike-pence/mike-pence-says-hillary-clinton-want-turn-obamacar/,,
20770,pants-fire,Facebook posts,"Says Jill Biden said, ""all Americans will be required to learn Spanish when we win""",8/26/2020,social_media,Amy Sherman,8/28/2020,https://www.politifact.com/factchecks/2020/aug/28/facebook-posts/jill-biden-has-not-called-mandatory-spanish-if-joe/,,
21091,false,Viral image,"""Lego unveils new genderless bricks with no male/female connectors.""",5/21/2021,social_media,Ciara O'Rourke,5/26/2021,https://www.politifact.com/factchecks/2021/may/26/viral-image/headline-about-lego-debuting-genderless-bricks-sat/,,
1428,false,Facebook posts,"Says C.S. Lewis wrote, ""They believed blindly everything they heard or read in the papers. They gave up their freedoms.""",2/7/2022,social_media,Ciara O'Rourke,2/10/2022,https://www.politifact.com/factchecks/2022/feb/10/facebook-posts/cs-lewis-didnt-write-pandemic-passage/,,
11081,mostly-false,Phil King,Says families now pay out 40 percent of their income to taxes.,1/13/2011,news,W. Gardner Selby,2/22/2011,https://www.politifact.com/factchecks/2011/feb/22/phil-king/phil-king-says-40-percent-family-incomes-goes-taxe/,,
6371,half-true,Barack Obama,"Thanks to the Trans-Pacific Partnership, ""Vietnam is drafting and presenting unprecedented labor reforms, changing their Constitution to recognize worker organizations in Vietnam for the first time.""",8/2/2016,news,Allison Graves,8/4/2016,https://www.politifact.com/factchecks/2016/aug/04/barack-obama/barack-obama-jumps-gun-discussing-tpp-and-vietname/,,
11302,false,Donald Trump,"""If you're from Syria and you're a Christian, you cannot come into this country"" as a refugee.",7/11/2015,speech,Louis Jacobson,7/20/2015,https://www.politifact.com/factchecks/2015/jul/20/donald-trump/donald-trump-says-if-youre-syria-and-christianyou-/,,
8236,mostly-false,National Rifle Association,"Says ""Joe Biden calls for gun ban.""",6/17/2019,social_media,Ciara O'Rourke,7/9/2019,https://www.politifact.com/factchecks/2019/jul/09/national-rifle-association/joe-biden-says-he-will-champion-ban-assault-weapon/,,
5132,mostly-false,Rick Santorum,"Says Howard Zinn, ""an anti-American Marxist,"" wrote ""the most popular textbook that's taught in our high schools in America.""",4/10/2015,speech,Louis Jacobson,4/15/2015,https://www.politifact.com/factchecks/2015/apr/15/rick-santorum/book-howard-zinn-most-popular-high-school-history-/,,
1305,half-true,John Oliver,"Says ""Florida is a model"" for successful pretrial release programs.",6/7/2015,other,Katie Sanders,6/12/2015,https://www.politifact.com/factchecks/2015/jun/12/john-oliver/john-oliver-hails-pretrial-services-florida-progre/,,
4348,mostly-true,Mike Collins,"Says federal regulations adopted in 2011 increased the cost of each vehicle for his business by $10,000.",8/1/2013,news,Eric Stirgus,8/9/2013,https://www.politifact.com/factchecks/2013/aug/09/mike-collins/does-truck-claim-carry-its-weight-accuracy/,,
7302,half-true,Great America PAC,"Says Ted Cruz ""wanted to let in more Syrian refugees and give amnesty to illegal immigrants.""",3/31/2016,advertisement,Tom Kertscher,4/22/2016,https://www.politifact.com/factchecks/2016/apr/22/great-america-pac/pro-donald-trump-pac-hits-ted-cruz-amnesty-illegal/,,
17804,pants-fire,Bloggers,"""Archbishop Desmond Tutu dies while holidaying in Texas""",4/22/2018,blog,Miriam Valverde,4/23/2018,https://www.politifact.com/factchecks/2018/apr/23/blog-posting/website-falsely-claims-desmond-tutu-died-texas/,,
8319,half-true,Mitch McConnell,"Says Alison Lundergan Grimes ""supports Obamacare, which cuts $700 billion from seniors’ Medicare.""",7/9/2014,social_media,Lauren Carroll,7/10/2014,https://www.politifact.com/factchecks/2014/jul/10/mitch-mcconnell/mcconnell-opponent-alison-lundergan-grimes-support/,,
9548,mostly-true,Kirk Watson,"Says more than $3.5 billion in state revenue that is supposed to be dedicated to basic needs and functions is being diverted to ""make the books look balanced.""",11/15/2010,speech,W. Gardner Selby,12/4/2010,https://www.politifact.com/factchecks/2010/dec/04/kirk-watson/kirk-watson-says-more-35-billion-intended-special-/,,
13498,pants-fire,Bloggers,"Says Nancy Pelosi said, ""If impeachment fails, I will resign immediately.""",1/20/2020,social_media,Ciara O'Rourke,1/24/2020,https://www.politifact.com/factchecks/2020/jan/24/blog-posting/pelosi-still-isnt-promising-resign-if-impeachment-/,,
2098,half-true,Wisconsin Manufacturers and Commerce,"Says Gov. Tony Evers ""tried to make us pay even more at the pump by hiking the gas tax.""",3/7/2022,advertisement,D.L. Davis,4/1/2022,https://www.politifact.com/factchecks/2022/apr/01/wisconsin-manufacturers-and-commerce/ad-claiming-evers-tried-make-us-pay-even-more-pump/,,
10718,false,Facebook posts,"""Fauci just told us they found a (coronavirus) variant that ‘evades the test.’""",8/1/2021,social_media,Andy Nguyen,8/4/2021,https://www.politifact.com/factchecks/2021/aug/04/facebook-posts/fauci-did-not-say-there-was-covid-19-variant-can-e/,,
15270,false,Texas Values,A proposed San Antonio ordinance will allow men into women’s restrooms in the city.,8/15/2013,email,Sue Owen,9/4/2013,https://www.politifact.com/factchecks/2013/sep/04/texas-values/san-antonio-ordinance-wont-allow-men-womens-restro/,,
16523,half-true,Instagram posts,"A video shows ""Dems caught not wearing masks"" at the White House.",5/20/2021,social_media,Bill McCarthy,5/24/2021,https://www.politifact.com/factchecks/2021/may/24/instagram-posts/video-maskless-democratic-lawmakers-was-captured-a/,,
415,pants-fire,Facebook posts,"""Suez Canal blocked by huge container ship named Evergreen. Evergreen shipping is most likely a cover for human and sex trafficking"" by Hillary Clinton.",3/24/2021,blog,Daniel Funke,3/25/2021,https://www.politifact.com/factchecks/2021/mar/25/facebook-posts/evergreen-ship-blocking-suez-canal-not-linked-hill/,,
13857,pants-fire,Facebook posts,"The word ""alcohol"" derives from the Arabic term for ""body-eating spirit""",3/14/2022,social_media,Madison Czopek,3/22/2022,https://www.politifact.com/factchecks/2022/mar/22/facebook-posts/no-word-alcohol-didnt-come-arabic-term-body-eating/,,
12790,half-true,Elizabeth Roberts,"""Two thirds to three quarters of people without [health] insurance in Rhode Island work.""",7/29/2012,meeting,C. Eugene Emery Jr.,7/8/2012,https://www.politifact.com/factchecks/2012/jul/08/elizabeth-roberts/ri-lt-gov-elizabeth-roberts-says-two-thirds-three-/,,
