Unnamed: 0,verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link,Toxicity,Fact assessment
17188,pants-fire,Facebook posts,"""Volodymyr Zelenskyy is a cousin of George Soros, Pentagon official says.""",4/6/2022,blog,Monique Curet,4/7/2022,https://www.politifact.com/factchecks/2022/apr/07/facebook-posts/no-zelenskyy-and-soros-are-not-cousins/,1,False
7182,false,Facebook posts,Hundreds of ‘illegals’ were dropped off at Florida hotel.,1/31/2022,social_media,Jeff Cercone,2/1/2022,https://www.politifact.com/factchecks/2022/feb/01/facebook-posts/workers-shown-video-arriving-florida-hotel-are-her/,1,'false'
2073,mostly-true,Jeff Merkley,"Says with the ongoing economic downturn, child abuse is on the rise.",9/1/2010,news,Michelle Cole,9/28/2010,https://www.politifact.com/factchecks/2010/sep/28/jeff-merkley/jeff-merkley-says-economic-downturn-oregon-seeing-/,1,Unverifiable
1070,pants-fire,Donald Trump,"Saudi Arabia has ordered $450 billion, ""$110 billion of which is a military order,"" producing ""over a million jobs.""",10/20/2018,news,Jon Greenberg,10/23/2018,https://www.politifact.com/factchecks/2018/oct/23/donald-trump/donald-trump-touts-nonexistent-450-billion-saudi-o/,1,False
12361,mostly-true,Steve Buckstein,"""Did you know Wisconsin's AFSCME union has lost 50%+ of its members since no longer requiring membership?""",6/18/2012,social_media,Janie Har,6/22/2012,https://www.politifact.com/factchecks/2012/jun/22/steve-buckstein/has-wisconsin-afscme-really-lost-50-percent-its-me/,1,True
18311,mostly-false,Sheri Gallo,"Since January 2015, the ""majority of our"" Austin City Council ""meetings have extended past 10 p.m."" and ""many of our meetings have gone past midnight.""",1/28/2016,meeting,Mary Huber,2/15/2016,https://www.politifact.com/factchecks/2016/feb/15/sheri-gallo/sheri-gallo-incorrectly-says-majority-austin-city-/,1,'true'
18131,false,Viral image,"""Dr. Fauci sat on Microsoft’s board of directors.""",5/7/2020,social_media,Ciara O'Rourke,5/11/2020,https://www.politifact.com/factchecks/2020/may/11/viral-image/no-anthony-fauci-wasnt-microsofts-board-directors/,1,False
1869,true,Shirley Turner,"""The judicial system is the most underfunded in this state, able to only pay 52 percent of its obligations. Meanwhile, judges get some of the richest pensions of all public employees.""",7/30/2012,speech,Bill Wichert,8/2/2012,https://www.politifact.com/factchecks/2012/aug/02/shirley-turner/new-jersey-judges-pension-system-most-underfunded-/,1,Unverifiable
20393,half-true,Barack Obama,"""There are so many loopholes ... our businesses pay effectively one of the lowest tax rates in the world.""",9/26/2008,speech,Robert Farley,9/30/2008,https://www.politifact.com/factchecks/2008/sep/30/barack-obama/obama-oversimplifies-corporate-taxes/,1,False
7914,mostly-true,Barack Obama,"Says ""Mitt Romney’s plan rolls back regulations"" on banks.",10/27/2012,advertisement,Jon Greenberg,10/31/2012,https://www.politifact.com/factchecks/2012/oct/31/barack-obama/obama-says-romney-would-roll-back-banking-regulati/,1,'true'
13939,half-true,Donald Trump,"Mexico receives ""approximately $24 billion a year in remittances from Mexican nationals working in the United States. The majority of that amount comes from illegal aliens.""",4/5/2016,campaign,Anthony Cave,4/8/2016,https://www.politifact.com/factchecks/2016/apr/08/donald-trump/donald-trump-claims-most-wire-transfers-mexico-are/,1,True
8481,false,Facebook posts,"Sen. Kamala Harris ""may have broken laws"" when she visited a voting site in Ohio",10/26/2020,social_media,Amy Sherman,10/28/2020,https://www.politifact.com/factchecks/2020/oct/28/facebook-posts/no-harris-did-not-break-ohio-law-election-site-vis/,1,Unclear
10778,false,Rob Astorino,"""We’ve got a parole board right now that has released 20 cop killers in the last two years under Hochul.""",6/13/2022,speech,Jill Terreri Ramos,6/24/2022,https://www.politifact.com/factchecks/2022/jun/24/rob-astorino/gop-challenger-overstates-parole-boards-record-und/,1,False
18573,mostly-false,Bob McDonnell,"""When I took office last year we faced historic budget deficits of $6 billion here in Virginia.  And we closed those deficits by cutting spending.""",3/26/2011,speech,Warren Fiske,4/9/2011,https://www.politifact.com/factchecks/2011/apr/09/bob-mcdonnell/bob-mcdonnell-says-he-cut-6-billion-virginias-budg/,1,'false'
6363,half-true,Ami Bera,"Says GOP Congressional candidate Scott Jones ""wants to build a wall. He wants to round people up and deport folks.""",8/22/2016,news,Chris Nichols,10/5/2016,https://www.politifact.com/factchecks/2016/oct/05/ami-bera/does-calif-republican-scott-jones-want-build-wall-/,1,Unverifiable
17756,half-true,National Republican Congressional Committee,"""Since President Obama took full control of Washington,"" every day, 13,000 more people ""have been put on food stamps.""",1/25/2012,advertisement,Louis Jacobson,2/29/2012,https://www.politifact.com/factchecks/2012/feb/29/national-republican-congressional-committee/nrcc-ad-blames-barack-obama-food-stamp-use-rising-/,1,False
44,true,John Boehner,"""PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress.""",1/22/2010,news,Robert Farley,1/25/2010,https://www.politifact.com/factchecks/2010/jan/25/john-boehner/boehner-claims-house-republicans-dominate-twitter-/,1,Unverifiable
275,mostly-false,Janet Adkins,"""We have been teaching these (Common Core) standards in Florida schools since 2010.""",3/24/2014,meeting,Amy Sherman,3/28/2014,https://www.politifact.com/factchecks/2014/mar/28/janet-adkins/florida-has-been-teaching-common-core-2010-says-ja/,1,True
3498,mostly-true,Jeanne Shaheen,"""In Massachusetts, Scott Brown pushed for a law to force women considering abortion -- force them -- to look at color photographs of developing fetuses.""",10/7/2014,advertisement,Jonathan Van Fleet,10/10/2014,https://www.politifact.com/factchecks/2014/oct/10/jeanne-shaheen/jeanne-shaheen-says-scott-brown-wanted-women-look-/,1,true
19179,false,Bill Maher,"""Do you know that we have pipes carrying natural gas in this country that are made of wood? I'm not joking.""",9/14/2010,news,Louis Jacobson,9/17/2010,https://www.politifact.com/factchecks/2010/sep/17/bill-maher/bill-maher-says-some-natural-gas-pipes-are-made-wo/,1,False
17245,mostly-false,Tina Rosenberg,"In Liberia, ""a girl is more likely to be married by 18 than to know how to read.""",6/14/2016,news,Kate Wilkinson,8/1/2016,https://www.politifact.com/factchecks/2016/aug/01/tina-rosenberg/are-liberian-girls-more-likely-be-married-literate/,1,true
13751,false,American Crossroads,Says Bill Clinton opposes President Barack Obama's plan to raise taxes on wealthy Americans.,10/10/2011,advertisement,Aaron Sharockman,10/11/2011,https://www.politifact.com/factchecks/2011/oct/11/american-crossroads/bill-clinton-attacks-buffet-rule-and-president-bar/,1,False
5229,true,Jeff Brandes,"""Sometimes I was the only 'no' vote on the entire board.""",5/13/2011,other,Aaron Sharockman,5/26/2011,https://www.politifact.com/factchecks/2011/may/26/jeff-brandes/st-petersburg-republican-says-he-bucked-gop-during/,1,Unverifiable
1141,pants-fire,Alfonso Lopez,"On assault weapon violence: ""Ducks have more protection than people in Virginia.""",1/19/2015,speech,Warren Fiske,1/26/2015,https://www.politifact.com/factchecks/2015/jan/26/alfonso-lopez/alfonso-lopez-says-va-shields-ducks-better-people-/,1,False
2770,mostly-false,Eric Greitens,"Says Chris Koster ""fell silent"" as attorney general in pursuing a case against a free classified service accused of promoting prostitution after accepting ""over $12,000 in campaign contributions' from people affiliated with the service.""",9/29/2016,news,Natalia Alamdari,11/2/2016,https://www.politifact.com/factchecks/2016/nov/02/eric-greitens/greitens-campaign-misses-mark-backpage-attack/,1,'true'
9667,false,Joe Biden,"""You couldn’t buy a cannon when, in fact, the Second Amendment passed.""",4/11/2022,news,Yacob Reyes,4/12/2022,https://www.politifact.com/factchecks/2022/apr/12/joe-biden/joe-biden-recycles-false-claim-second-amendment-li/,1,True
4576,mostly-false,Dean Arp,"Says North Carolina’s proposed abortion bill would not ""govern the conversation between the doctor and patient.""",6/2/2021,meeting,Paul Specht,6/17/2021,https://www.politifact.com/factchecks/2021/jun/18/dean-arp/what-does-nc-abortion-bill-require-doctors/,1,False
506,pants-fire,Bloggers,"""Trump: ‘I am sending troops to South Africa and they will not leave until the killing stop and the land issue resolved.’ """,8/24/2018,other,Manuela Tobias,8/24/2018,https://www.politifact.com/factchecks/2018/aug/24/blog-posting/no-donald-trump-not-sending-troops-south-africa/,1,False
16055,half-true,Mike Pence,"Says Barack Obama voted for the ""very same language"" of Indiana's Religious Freedom Restoration Act when he was in the Illinois state Senate. Sexual orientation ""doesn't have anything to do with this law.""",3/29/2015,television,Katie Sanders,3/29/2015,https://www.politifact.com/factchecks/2015/mar/29/mike-pence/did-barack-obama-vote-religious-freedom-restoratio/,1,False
6254,true,Jen Psaki,"""You are 17 times more likely to go to the hospital if you’re not vaccinated, 20 times more likely to die.""",1/10/2022,news,Madison Czopek,1/12/2022,https://www.politifact.com/factchecks/2022/jan/12/jen-psaki/data-suggests-unvaccinated-are-20-times-more-likel/,1,True
14793,false,Donald Trump,"""GDP was zero essentially for the last two quarters.""",3/10/2016,speech,Linda Qiu,3/11/2016,https://www.politifact.com/factchecks/2016/mar/11/donald-trump/no-gdp-growth-not-zero-trump-says/,1,False
16008,mostly-true,Bill Pascrell,"""New Jersey has the largest transit system in the entire country.""",5/3/2012,news,Caryn Shinske,5/17/2012,https://www.politifact.com/factchecks/2012/may/17/bill-pascrell/rep-bill-pascrell-says-new-jerseys-transit-system-/,1,False
10374,false,Facebook posts,"An image shows the Blue Angels performing a maneuver called the ""Hand of God.""",5/14/2021,social_media,Noah Y. Kim,5/27/2021,https://www.politifact.com/factchecks/2021/may/27/facebook-posts/image-blue-angels-performing-hand-god-illustration/,1,False
4615,false,Facebook posts,"""Dyson is canceling their contract with Walmart and selling off Dyson Supersonic"" hair dryers ""only for $1!""",1/6/2022,social_media,Becca Schimmel,1/24/2022,https://www.politifact.com/factchecks/2022/jan/24/facebook-posts/no-walmart-not-selling-dyson-supersonic-hair-dryer/,1,False
6083,true,Ted Cruz,"""In 2020, more journalists were killed in Mexico than in any other country in the world.""",2/16/2022,meeting,Nusaiba Mizan,2/28/2022,https://www.politifact.com/factchecks/2022/feb/28/ted-cruz/ted-cruz-right-more-journalists-killed-mexico-any-/,1,True
7763,false,Facebook posts,"Detroit has ""2,503 dead people registered"" including ""one voter born in 1823.""",11/4/2020,social_media,Amy Sherman,11/5/2020,https://www.politifact.com/factchecks/2020/nov/05/facebook-posts/dead-voters-detroits-voter-rolls-including-person-/,,False
20133,half-true,Viral image,"""1977: Biden said integrating black students would turn schools into ‘a jungle… a racial jungle.’""",6/23/2020,social_media,Ciara O'Rourke,6/29/2020,https://www.politifact.com/factchecks/2020/jun/29/viral-image/biden-said-without-orderly-integration-his-childre/,1,True
14953,true,Jack Reed,"""New England already has access to ample supplies of natural gas.""",11/4/2010,statement,Peter Lord,1/23/2011,https://www.politifact.com/factchecks/2011/jan/23/jack-reed/senator-reed-says-new-england-has-ample-supplies-n/,1,'true'
16513,half-true,NextGen Climate Action Committee,"Rick Scott took $200,000 from a family that leased land for drilling ""and now he is trying to hide from it.""",8/22/2014,advertisement,Amy Sherman,8/28/2014,https://www.politifact.com/factchecks/2014/aug/28/next-generation-climate-action-committee/nextgen-ad-says-rick-scott-trying-hide-donation-re/,1,'false'
9332,false,Facebook posts,"""It cost taxpayers $120,000 to fly Nancy (Pelosi) to get her hair done.""",9/3/2020,blog,Daniel Funke,9/4/2020,https://www.politifact.com/factchecks/2020/sep/04/facebook-posts/taxpayers-did-not-pay-120000-pelosis-hair-appointm/,1,false
12751,mostly-true,Huey Rey Fischer,"""There isn’t a single (Texas) legislator under the age of 30, even though millennials make up 25 percent of the electorate in Texas.""",2/8/2016,news,W. Gardner Selby,2/26/2016,https://www.politifact.com/factchecks/2016/feb/27/huey-rey-fischer/huey-rey-fischer-nails-lack-texas-legislators-unde/,1,True
20108,false,Facebook posts,"""Biden took down Dr. Seuss and Mr. Potato Head.""",3/3/2021,social_media,Samantha Putterman,3/5/2021,https://www.politifact.com/factchecks/2021/mar/05/facebook-posts/biden-wasnt-involved-dr-seuss-or-mr-potato-head-ch/,2,False
19375,false,Dan Blue,"""Public trust in our election system is at an all-time low.""",12/6/2018,other,Paul Specht,12/18/2018,https://www.politifact.com/factchecks/2018/dec/18/dan-blue/nc-democrat-trust-us-elections-all-time-low/,1,Cannot determine
4218,half-true,ChangeAustin.org,"Sarah Eckhardt ""refused to take her own pay increases repeatedly.""",2/26/2014,email,W. Gardner Selby,3/6/2014,https://www.politifact.com/factchecks/2014/mar/06/change-austinorg/sarah-eckhardt-twice-declined-pay-raises-county-co/,1,'false'
8134,true,Rob Woodall,"""Forty-seven percent of (members of Congress) are millionaires.""",1/25/2013,meeting,Eric Stirgus,2/4/2013,https://www.politifact.com/factchecks/2013/feb/04/rob-woodall/congress-millionaires-club/,1,True
16766,half-true,Marina Dimitrijevic,"The Milwaukee County Board approved a reform package by a 15-3 vote, ""meaning Board Supervisors’ salaries will be cut by 20 percent"" and ""the Board’s budget will be cut by 50 percent.""",4/25/2013,news,Dave Umhoefer,5/1/2013,https://www.politifact.com/factchecks/2013/may/01/marina-dimitrijevic/dimitrijevic-said-board-vote-pay-budget-accomplish/,1,Not enough information to assess
516,pants-fire,Facebook posts,"""Coronavirus — 22. Clintons — 39.""",3/9/2020,social_media,Bill McCarthy,3/16/2020,https://www.politifact.com/factchecks/2020/mar/16/facebook-posts/no-clintons-arent-responsible-more-deaths-coronavi/,2,False
9490,mostly-true,US Uncut,"Says Indiana Gov. Mike Pence ""provides zero state funding for homeless shelters.""",3/31/2015,social_media,Jon Greenberg,4/6/2015,https://www.politifact.com/factchecks/2015/apr/06/us-uncut/advocacy-group-compares-gov-pence-jesus-unfavorabl/,1,False
19567,false,Sean Duffy,The Republican replacement for Obamacare does not give massive tax cuts to wealthy Americans.,5/9/2017,news,Tom Kertscher,5/12/2017,https://www.politifact.com/factchecks/2017/may/12/sean-duffy/republican-replacement-obamacare-does-not-contain-/,1,False
17990,false,MoveOn.org,"""Every one of the 67 supervisors of elections"" in Florida refused to carry out the effort to remove noncitizens from the voter rolls.",6/27/2012,email,Amy Sherman,7/10/2012,https://www.politifact.com/factchecks/2012/jul/10/moveon/moveon-says-florida-election-supervisors-refuse-pa/,1,False
9615,false,Mitch Daniels,Says Steve Jobs was responsible for creating more jobs than the stimulus bill.,1/24/2012,speech,Louis Jacobson,1/26/2012,https://www.politifact.com/factchecks/2012/jan/26/mitch-daniels/mitch-daniels-says-steve-jobs-created-more-jobs-st/,1,False
7922,pants-fire,Donald Trump,"Says that when Michelle Fields ""found out that there was a security camera, and that they had her on tape, all of a sudden that story changed.""",3/29/2016,television,Lauren Carroll,3/30/2016,https://www.politifact.com/factchecks/2016/mar/30/donald-trump/donald-trump-michelle-fields-changed-her-story-fir/,1,False
4355,mostly-true,Barack Obama,"A bipartisan payroll tax cut championed by the White House has meant that ""the average family has an extra $1,000 in their pocket"" this year.",9/5/2011,speech,Louis Jacobson,9/6/2011,https://www.politifact.com/factchecks/2011/sep/06/barack-obama/barack-obama-says-payroll-tax-cut-has-boosted-aver/,1,False
10995,true,Sean Spicer,"The last time Republican U.S. Senate candidates ""beat more than two (incumbents) was 1980.""",11/2/2014,television,Lauren Carroll,11/2/2014,https://www.politifact.com/factchecks/2014/nov/02/sean-spicer/last-time-gop-defeated-two-senate-incumbent-democr/,1,True
13924,mostly-true,Kevin de León,"""No city in the state, no state in this nation, for that matter the entire world, has adopted (clean energy) targets more ambitious in scale.""",10/7/2015,speech,Chris Nichols,11/3/2015,https://www.politifact.com/factchecks/2015/nov/03/kevin-de-leon/does-california-have-most-ambitious-clean-energy-g/,1,False
16556,half-true,Michele Bachmann,"""While the government grew, we lost more than 2 million jobs.""",1/25/2011,speech,Louis Jacobson,1/27/2011,https://www.politifact.com/factchecks/2011/jan/27/michele-bachmann/michele-bachmann-state-union-rebuttal-says-govern/,1,'false'
2072,false,Reince Priebus,"Says Wisconsin Gov. Scott Walker in his budget repair bill ""is showing that no stone goes unturned as he asks everyone to tighten their belts.""",2/18/2011,statement,James B. Nelson,2/22/2011,https://www.politifact.com/factchecks/2011/feb/22/reince-priebus/rnc-chairman-reince-priebus-says-wisconsin-gov-sco/,1,'true'
13416,pants-fire,Donald Trump,"Says Ted Cruz ""said I was in favor in Libya. I never discussed that subject.""",2/25/2016,speech,Aaron Sharockman,2/25/2016,https://www.politifact.com/factchecks/2016/feb/26/donald-trump/donald-trumps-pants-fire-claim-he-never-discussed-/,1,'false'
2539,half-true,Mitt Romney,"""Under the president's plan, he cuts Medicare by $716 billion, takes that money out of the Medicare trust fund and uses it to pay for Obamacare.""",8/15/2012,news,Angie Drobnic Holan,8/20/2012,https://www.politifact.com/factchecks/2012/aug/20/mitt-romney/romney-says-obama-cuts-716-medicare-pay-obamacare/,1,False
1385,mostly-true,Jeb Bush,"""Immigrants are more fertile.""",6/14/2013,speech,Jon Greenberg,6/18/2013,https://www.politifact.com/factchecks/2013/jun/18/jeb-bush/jeb-bush-says-immigrants-are-more-fertile/,5,False
7459,false,Kevin McCarthy,"""American oil is … more affordable"" than foreign oil.",6/17/2022,social_media,Jon Greenberg,6/24/2022,https://www.politifact.com/factchecks/2022/jun/24/kevin-mccarthy/kevin-mccarthy-said-domestic-oil-more-affordable-i/,1,False
19825,mostly-false,Democratic Party of Oregon,Rob Cornilles is a Tea Party candidate.,1/5/2012,campaign,Janie Har,1/11/2012,https://www.politifact.com/factchecks/2012/jan/11/democratic-party-oregon/rob-cornilles-real-tea-party-candidate/,1,False
18401,mostly-false,Cal Cunningham,"""Mitch McConnell said he wanted states to go bankrupt instead of the federal government providing relief. Today, Thom Tillis agreed.""",4/24/2020,social_media,Paul Specht,5/12/2020,https://www.politifact.com/factchecks/2020/may/12/cal-cunningham/nc-democrat-misrepresents-tillis-position-aid-stat/,2,True
19067,mostly-true,Donald Trump,"""Much more than 50 percent of parents out there are spankers.""",9/17/2014,news,Jon Greenberg,9/17/2014,https://www.politifact.com/factchecks/2014/sep/17/donald-trump/trump-more-half-parents-spank-their-kids/,1,Unverifiable
2894,mostly-true,Bernie Sanders,"""Since (welfare reform) was signed into law, the number of families living in extreme poverty has more than doubled.""",2/24/2016,news,Lauren Carroll,3/2/2016,https://www.politifact.com/factchecks/2016/mar/02/bernie-sanders/sanders-welfare-reform-more-doubled-extreme-povert/,1,'false'
16648,true,Ron Wyden,"""Oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but Oregon.""",6/20/2012,news,Charles Pope,6/29/2012,https://www.politifact.com/factchecks/2012/jun/29/ron-wyden/ron-wyden-says-food-served-oregon-schools-comes-al/,1,False
14188,half-true,Thurbert Baker,"""Our school test scores are right at the bottom.""",4/29/2010,speech,Eric Stirgus,6/8/2010,https://www.politifact.com/factchecks/2010/jun/08/thurbert-baker/baker-says-test-scores-show-georgia-failing-studen/,1,'false'
4209,false,Viral image,Photos show the U.S. service members killed in a 2021 suicide bombing in Kabul.,8/27/2021,social_media,Ciara O'Rourke,8/31/2021,https://www.politifact.com/factchecks/2021/aug/31/viral-image/photos-show-service-members-killed-2017-military-p/,1,True
8250,mostly-false,Instagram posts,"Says Donald Trump ""cut funding to the CDC,"" ""fired the Pandemic Response Team,"" ""refused WHO tests"" and ""wasted two weeks calling this outbreak a ‘Democrat hoax.’""",3/15/2020,other,Daniel Funke,3/17/2020,https://www.politifact.com/factchecks/2020/mar/17/instagram-posts/celebrities-are-sharing-misleading-post-about-trum/,1,False
10910,true,Bud Chiles,"""Almost 1 million children ... have no health insurance in this state.""",6/3/2010,campaign,Aaron Sharockman,6/9/2010,https://www.politifact.com/factchecks/2010/jun/09/bud-chiles/bud-chiles-1-million-children-health-insurance/,1,Unverifiable
2958,half-true,Mitt Romney,"""Obama's Environmental Protection Agency sent emails for Hispanic Heritage Month with a photo of Che Guevara.""",10/30/2012,advertisement,Katie Sanders,11/2/2012,https://www.politifact.com/factchecks/2012/nov/02/mitt-romney/romney-campaign-says-obamas-epa-sent-emails-che-gu/,1,False
13903,half-true,Liberty Institute,"""An attack on a healthy 22-year-old homosexual man would be more protected under the law than an attack on an eight-year-old child.""",3/29/2010,blog,Ciara O'Rourke,3/30/2010,https://www.politifact.com/factchecks/2010/mar/30/liberty-institute/liberty-institute-says-22-year-old-gay-man-more-pr/,2,False
246,half-true,Georgia Green Party,"The transportation tax is regressive, and Emory University is ""literally getting its own transit line at virtually no cost to itself.""",7/2/2012,other,Chris Joyner,7/2/2012,https://www.politifact.com/factchecks/2012/jul/02/georgia-green-party/transportation-tax-opponents-says-emory-gets-free/,1,'false'
438,half-true,C.W. Bill Young,"Says he ""opposed $716 billion cut to Medicare.""",10/17/2012,advertisement,Katie Sanders,10/30/2012,https://www.politifact.com/factchecks/2012/oct/30/cw-bill-young/bill-young-says-he-opposed-716-billion-medicare-cu/,1,'false'
18513,mostly-true,Katie McGinty,"""Here in Pennsylvania, the annual cost for infant childcare is over $10,000 per child, which is more than most families pay in rent and almost the same cost as in-state college tuition.""",3/8/2016,other,Cassie Owens,3/18/2016,https://www.politifact.com/factchecks/2016/mar/18/katie-mcginty/child-care-pennsylvania-more-expensive-rent-and-co/,1,True
4365,mostly-false,Turning Point USA,"HR 1 ""gives the federal government the power to establish their own committees"" to take over the redistricting process.",3/27/2021,social_media,Louis Jacobson,4/2/2021,https://www.politifact.com/factchecks/2021/apr/02/turning-point-usa/video-gives-inaccurate-reading-redistricting-overh/,1,False
9135,false,Facebook posts,"""The missiles that were launched at American forces in Iraq from Iran, were funded by Barack Obama, with American tax dollars.""",1/8/2020,social_media,Bill McCarthy,1/10/2020,https://www.politifact.com/factchecks/2020/jan/10/facebook-posts/iranian-missiles-aimed-us-troops-were-not-funded-a/,1,False
20208,mostly-false,Republican Party of Texas,"Jim Dunnam ""has not lived in the district he represents for years now.""",8/30/2010,news,W. Gardner Selby,9/6/2010,https://www.politifact.com/factchecks/2010/sep/06/republican-party-texas/republican-party-texas-says-democratic-house-leade/,1,Unverified
19587,false,Sarah Palin,"""As unbelievable as it sounds, your tax dollars are funding the federal government's Zombie Apocalypse Plan. I kid you not.""",5/22/2014,social_media,Katie Sanders,5/28/2014,https://www.politifact.com/factchecks/2014/may/28/sarah-palin/sarah-palin-federal-government-spending-tax-money-/,1,False
5014,half-true,Tom Price,"Says the Congressional Budget Office ""is expecting a protracted economic malaise for at least the next decade under current policies.""",3/28/2016,blog,Louis Jacobson,4/11/2016,https://www.politifact.com/factchecks/2016/apr/11/tom-price/does-cbo-report-suggest-us-economy-faces-decade-pr/,1,Undetermined
18884,half-true,Mitt Romney,"""Since the passage of Obama's stimulus package, over 1 million additional jobs were lost and nearly 25 million Americans are out of work, are stuck in part-time work, or have given up looking.""",1/6/2012,campaign,Amy Sherman,1/11/2012,https://www.politifact.com/factchecks/2012/jan/11/mitt-romney/romney-says-obamas-stimulus-package-over-1-million/,1,False
7467,pants-fire,Bloggers,Says a mall Santa beat up a child molester.,11/7/2019,social_media,Jon Greenberg,11/26/2019,https://www.politifact.com/factchecks/2019/nov/26/blog-posting/dont-fall-story-mall-santa-beating-child-molester/,1,False
16343,false,Donald Trump,"""We have one of the lowest mortality rates in the world"" from COVID-19.",7/19/2020,news,Louis Jacobson,7/20/2020,https://www.politifact.com/factchecks/2020/jul/20/donald-trump/donald-trump-wrong-say-us-has-one-lowest-mortality/,1,False
18949,mostly-false,Facebook posts,"In the U.S., myocarditis cases among ages 12 to 20 numbered four in 2019; four in 2020; and 2,236 in 2021.",2/22/2022,blog,Monique Curet,1/31/2022,https://www.politifact.com/factchecks/2022/jan/31/facebook-posts/social-media-claim-misleads-risk-myocarditis/,1,'false'
16447,true,Caleb Rowden,"""Over three months after receiving CARES Act relief funds from the state, the county has still not made those dollars available to help struggling Mid-Missourians.""",9/4/2020,blog,Paul Schloesser,9/18/2020,https://www.politifact.com/factchecks/2020/sep/18/caleb-rowden/rowdens-right-cares-act-funds-werent-paid-out/,1,Unverifiable
13217,pants-fire,Chain email,"Says the word ""Dhimmitude"" is on page 107 of the health care law and means ""Muslims are specifically exempted from the government mandate to purchase insurance.""",5/29/2013,email,Angie Drobnic Holan,5/30/2013,https://www.politifact.com/factchecks/2013/may/30/chain-email/dhimmitude-page-107-health-care-law-exempts-muslim/,1,false
6084,pants-fire,Facebook posts,"Says Gov. Tony Evers ""removed the American flag from the Capitol building""",6/12/2020,social_media,Eric Litke,6/29/2020,https://www.politifact.com/factchecks/2020/jun/29/facebook-posts/claim-tony-evers-ordered-us-flag-removed-ridiculou/,,false
16104,mostly-true,Josh Hawley,"""USPS currently has the most cash on hand in its history, (approximately) $15 billion.""",8/23/2020,social_media,Veronica Mohesky,9/16/2020,https://www.politifact.com/factchecks/2020/sep/16/josh-hawley/us-postal-service-has-most-cash-hand-though-debt-s/,1,False
832,mostly-true,Marco Rubio,"The United States has ""an immigration system where only 6.5 percent of people who come here, come here based on labor and skill.""",1/12/2013,news,Amy Sherman,1/16/2013,https://www.politifact.com/factchecks/2013/jan/16/marco-rubio/marco-rubio-says-only-65-percent-immigrants-come-h/,1,False
