Unnamed: 0,verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link
17439,half-true,Committee to Protect Florida,"Kathryn Starkey ""aided and abetted the continued taxation on residents’ properties over 70 percent of the time by seconding motions and voting to keep the millage rate the same.""",8/2/2010,other,Jodie Tillman,8/13/2010,https://www.politifact.com/factchecks/2010/aug/13/committee-protect-florida/group-raps-kathryn-starkey-aiding-and-abetting-tax/
4235,mostly-true,Rick Scott,"Says Florida has ""the second-lowest taxes, per capita, state taxes of any state in the country.""",4/7/2017,other,Allison Graves,4/13/2017,https://www.politifact.com/factchecks/2017/apr/13/rick-scott/yes-florida-has-second-lowest-state-taxes-capita-d/
20577,pants-fire,John Kennedy,"Hartsfield-Jackson’s new international terminal is opening ""within budget.""",5/13/2012,radio,Willoughby Mariano,5/23/2012,https://www.politifact.com/factchecks/2012/may/23/john-kennedy/airport-spokesman-says-new-international-terminal/
15886,half-true,Viral image,"A photo shows Barack Obama in front of ""cages"" built during his administration to hold migrants.",10/23/2020,social_media,Daniel Funke,10/26/2020,https://www.politifact.com/factchecks/2020/oct/26/viral-image/viral-image-migrant-cages-2019-not-obama-years/
7648,true,Hunter Schwarz,"47 percent of Americans ""can’t pay for an unexpected $400 expense through savings or credit cards, without selling something or borrowing money.""",6/8/2015,news,Jon Greenberg,6/9/2015,https://www.politifact.com/factchecks/2015/jun/09/hunter-schwarz/47-say-they-lack-ready-cash-pay-surprise-400-bill/
18320,half-true,"Juan ""Chuy"" Hinojosa","""We have less crime in the (Rio Grande) Valley than we do in other major Texas cities.""",7/21/2014,news,W. Gardner Selby,8/8/2014,https://www.politifact.com/factchecks/2014/aug/08/juan-chuy-hinojosa/does-rio-grande-valley-have-less-crime-major-texas/
1301,half-true,Erica Smith,"Says she's beating Democratic opponent Cal Cunningham and is also the first black, female US Senate candidate to be beating an incumbent Senator (Thom Tillis) in ""every poll out of the gate.""",12/6/2019,other,Paul Specht,1/10/2020,https://www.politifact.com/factchecks/2020/jan/10/erica-smith/us-senate-candidate-erica-smith-gets-historic-clai/
12284,pants-fire,Jeb Bush,"Planned Parenthood is ""not actually doing women’s health issues.""",8/25/2015,speech,Lauren Carroll,8/26/2015,https://www.politifact.com/factchecks/2015/aug/26/jeb-bush/jeb-bush-planned-parenthood-isnt-involved-womens-h/
15649,pants-fire,Steve Kagen,"""Politician Reid Ribble wants to phase out Social Security, forcing Wisconsin seniors to fend for themselves.""",9/19/2010,campaign,James B. Nelson,9/27/2010,https://www.politifact.com/factchecks/2010/sep/27/steve-kagen/us-rep-steve-kagen-says-opponent-reid-ribble-wants/
14660,false,Rick Santorum,"""The EPA director under Obama said the Clean Power Initiative would have no effect on man-made CO2 emissions. That's what she said. Go look it up.""",3/31/2017,other,Louis Jacobson,4/6/2017,https://www.politifact.com/factchecks/2017/apr/06/rick-santorum/rick-santorum-garbles-climate-change-comments-obam/
20838,true,Chris Redfern,"Barack Obama is ""only the second Democrat in the last 75 years to win Ohio twice with more than 50 percent of the vote.""",11/7/2012,news,Aaron Marshall,11/16/2012,https://www.politifact.com/factchecks/2012/nov/16/chris-redfern/chris-redfern-says-obama-first-democrat-75-years-g/
6742,false,DeAnna Lorraine,"""No prominent Democrats have had the virus but the list of Republicans goes on and on.""",10/2/2020,social_media,Daniel Funke,10/2/2020,https://www.politifact.com/factchecks/2020/oct/02/deanna-lorraine/former-congressional-candidate-falsely-claims-no-p/
13583,false,Ben Carson,"""Every time we raise the minimum wage, the number of jobless people increases.""",11/10/2015,speech,Louis Jacobson,11/10/2015,https://www.politifact.com/factchecks/2015/nov/11/ben-carson/ben-carson-said-raising-minimum-wage-will-increase/
16763,pants-fire,Donald Trump,"""I've always known this is a real, this is a pandemic. I've felt it was a pandemic long before it was called a pandemic.""",3/17/2020,news,Jon Greenberg,3/18/2020,https://www.politifact.com/factchecks/2020/mar/18/donald-trump/trump-says-he-always-felt-coronavirus-was-pandemic/
11067,false,Viral image,"""Wayfair CEO steps down.""",7/10/2020,social_media,Ciara O'Rourke,7/20/2020,https://www.politifact.com/factchecks/2020/jul/20/viral-image/no-wayfairs-ceo-has-not-resigned/
15724,false,Barack Obama,"Stimulus tax cuts ""began showing up in paychecks of 4.8 million Indiana households about three months ago.""",8/5/2009,speech,Louis Jacobson,8/5/2009,https://www.politifact.com/factchecks/2009/aug/05/barack-obama/obama-flubs-number-households-indiana-during-speec/
7370,false,Viral image,"An image shows gas prices on Jan. 6, 2021.",6/17/2022,social_media,Grace Abels,6/21/2022,https://www.politifact.com/factchecks/2022/jun/21/viral-image/viral-image-gas-prices-2015-not-jan-6-2021/
14352,mostly-true,Facebook posts,"""Gov. Wolf is not allowing companies that distribute U.S. flags to ship out orders to be placed at veteran’s graves for Memorial Day.""",5/11/2020,social_media,Jessica Calefati,5/19/2020,https://www.politifact.com/factchecks/2020/may/19/facebook-posts/yes-pennsylvanias-governor-blocked-company-makes-a/
10354,mostly-true,Ted Cruz,"""The Obama administration is refusing to directly arm the Kurds.""",2/8/2015,television,Lauren Carroll,2/8/2015,https://www.politifact.com/factchecks/2015/feb/08/ted-cruz/ted-cruz-says-obama-refuses-directly-arm-kurds-isi/
3368,false,Facebook posts,"""Pfizer vaccine now completely worthless in Israel as >80% of all COVID-19 patients were previously vaccinated.""",7/31/2021,blog,Monique Curet,8/9/2021,https://www.politifact.com/factchecks/2021/aug/09/facebook-posts/facebook-post-misleads-cases-and-outcomes-israels-/
20437,mostly-true,Lindsey Graham,"Russia ""has an economy the size of Italy.""",7/27/2014,television,Lauren Carroll,7/27/2014,https://www.politifact.com/factchecks/2014/jul/27/lindsey-graham/graham-russia-has-economy-size-italy/
3310,pants-fire,Ken Cuccinelli,Says the D.C. city council passed a law banning lethal rat trapping.,1/13/2012,news,Sean Gorman,1/23/2012,https://www.politifact.com/factchecks/2012/jan/23/ken-cuccinelli/cuccinelli-says-dc-council-has-banned-lethal-trapp/
14712,half-true,Joe Straus,"Says the Texas House has ""a record number of new members joining our ranks.""",11/12/2010,email,Meghan Ashford-Grooms,11/27/2010,https://www.politifact.com/factchecks/2010/nov/27/joe-straus/speaker-joe-straus-says-texas-house-has-record-num/
20685,false,Wisconsin Trump Victory,"Says Democratic presidential nominee Joe Biden backs a fracking ban that would cost 100,000 Wisconsin jobs",8/12/2020,email,Laura Schulte,8/17/2020,https://www.politifact.com/factchecks/2020/aug/18/trump-victory-wisconsin/no-joe-biden-doesnt-want-ban-fracking-and-kill-wis/
10831,mostly-true,Marco Rubio,"""In my home state, nearly one in five Floridians live in poverty.""",1/6/2014,social_media,Amy Sherman,1/6/2014,https://www.politifact.com/factchecks/2014/jan/06/marco-rubio/marco-rubio-says-nearly-one-five-floridians-live-p/
16025,false,Facebook posts,"""FEMA is paying for hotel rooms!!!"" for Texas winter storm victims.",2/17/2021,social_media,Tom Kertscher,2/19/2021,https://www.politifact.com/factchecks/2021/feb/19/facebook-posts/no-fema-not-paying-hotel-rooms-winter-storm-victim/
19236,false,Bloggers,"""Head of Pfizer research: Covid vaccine is female sterilization.""",12/2/2020,blog,Ciara O'Rourke,12/10/2020,https://www.politifact.com/factchecks/2020/dec/10/blog-posting/no-pfizers-head-research-didnt-say-covid-19-vaccin/
19254,false,Facebook posts,"In North Carolina, ""you can be charged with a class H felony for wearing a mask and concealed carrying.""",6/23/2020,social_media,Paul Specht,6/26/2020,https://www.politifact.com/factchecks/2020/jun/26/facebook-posts/facebook-post-wrong-about-wearing-mask-carrying-co/
13881,half-true,John McCain,"Barack Obama ""wants to nearly double the capital gains tax"" increasing taxes on ""mutual funds, 401(k)s"" for ""policemen, firemen, nurses.""",4/20/2008,news,Angie Drobnic Holan,4/29/2008,https://www.politifact.com/factchecks/2008/apr/29/john-mccain/mccain-stretches-on-who-gets-hit/
2038,mostly-false,Americans for Prosperity,"Says ""new mandates are already reducing full-time employment.""",10/29/2013,advertisement,Steve Contorno,11/6/2013,https://www.politifact.com/factchecks/2013/nov/06/americans-prosperity/conservative-group-says-mary-landrieu-backs-obamac/
20882,false,Vladimir Putin,"""In some of the states in the U.S., homosexuality remains a felony.""",1/19/2014,television,Katie Sanders,1/19/2014,https://www.politifact.com/factchecks/2014/jan/19/vladimir-putin/putin-some-places-united-states-homosexuality-rema/
6246,true,Tim Griffin,"""There was no surge in 501(c)(4) applications in 2010.""",6/4/2013,testimony,Jon Greenberg,6/7/2013,https://www.politifact.com/factchecks/2013/jun/07/tim-griffin/no-rise-applications-triggered-irs-actions-says-ti/
6806,half-true,Bloggers,"Say ""Pope says that the rights of Muslim migrants trump any safety concerns that you might have with them in your country.""",7/10/2018,blog,Lucia Geng,7/12/2018,https://www.politifact.com/factchecks/2018/jul/12/blog-posting/blog-post-twists-popes-words-about-migrants-and-na/
19625,true,Lamar Alexander,"""Three of our cities are among the top five worst cities in the U.S. for asthma.""",6/18/2012,testimony,Zack McMillin,6/24/2012,https://www.politifact.com/factchecks/2012/jun/24/lamar-alexander/lamar-alexander-says-three-tennessee-cities-among-/
13388,pants-fire,J.K. Rowling,"Says Donald Trump was seen ""looking deliberately over a disabled child's head, ignoring his outstretched hand.""",7/28/2017,social_media,Joshua Gillin,7/31/2017,https://www.politifact.com/factchecks/2017/jul/31/jk-rowling/jk-rowling-falsely-accuses-trump-not-shaking-disab/
2230,true,Keith Faber,"""During the Civil War, more than 300,000 Ohioans served in the Union Army -- more per capita than any other state.""",5/21/2013,speech,Robert Higgs,6/5/2013,https://www.politifact.com/factchecks/2013/jun/05/keith-faber/senate-president-keith-faber-says-more-300000-ohio/
13054,false,Michael J. Gardiner,"""It costs us, logistically, three times more to fight in Afghanistan than it does in any other place.""",8/30/2010,news,C. Eugene Emery Jr.,9/7/2010,https://www.politifact.com/factchecks/2010/sep/07/michael-j-gardiner/gardiner-says-war-costs-afghanistan-are-triple-any/
4593,half-true,Ohio Republican Party,"""President Barack Obama (is) the first president in history to cut Medicare by $700 billion.""",10/19/2012,other,Tom Feran,10/19/2012,https://www.politifact.com/factchecks/2012/oct/19/ohio-republican-party/ohio-republican-party-says-obama-cut-medicare-700-/
14270,false,Instagram posts,"""CDC Director Robert Redfield says healthy people should NOT wear masks.""",9/17/2020,social_media,Ciara O'Rourke,9/18/2020,https://www.politifact.com/factchecks/2020/sep/18/instagram-posts/cdc-director-says-healthy-people-should-wear-masks/
16334,true,John McCain,""" ... following World War II war crime trials were convened. The Japanese were tried and convicted and hung for war crimes committed against American POWs. Among those charges for which they were convicted was waterboarding.""",11/29/2007,campaign,John Frank,12/18/2007,https://www.politifact.com/factchecks/2007/dec/18/john-mccain/history-supports-mccains-stance-on-waterboarding/
20587,false,Donald Trump,"""We won (Wisconsin in 2016) not so late in the evening — a little bit early in the evening, actually, which is even better.""",7/12/2019,speech,Eric Litke,7/15/2019,https://www.politifact.com/factchecks/2019/jul/15/donald-trump/donald-trump-claims-he-won-wisconsin-early-2016/
16156,pants-fire,PatriotCrier.com,"""(James) Comey knew murdered DNC staffer, Seth Rich, was WikiLeaks source & covered it up for Hillary (Clinton).""",5/16/2017,blog,Joshua Gillin,5/26/2017,https://www.politifact.com/factchecks/2017/may/26/patriotcriercom/conspiracy-theory-comey-hid-seth-richs-ties-wikile/
8229,mostly-false,Bill Richardson,"""Sixty-five percent of the Iraqi people now say it's okay to shoot an American soldier.""",11/15/2007,speech,Neil Skene,12/21/2007,https://www.politifact.com/factchecks/2007/dec/21/bill-richardson/he-hypes-the-language-the-numbers/
3543,mostly-true,Donald Trump,"""Last year, we prosecuted a record number of firearms offenses.""",8/5/2019,speech,Amy Sherman,8/5/2019,https://www.politifact.com/factchecks/2019/aug/05/donald-trump/after-mass-shootings-fact-checking-trumps-statisti/
20056,mostly-true,Ron Johnson,"""We are $20 trillion in debt. The Congressional Budget Office projects an additional $129 trillion of accumulated deficits over the next 30 years.""",6/26/2017,news,Louis Jacobson,6/30/2017,https://www.politifact.com/factchecks/2017/jun/30/ron-johnson/ron-johnson-offers-credible-projection-federal-deb/
17183,pants-fire,Facebook posts,"Says 2010 video clip showing coffins in a field proves ""COVID was planned.""",9/9/2021,social_media,Gabrielle Settles,9/16/2021,https://www.politifact.com/factchecks/2021/sep/16/facebook-posts/no-covid-wasnt-planned-fema-kill-thousands-and-ope/
14831,mostly-true,Bernie Sanders,"""Before the Affordable Care Act, (West Virginia’s) uninsured rate for people 64 to 19 was 29 percent. Today, it is 9 percent.""",2/13/2017,news,Louis Jacobson,2/14/2017,https://www.politifact.com/factchecks/2017/feb/14/bernie-sanders/wva-uninsured-rate-has-declined-not-fast-bernie-sa/
1604,half-true,Dan Bishop,"Says ""Dan McCready took money from Ilhan Omar""",7/17/2019,speech,Paul Specht,7/22/2019,https://www.politifact.com/factchecks/2019/jul/22/dan-bishop/trump-rally-bishop-tells-half-story-mccready-and-o/
16604,false,Michelle Obama,"""Only 2 percent of public high schools in the country offer PE classes.""",5/29/2012,news,Louis Jacobson,5/30/2012,https://www.politifact.com/factchecks/2012/may/30/michelle-obama/michelle-obama-understates-percent-high-schools-ph/
9995,false,Stuart Varney,"""It will cost $50,000 per enrollee in Obamacare over the next 10 years.""",1/27/2015,news,Jon Greenberg,1/28/2015,https://www.politifact.com/factchecks/2015/jan/28/stuart-varney/will-aca-cost-50000-enrollee/
153,pants-fire,Ted Cruz,"David Dewhurst has a ""record of promoting an income tax.""",1/12/2012,other,W. Gardner Selby,2/10/2012,https://www.politifact.com/factchecks/2012/feb/10/ted-cruz/ted-cruz-says-david-dewhurst-has-record-promoting-/
18077,mostly-true,Michael Morell,"Says Donald Trump has outlined ""policies that read like a Kremlin wish list.""",9/19/2016,statement,C. Eugene Emery Jr.,9/22/2016,https://www.politifact.com/factchecks/2016/sep/22/michael-morell/experts-say-donald-trumps-policies-dovetail-what-v/
16719,false,Nathan Deal,"""Jason Carter’s plan: increase spending by $12.5 billion.""",10/13/2014,advertisement,Nancy Badertscher,10/20/2014,https://www.politifact.com/factchecks/2014/oct/20/nathan-deal/deal-attack-ad-misfires-claim-carter-will-spend-bi/
1662,false,Defending Main Street,"Says Ohio congressional candidate Danny O’Connor ""would make Columbus a sanctuary city for illegal immigrants.""",10/12/2018,advertisement,Stephen Koff,10/19/2018,https://www.politifact.com/factchecks/2018/oct/19/defending-main-street/danny-oconnor-wouldnt-and-cant-make-columbus-sanct/
1480,true,Rick Scott,"""You have to get a license to fish on our beaches.""",9/18/2013,other,Katie Sanders,9/23/2013,https://www.politifact.com/factchecks/2013/sep/23/rick-scott/rick-scott-says-you-need-license-fish-beach-really/
