Unnamed: 0,verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link
8214,half-true,Chris Christie,"Says ""we’ve accomplished balancing two budgets without raising taxes. We’ve now created 60,000 new private-sector jobs. We’ve made government smaller.""",1/17/2012,social_media,Erin O'Neill,1/17/2012,https://www.politifact.com/factchecks/2012/jan/17/chris-christie/chris-christie-touts-accomplishments-video-preview/
3809,mostly-false,Tim Kaine,"""Even Richard Nixon released his tax returns to the public when he was running for president ...""",8/13/2016,speech,Sean Gorman,8/22/2016,https://www.politifact.com/factchecks/2016/aug/22/tim-kaine/tim-kaine-wrongly-says-richard-nixon-released-tax-/
14293,false,Rick Scott,"Says Hillary Clinton ""wants to bring in thousands of refugees to America from all around the world without any kind of security screening.""",9/27/2016,social_media,Joshua Gillin,9/29/2016,https://www.politifact.com/factchecks/2016/sep/29/rick-scott/clinton-wants-admit-thousands-refugees-no-vetting-/
6256,false,Viral image,"Says Nancy Pelosi sent a letter to Portland’s mayor after demonstrations there ""urging him to stick to the proven Democratic Play book.""",1/10/2021,social_media,Ciara O'Rourke,1/11/2021,https://www.politifact.com/factchecks/2021/jan/11/viral-image/no-nancy-pelosi-didnt-send-letter-ted-wheeler/
1675,mostly-false,Ron Johnson,"Says Democratic challenger Russ Feingold ""was the deciding vote on Obamacare.""",5/19/2015,news,Tom Kertscher,5/27/2015,https://www.politifact.com/factchecks/2015/may/27/ron-johnson/russ-feingold-cast-deciding-vote-pave-way-obamacar/
3403,false,Charlie Kirk,"Says ""EIGHT Iowa counties have more adults registered to vote than voting-aged adults living there.""",2/2/2020,social_media,Daniel Funke,2/3/2020,https://www.politifact.com/factchecks/2020/feb/03/charlie-kirk/conservative-organizations-are-spreading-misinform/
2238,mostly-false,John McCain,"""Barack Obama has the longest track record of any candidate in this election in support of the 'Bridge To Nowhere.' """,9/15/2008,news,Robert Farley,9/23/2008,https://www.politifact.com/factchecks/2008/sep/23/john-mccain/turning-the-tables-on-obama/
17933,false,Glenn Beck,"""Mitt Romney ... gave you government health care that is now bankrupting the state"" of Massachusetts.",11/2/2009,blog,Catharine Richert,11/10/2009,https://www.politifact.com/factchecks/2009/nov/10/glenn-beck/beck-claims-universal-health-care-driving-massachu/
16601,half-true,Maurice Ferre,"""I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together -- forget the United States.""",7/1/2010,speech,Trenton Daniel,7/23/2010,https://www.politifact.com/factchecks/2010/jul/23/maurice-ferre/ferre-half-true-chinas-rise-energy-leader/
18562,pants-fire,PuppetStringNews.com,"""Russian source behind fake Trump dossier killed in Russian plane crash, Rosatom CFO also dead""",2/11/2018,news,Mica Soellner,2/14/2018,https://www.politifact.com/factchecks/2018/feb/14/puppetstringnewscom/fake-news-claims-two-russian-officials-dead-plane-/
13114,false,Bobby Scott,"""Every Republican in Congress voted to defund the police when they voted against the American Rescue Plan.""",7/12/2021,social_media,Warren Fiske,7/22/2021,https://www.politifact.com/factchecks/2021/jul/22/bobby-scott/scott-falsely-accuses-gop-defunding-police/
19403,false,Facebook posts,"""Go to 2020census.gov and fill out this census form so you can get your stimulus check.""",3/22/2020,social_media,Ciara O'Rourke,3/23/2020,https://www.politifact.com/factchecks/2020/mar/23/facebook-posts/no-your-census-response-wont-affect-whether-you-ge/
3672,pants-fire,Facebook posts,"CNN is recycling crisis actors in reports about a man dying in Afghanistan in 2021 and at the Uvalde, Texas, school shooting in 2022.",5/25/2022,social_media,Samantha Putterman,5/27/2022,https://www.politifact.com/factchecks/2022/may/27/facebook-posts/no-cnn-didnt-report-same-man-died-afghanistan-and-/
12011,false,Paul Krugman,"During the 2005 fight over Social Security, ""there were noisy demonstrations — but they were outside the events,"" and opponents were ""not disruptive — crowds booed lines they didn’t like, but that was about it.""",8/5/2009,blog,Louis Jacobson,8/7/2009,https://www.politifact.com/factchecks/2009/aug/07/paul-krugman/paul-krugman-claims-protests-2005-werent-raucous-h/
10186,mostly-true,Cory Gardner,"""About 30 percent of terrorists at Guantanamo Bay went back into battle. We know that a dozen or so killed Americans.""",1/23/2017,news,Amy Sherman,1/25/2017,https://www.politifact.com/factchecks/2017/jan/25/cory-gardner/how-many-released-guantanamo-bay-prisoners-commit-/
16340,pants-fire,Matthew Rosendale,"The intent behind the bill recognizing Juneteenth as a federal holiday ""is to replace the Fourth of July.""",6/16/2021,social_media,Brandon Mulder,6/25/2021,https://www.politifact.com/factchecks/2021/jun/25/matthew-rosendale/no-juneteenth-national-independence-day-doesnt-rep/
4193,half-true,Barack Obama,"""In Iraq and Syria, American leadership, including our military power, is stopping (the Islamic State’s) advance.""",1/20/2015,speech,Steve Contorno,1/27/2015,https://www.politifact.com/factchecks/2015/jan/27/barack-obama/barack-obama-says-america-stopping-islamic-states-/
19783,false,Jesse Watters,"""We were slow with the testing, but very quick with the travel ban. And that's been much more critical in saving lives.""",3/31/2020,news,Shefali Luthra,4/3/2020,https://www.politifact.com/factchecks/2020/apr/03/jesse-watters/are-covid-19-travel-restrictions-more-critical-sav/
717,pants-fire,Barack Obama,"""If you actually took the number of Muslims [sic] Americans, we'd be one of the largest Muslim countries in the world.""",6/1/2009,news,Catharine Richert,6/4/2009,https://www.politifact.com/factchecks/2009/jun/04/barack-obama/obama-claims-america-one-largest-muslim-countries/
11592,pants-fire,Glenn Beck,"John Holdren, director of the White House Office of Science and Technology Policy, ""has proposed forcing abortions and putting sterilants in the drinking water to control population.""",7/22/2009,television,Robert Farley,7/29/2009,https://www.politifact.com/factchecks/2009/jul/29/glenn-beck/glenn-beck-claims-science-czar-john-holdren-propos/
11155,half-true,Jennifer Granholm,"""West Virginia University just came out with a study that showed that there will be almost 20,000 jobs created in clean energy in West Virginia if (President Joe Biden’s) agenda is passed.""",9/8/2021,news,Duncan Slade,9/21/2021,https://www.politifact.com/factchecks/2021/sep/21/jennifer-granholm/would-joe-bidens-clean-energy-plan-bring-20000-job/
6528,pants-fire,Dave Brat,"On Abigail Spanberger: ""She got $2.2 million from ActBlue...That is the George Soros resistance group.""",10/21/2018,radio,Warren Fiske,11/2/2018,https://www.politifact.com/factchecks/2018/nov/02/dave-brat/dave-brats-linkage-george-soros-abigail-spanberger/
8691,half-true,David Dewhurst,"""We spend more money on health care per capita in the United States than any other country in the world. Of the 30 developed countries in the world, we spend 2 1/2 times more than the average. Of the country that spends the second most per capita, Switzerland, we spend 175 percent more.""",8/25/2010,speech,,8/31/2010,https://www.politifact.com/factchecks/2010/aug/31/david-dewhurst/lt-gov-david-dewhurst-says-united-states-spends-mo/
11605,pants-fire,Bloggers,Says Quaden Bayles committed suicide.,3/4/2020,blog,Ciara O'Rourke,3/5/2020,https://www.politifact.com/factchecks/2020/mar/05/blog-posting/dont-believe-blog-post-about-quaden-bayles-committ/
3257,mostly-false,Kelda Helen Roys,"Says ""political interference"" from Scott Walker’s administration has led to ""gagging (DNR) scientists so they can no longer comment on proposed legislation"" and ""we’re letting polluters write their own permits.""",5/2/2018,news,Anna Groves,7/27/2018,https://www.politifact.com/factchecks/2018/jul/27/kelda-helen-roys/governor-hopeful-kelda-roys-says-walker-administra/
15179,false,Donald Trump,"""Bob Corker gave us the Iran Deal.""",10/8/2017,social_media,John Kruzel,10/12/2017,https://www.politifact.com/factchecks/2017/oct/12/donald-trump/sen-bob-corker-responsible-iran-deal-donald-trump-/
18394,half-true,Scott Walker,"Says Tom Barrett plans ""to spend $100 million on a trolley that goes barely two miles on the east side of Milwaukee.""",5/31/2012,speech,Tom Kertscher,6/1/2012,https://www.politifact.com/factchecks/2012/jun/01/scott-walker/wisconsin-recall-scott-walker-says-tom-barrett-pla/
4224,true,Joe Biden,"""Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan.""",6/18/2013,social_media,Jon Greenberg,6/20/2013,https://www.politifact.com/factchecks/2013/jun/20/joe-biden/biden-newtown-more-american-gun-deaths-soldiers-lo/
4122,false,Bernard Jackvony,"David Cicilline is ""the 5th most liberal person in the House of Representatives.""",9/2/2012,other,C. Eugene Emery Jr.,9/17/2012,https://www.politifact.com/factchecks/2012/sep/17/bernard-jackvony/republican-bernard-jackvony-says-democrat-david-ci/
17572,half-true,Sarah Godlewski,"""On average, 17% of a family’s income goes towards child care in Wisconsin.""",2/6/2021,social_media,Eric Litke,2/23/2021,https://www.politifact.com/factchecks/2021/feb/23/sarah-godlewski/child-care-costs-are-high-godlewskis-stat-lacks-nu/
21018,false,Jim DeMint,"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study.""",2/5/2009,speech,Robert Farley,2/13/2009,https://www.politifact.com/factchecks/2009/feb/13/jim-demint/demint-stimulus-prayer-dorms-religion/
9624,false,Bob Seger,"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long.",10/12/2014,news,James B. Nelson,11/10/2014,https://www.politifact.com/factchecks/2014/nov/10/bob-seger/rock-singer-bob-seger-says-gogebic-mine-would-be-b/
19865,false,Rudy Moise,"The congressional district for Miami-Dade and Broward counties has a ""staggering drop-out rate of almost 61 percent.""",5/1/2012,campaign,Amy Sherman,5/7/2012,https://www.politifact.com/factchecks/2012/may/07/rudy-moise/rudy-moise-miami-dade-broward-drop-out-rate/
17617,half-true,Florida Democratic Party,"""$575 billion cut from Medicare in Trump’s proposed 2020 budget.""",9/30/2019,social_media,Amy Sherman,10/3/2019,https://www.politifact.com/factchecks/2019/oct/03/florida-democratic-party/trump-visit-florida-state-democrats-mislead-about-/
16114,pants-fire,Joe Sanfelippo,"""Violent crime rates increased in all but two Wisconsin cities between 2008 and 2017.""",2/13/2020,radio,Eric Litke,2/20/2020,https://www.politifact.com/factchecks/2020/feb/20/joe-sanfelippo/sanfelippo-flops-claim-violent-crime/
4368,mostly-false,Matt Lauer,"""The name Frank has risen in popularity by 20 percent"" since the debut of 'House of Cards' on Netflix.",1/11/2015,news,Katie Sanders,1/12/2015,https://www.politifact.com/factchecks/2015/jan/12/matt-lauer/matt-lauer-says-name-frank-more-popular-after-kevi/
290,half-true,Rick Perry,"""Santorum also voted for a teapot museum in North Carolina.""",1/2/2012,advertisement,Jake Berry,1/3/2012,https://www.politifact.com/factchecks/2012/jan/03/rick-perry/says-rick-santorum-voted-teapot-museum/
20253,half-true,Leticia Van de Putte,"Dan Patrick said that if women ""get paid less than a man for the same job, that that’s not a problem.""",9/29/2014,speech,W. Gardner Selby,10/2/2014,https://www.politifact.com/factchecks/2014/oct/02/leticia-van-de-putte/leticia-van-de-putte-says-dan-patrick-said-equal-p/
10224,pants-fire,Chain email,"Under the cap-and-trade bill, homes would have to be retrofitted to meet energy and water efficiency standards before they could be sold.",11/23/2009,email,Catharine Richert,11/23/2009,https://www.politifact.com/factchecks/2009/nov/23/chain-email/chain-e-mail-claims-cap-and-trade-will-require-hom/
17857,true,Rick Perry,"""I belong to the AFL-CIO.""",1/9/2015,other,W. Gardner Selby,1/13/2015,https://www.politifact.com/factchecks/2015/jan/13/rick-perry/rick-perry-i-belong-afl-cio/
5761,mostly-true,Joe Biden,"The law governing the transition of presidential power ""doesn’t require there to be an absolute winner. It says the ‘apparent' winner.""",11/18/2020,other,Louis Jacobson,11/19/2020,https://www.politifact.com/factchecks/2020/nov/19/joe-biden/joe-biden-right-transition-starts-apparent-winner/
3505,pants-fire,Facebook posts,"""The Clinton Foundation folded.""",2/4/2018,social_media,Tom Kertscher,2/11/2021,https://www.politifact.com/factchecks/2021/feb/11/facebook-posts/clinton-foundation-has-not-folded-2018-post-s-reci/
12311,false,Rebecca Kleefisch,"Says Gov. Tony Evers is ""a big proponent of this defund the police movement.""",4/30/2022,statement,D.L. Davis,5/20/2022,https://www.politifact.com/factchecks/2022/may/20/rebecca-kleefisch/democrat-evers-not-big-proponent-defunding-police-/
11635,mostly-false,Barack Obama,"""The United States Senate — Democrats and Republicans — (voted) to keep our government open.""",9/27/2013,speech,Louis Jacobson,9/30/2013,https://www.politifact.com/factchecks/2013/sep/30/barack-obama/barack-obama-says-democrats-and-republicans-senate/
5792,mostly-true,Marco Rubio,"""I still live in the same working-class neighborhood I grew up in.""",2/12/2013,other,Katie Sanders,2/14/2013,https://www.politifact.com/factchecks/2013/feb/14/marco-rubio/look-marco-rubios-working-class-west-miami-home/
18854,false,Joe Biden,"""We’re sending back the vast majority of the families that are coming.""",3/25/2021,news,Miriam Valverde,3/25/2021,https://www.politifact.com/factchecks/2021/mar/25/joe-biden/fact-checking-joe-bidens-claim-about-families-bord/
11069,pants-fire,Viral Truth Wire,"""Obama secretly flees US - leaves stunning evidence behind.""",3/22/2018,news,Mica Soellner,4/5/2018,https://www.politifact.com/factchecks/2018/apr/05/viral-truth-wire/no-barack-obama-did-not-flee-country-because-surfa/
10871,false,Doug Otto,Says Rick Perry said there’s an administrator for every teacher in Texas public schools.,3/22/2011,radio,W. Gardner Selby,6/10/2011,https://www.politifact.com/factchecks/2011/jun/10/doug-otto/plano-school-chief-says-rick-perry-said-theres-1-1/
20760,pants-fire,Facebook posts,"Only 56 coronavirus deaths a day was enough to collapse the world economy, even though thousands of people die daily from tuberculosis, hepatitis B, and other diseases.",7/8/2020,social_media,Louis Jacobson,7/15/2020,https://www.politifact.com/factchecks/2020/jul/15/facebook-posts/dont-trust-comparison-daily-coronavirus-deaths-oth/
6036,true,Crossroads GPS,"""(Stimulus money) went to critically important projects like studying ants in Africa.""",11/10/2011,advertisement,Sean Gorman,11/21/2011,https://www.politifact.com/factchecks/2011/nov/21/crossroads-gps/crossroads-grassroots-policy-strategy-claims-19-mi/
13907,mostly-true,Donald Trump,"""It has been 269 days since (Hillary) Clinton has held a press conference.""",8/30/2016,email,Louis Jacobson,8/31/2016,https://www.politifact.com/factchecks/2016/aug/31/donald-trump/has-hillary-clinton-not-had-press-conference-269-d/
2366,half-true,Karen Handel,"Congress secured special Obamacare rules ""to prevent their healthcare costs from rising.""",8/20/2013,email,Eric Stirgus,9/3/2013,https://www.politifact.com/factchecks/2013/sep/03/karen-handel/handels-diagnoses-obamacare-rule-bad-legislation/
11762,half-true,Jon Tester,"Says Matt Rosendale ""consistently supported land use rules that would help developers like him and hurt farmers in Montana.""",8/3/2018,blog,John Kruzel,8/9/2018,https://www.politifact.com/factchecks/2018/aug/09/jon-tester/montana-senate-race-long-standing-battle-between-d/
10235,mostly-false,Donald Trump,"Says delegates can't ""legally"" change the Republican National Convention rules to prevent Donald Trump’s nomination.",6/19/2016,news,Linda Qiu,6/19/2016,https://www.politifact.com/factchecks/2016/jun/19/donald-trump/donald-trump-said-its-illegal-delegates-change-rul/
11169,true,Andrew Cuomo,"""No city in the state can quarantine itself without state approval.""",3/17/2020,news,Jill Terreri Ramos,3/20/2020,https://www.politifact.com/factchecks/2020/mar/20/andrew-cuomo/cuomo-correctly-says-no-quarantine-without-state-a/
1026,false,Viral image,"Says CNN said ""Taliban fighters responsibly wearing masks.""",8/15/2021,social_media,Ciara O'Rourke,8/17/2021,https://www.politifact.com/factchecks/2021/aug/17/viral-image/no-cnn-didnt-praise-taliban-wearing-masks/
14010,mostly-true,Mike Villarreal,"Says that over the last decade, the state's population grew three times faster than the Texas state tax system.",1/7/2011,news,W. Gardner Selby,2/2/2011,https://www.politifact.com/factchecks/2011/feb/02/mike-villarreal/mike-villarreal-says-texas-population-grew-three-t/
10698,half-true,Jack Kingston,"President Obama has left the U.S. with the lowest number of active-duty troops since before World War II, putting the nation at risk.",5/12/2014,campaign,Nancy Badertscher,7/7/2014,https://www.politifact.com/factchecks/2014/jul/07/jack-kingston/kingstons-attack-obamas-miltary-plans-misfires/
10798,false,Back to Basics,"Rick Perry is ""taking money away from hurricane victims"" and diverting it to ""remodel the Governor's Mansion.""",10/13/2010,advertisement,W. Gardner Selby,10/27/2010,https://www.politifact.com/factchecks/2010/oct/27/back-basics/back-basics-group-says-rick-perry-diverting-hurric/
420,half-true,Community Oncology Alliance,"""An independent analysis shows that payments for cancer care will be slashed by close to 45% causing cancer clinics to close and massively raising your healthcare costs.""",11/29/2021,radio,Julie Appleby,12/7/2021,https://www.politifact.com/factchecks/2021/dec/07/community-oncology-alliance/oncology-doctors-say-build-back-better-act-will-hu/
19296,true,Grover Fugate,"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",8/23/2013,news,John Hill,9/28/2013,https://www.politifact.com/factchecks/2013/sep/28/grover-fugate/ri-coastal-official-says-rising-sea-levels-climate/
20657,half-true,Charlie Crist,"Says Rick Scott ""spent $800,000 of your tax dollars upgrading the Governor's Mansion.""",10/24/2014,campaign,Joshua Gillin,10/31/2014,https://www.politifact.com/factchecks/2014/oct/31/charlie-crist/crist-says-scott-spent-800k-governors-mansion-reno/
7293,mostly-false,Kirk Cox,"""Sheila Bynum-Coleman said, ‘We need to get the police out of the schools.’""",10/13/2019,advertisement,Warren Fiske,10/22/2019,https://www.politifact.com/factchecks/2019/oct/22/kirk-cox/cox-ad-distorts-bynum-coleman-statement-police-sch/
7827,mostly-false,Tom Barrett,"""Walker says he’s for lower taxes. But Milwaukee County spending has gone up by $349 million.""",8/6/2010,campaign,James B. Nelson,9/12/2010,https://www.politifact.com/factchecks/2010/sep/12/tom-barrett/tom-barrett-says-scott-walker-big-spender-despite-/
565,false,Facebook posts,"""Moderna chief medical officer admits: mRNA alters DNA.""",4/13/2021,social_media,Ciara O'Rourke,4/14/2021,https://www.politifact.com/factchecks/2021/apr/14/facebook-posts/no-modernas-chief-medical-officer-didnt-say-mrna-a/
14904,true,Greg Abbott,"""We now have more job openings than we do people who are on unemployment. We have 60% more job openings today than we did the month before the pandemic hit the state of Texas.""",5/18/2021,news,Brandon Mulder,5/21/2021,https://www.politifact.com/factchecks/2021/may/21/greg-abbott/job-openings-texas-match-number-people-unemploymen/
4474,mostly-false,John McCain,"Obama ""has voted in the United States Senate to increase taxes on people who make as low as $42,000 a year.""",9/26/2008,other,Angie Drobnic Holan,9/26/2008,https://www.politifact.com/factchecks/2008/sep/26/john-mccain/mccain-repeats-questionable-tax-claim/
6495,mostly-false,Hillary Clinton,"""A salesclerk at Hobby Lobby who needs contraception … is not going to get that service through her employer’s health care plan because her employer doesn’t think she should be using contraception.""",6/30/2014,news,Louis Jacobson,7/3/2014,https://www.politifact.com/factchecks/2014/jul/03/hillary-clinton/hillary-clinton-says-hobby-lobby-salesclerk-not-go/
10859,mostly-false,Donald Trump,"""Our new (health care) plans are up to 60% less expensive and better"" than Obamacare.",2/4/2020,speech,Julie Appleby,2/10/2020,https://www.politifact.com/factchecks/2020/feb/10/donald-trump/better-other-plans-or-better-nothing-trumps-claim-/
14661,false,Patrick McHenry,"""Americans received the biggest tax cut in history last year.""",5/29/2018,statement,Paul Specht,6/4/2018,https://www.politifact.com/factchecks/2018/jun/04/patrick-mchenry/nc-republican-repeats-false-tax-claim/
19136,false,New Jersey Democratic State Committee,"Says PolitiFact issued a True ruling on Paul Krugman calling ""Governor Christie a ‘fiscal phony.’""",6/1/2012,statement,Bill Wichert,6/6/2012,https://www.politifact.com/factchecks/2012/jun/06/new-jersey-democratic-state-committee/new-jersey-democrats-claims-politifact-said-it-was/
6454,false,Brian Kolfage,"Says Sarah Jeong said, ""We need a castration lottery for white men. Every month we pull a birthday, sort the excess and snip some sacks, preferably in a big public gathering.""",9/20/2020,social_media,Noah Y. Kim,9/22/2020,https://www.politifact.com/factchecks/2020/sep/22/brian-kolfage/no-journalist-sarah-jeong-never-called-castration-/
19150,false,Ron DeSantis,"In one year, the United Nations ""did 24 resolutions and 20 of them were against Israel.""",1/11/2018,other,Allison Graves,1/25/2018,https://www.politifact.com/factchecks/2018/jan/25/ron-desantis/fact-checking-rep-ron-desantis-claim-about-uns-tre/
18632,false,Michele Bachmann,"Ezekiel Emanuel, one of President Obama's key health care advisers, ""says medical care should be reserved for the nondisabled. So watch out if you're disabled.""",7/27/2009,statement,Robert Farley,8/12/2009,https://www.politifact.com/factchecks/2009/aug/12/michele-bachmann/bachmann-says-obama-health-adviser-thinks-health-c/
13458,false,Facebook posts,"""In 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees would need to be cut down.""",1/16/2014,blog,Louis Jacobson,1/17/2014,https://www.politifact.com/factchecks/2014/jan/17/facebook-posts/viral-internet-meme-says-us-government-predicted-1/
12178,mostly-true,Bill Nelson,"Says Donald Trump said he intends ""to open up additional areas off the coast to oil drilling"" during the campaign.",11/16/2016,speech,Amy Sherman,11/22/2016,https://www.politifact.com/factchecks/2016/nov/22/bill-nelson/bill-nelson-says-donald-trump-intends-expand-oil-d/
15949,mostly-false,Stephen Hayes,"""We've caught Iran cheating on the interim (nuclear) deal.""",12/28/2014,news,Jon Greenberg,12/31/2014,https://www.politifact.com/factchecks/2014/dec/31/stephen-hayes/hayes-iran-cheated-interim-nuclear-deal/
12807,false,Viral image,"Says Rep. Marjorie Taylor Greene said, ""If it weren’t for electricity, we’d all be watching TV by candlelight.""",2/17/2022,social_media,Ciara O'Rourke,2/18/2022,https://www.politifact.com/factchecks/2022/feb/18/viral-image/quote-about-watching-tv-candlelight-originated-com/
7898,mostly-true,Mike Foley,"Says Ohio law gives tax breaks ""to rich people who own private jets.""",4/25/2012,speech,Joe Guillen,5/8/2012,https://www.politifact.com/factchecks/2012/may/08/mike-foley/mike-foley-says-ohio-gives-tax-breaks-rich-people-/
8110,mostly-true,Bob Gibbs,"""If Obamacare is fully implemented, 30 million people will still be without health insurance.""",5/17/2013,social_media,Sabrina Eaton,6/10/2013,https://www.politifact.com/factchecks/2013/jun/10/bob-gibbs/rep-bob-gibbs-says-30-million-will-be-left-uninsur/
618,false,Facebook posts,"Video shows ""Russian tank column totally destroyed by attack helicopter.""",5/19/2022,social_media,Ciara O'Rourke,5/20/2022,https://www.politifact.com/factchecks/2022/may/20/facebook-posts/no-isnt-real-video-russian-tanks-getting-destroyed/
7853,mostly-false,Tammy Baldwin,"Says Republicans are ""organizing to take people’s health care away.""",1/6/2017,news,Jonathan Anderson,2/8/2017,https://www.politifact.com/factchecks/2017/feb/08/tammy-baldwin/tammy-baldwin-republicans-are-organizing-take-peop/
10494,mostly-false,Nancy Grace,"People on pot ""shoot each other ... stab each other ... strangle each other, drive under the influence, kill families.""",1/14/2014,other,Katie Sanders,1/24/2014,https://www.politifact.com/factchecks/2014/jan/24/nancy-grace/nancy-grace-says-pot-users-shoot-each-other-and-ki/
18748,false,Rick Perry,"Says Bill White ""profiteered in the aftermath of Hurricane Rita.""",7/19/2010,blog,Meghan Ashford-Grooms,8/9/2010,https://www.politifact.com/factchecks/2010/aug/09/rick-perry/rick-perry-says-bill-white-profiteered-hurricane-r/
2525,pants-fire,Infowars,"Says Loretta Lynch was part of ""a stunning collection of calls to violence and murder from the intolerant, unhinged leftists in the Democrat party.""",6/14/2017,news,Jon Greenberg,6/16/2017,https://www.politifact.com/factchecks/2017/jun/16/infowars/infowars-ridiculous-claim-dems-called-violence/
5307,false,André Carson,"""Our larger domestic threat is from racial supremacist groups.""",12/13/2015,news,Jon Greenberg,12/18/2015,https://www.politifact.com/factchecks/2015/dec/18/andre-carson/rep-carson-miscasts-racial-supremacists-greater-/
12865,pants-fire,Donald Trump,"""The recent statement by Chris Krebs on the security of the 2020 Election was highly inaccurate, in that there were massive improprieties and fraud.""",11/17/2020,social_media,Noah Y. Kim,11/18/2020,https://www.politifact.com/factchecks/2020/nov/18/donald-trump/fact-checking-donald-trumps-tweet-firing-christoph/
9017,false,Tweets,Video shows Ukrainian crisis actors come to life after pretending to be dead.,3/1/2022,social_media,Samantha Putterman,3/4/2022,https://www.politifact.com/factchecks/2022/mar/04/tweets/video-climate-change-protest-austria-it-doesnt-sho/
14132,false,Jim Banks,"Says he is the ""ranking member"" of the House select committee investigating the Jan. 6 attack on the U.S. Capitol.",9/16/2021,statement,Bill McCarthy,10/25/2021,https://www.politifact.com/factchecks/2021/oct/25/jim-banks/indiana-congressman-signed-letter-top-republican-j/
5101,half-true,Facebook posts,"""Two stamps needed for mail-in ballots.""",6/28/2020,social_media,Tom Kertscher,7/23/2020,https://www.politifact.com/factchecks/2020/jul/23/facebook-posts/postal-service-says-its-policy-deliver-even-mail-b/
