Unnamed: 0,verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link,Toxicity,Fact assessment
19583,FALSE,Dan Ramos,"Lorain ""is the poorest urban school district in the state of Ohio.""",6/13/2012,speech,Joe Guillen,07/02/2012,https://www.politifact.com/factchecks/2012/jul/02/dan-ramos/dan-ramos-says-lorain-poorest-school-district-ohio/,,
10485,FALSE,Facebook posts,"""The NFL agreed to give the domestic terror group, BLM, 250 million dollars.""",7/21/2020,social_media,Ciara O'Rourke,7/30/2020,https://www.politifact.com/factchecks/2020/jul/30/facebook-posts/nfl-didnt-agree-donate-250m-black-lives-matter/,,
9807,half-true,Kurt Bauer,"""We are not having replacement birth rates. We have had more people leaving the state than coming in over the last 30 years.""",6/27/2021,news,D.L. Davis,08/10/2021,https://www.politifact.com/factchecks/2021/aug/10/kurt-bauer/wisconsins-working-age-population-drops-while-popu/,,
14868,FALSE,Viral image,Says a photo shows a dog who has slept by his master’s grave every night for seven years.,6/19/2019,social_media,Ciara O'Rourke,9/26/2019,https://www.politifact.com/factchecks/2019/sep/26/viral-image/dog-named-capitan-known-sleeping-his-owners-grave-/,,
10729,mostly-false,Facebook posts,"Says Ben Carson said ""illegal immigrants caught voting should be stripped of their citizenship.""",02/03/2019,social_media,Ciara O'Rourke,02/08/2019,https://www.politifact.com/factchecks/2019/feb/08/facebook-posts/ben-carson-illegal-immigrants-should-be-stripped/,,
18576,mostly-false,Donald Trump,"HR 1 ""automatically registers every welfare recipient to vote.""",2/28/2021,speech,Amy Sherman,03/02/2021,https://www.politifact.com/factchecks/2021/mar/02/donald-trump/trump-misleads-about-hr-1-and-voter-registration-w/,,
442,TRUE,Rob Turner,"The property appraiser's budget ""is $1 million less today than when I took office 16 years ago.""",7/18/2012,email,Joshua Gillin,08/10/2012,https://www.politifact.com/factchecks/2012/aug/10/rob-turner/rob-turner-says-property-appraisers-budget-1-milli/,,
6595,mostly-true,Debbie Wasserman Schultz,"""Eighty out of 82 counties in Ohio ... have an auto manufacturing facility.""",07/08/2012,news,Sabrina Eaton,7/18/2012,https://www.politifact.com/factchecks/2012/jul/18/debbie-wasserman-schultz/debbie-wasserman-schultz-says-80-ohio-counties-hav/,,
18577,half-true,Joy Behar,"""In 2004, George W. Bush lifted the ban on those (AR-15 type) rifles, and since then, the number of massacres has increased 183%. During the ban, there were 12 incidents. Since he lifted the ban, there were 34 incidents.""",3/23/2021,television,Bill McCarthy,3/25/2021,https://www.politifact.com/factchecks/2021/mar/25/joy-behar/fact-checking-joy-behar-mass-shootings-and-assault/,,
3244,half-true,John Carlevale,"""Over 60 percent of the provisional ballots cast in [the 2012] election were disqualified because those folks were not duly registered as voters.""",08/10/2014,news,C. Eugene Emery Jr.,8/26/2014,https://www.politifact.com/factchecks/2014/aug/26/john-carlevale/john-carlevale-60-provisional-ballots-2012-ri-elec/,,
12068,FALSE,Facebook posts,"Says a photo shows accused shooter Kyle Rittenhouse’s mother, armed with a long gun, in Kenosha, Wisconsin, on the night two protesters were killed and one injured.",8/28/2020,social_media,Madeline Heim,8/31/2020,https://www.politifact.com/factchecks/2020/aug/31/facebook-posts/no-photo-does-not-show-kyle-rittenhouses-mother-ni/,,
18668,FALSE,David Dewhurst,"At ""least a quarter of those apprehended"" at the border ""have criminal records.""",7/21/2014,news,W. Gardner Selby,8/29/2014,https://www.politifact.com/factchecks/2014/aug/29/david-dewhurst/unsupported-claim-1-4-apprehended-border-crossers-/,,
8553,half-true,Barack Obama,Says Texas wildfires are linked to climate change.,9/26/2011,other,Louis Jacobson,9/28/2011,https://www.politifact.com/factchecks/2011/sep/28/barack-obama/barack-obama-slams-rick-perry-climate-change-citin/,,
20009,mostly-true,Lawrence Summers,"On financial reform, there is ""a million dollars being spent, per congressman, in lobbying expenses on this issue. (The) industry has four lobbyists per member of the House and Senate working on this.""",04/04/2010,news,Angie Drobnic Holan,04/07/2010,https://www.politifact.com/factchecks/2010/apr/07/lawrence-summers/financial-reform-draws-many-lobbyists/,,
20870,TRUE,Kate Brown,"Says for every dollar the state spent on audits last year, it delivered $64 in cost savings.",10/15/2011,speech,Ian K. Kullgren,10/29/2011,https://www.politifact.com/factchecks/2011/oct/29/kate-brown/kate-brown-says-state-getting-huge-return-audit-sp/,,
7042,mostly-false,Jay Goyal,Says there are more federal dollars in Gov. John Kasich's budget plan than in the previous state budget.,05/05/2011,speech,Aaron Marshall,5/18/2011,https://www.politifact.com/factchecks/2011/may/18/jay-goyal/state-rep-jay-goyal-says-new-kasich-budget-plan-us/,,
2548,FALSE,Claire McCaskill,"""You wonder why you don't see Rand Paul as much; he's still shopping for his billionaire. He's like the only one who hasn't found a billionaire to fund his super PAC.""",8/21/2015,speech,Katherine Knott,10/20/2015,https://www.politifact.com/factchecks/2015/oct/20/claire-mccaskill/campaign-finances-more-complicated-claire-mccaskil/,,
2114,mostly-true,Alex Sink,"""Florida Statutes require (Attorney General Bill) McCollum to consult with members of Florida's Congressional delegation"" before filing a lawsuit against the health care reform law.",3/25/2010,news,Louis Jacobson,04/12/2010,https://www.politifact.com/factchecks/2010/apr/12/alex-sink/sink-mccollum-delegation-health-care-lawsuit/,,
18406,FALSE,Facebook posts,Says the white man who wanted Rosa Parks’ seat on the bus was suffering from ADHD and anxiety.,7/19/2021,social_media,Gabrielle Settles,08/02/2021,https://www.politifact.com/factchecks/2021/aug/02/facebook-posts/social-media-post-about-passenger-rosa-parks-bus-s/,,
16234,pants-fire,Bloggers,"U.S. Sen. John McCain ""was singlehandedly responsible for starting a fire on (the) USS Forrestal aircraft carrier.""",08/06/2017,blog,Joshua Gillin,08/07/2017,https://www.politifact.com/factchecks/2017/aug/07/blog-posting/posts-blame-john-mccain-deadly-1967-fire-aboard-us/,,
7003,FALSE,Paul Krugman,"A recent report from the president's deficit commission was ""completely empty"" on controlling health care costs.",11/14/2010,other,Angie Drobnic Holan,11/16/2010,https://www.politifact.com/factchecks/2010/nov/16/paul-krugman/paul-krugman-said-obamas-deficit-co-chairs-had-no-/,,
18361,pants-fire,Bloggers,"Says President Donald Trump’s ""executive order leads to capture of ISIS leader, Rasheed Muhammad.""",1/31/2017,blog,Joshua Gillin,02/07/2017,https://www.politifact.com/factchecks/2017/feb/07/blog-posting/trumps-executive-order-did-not-lead-isis-leaders-a/,,
15726,mostly-true,Barack Obama,"The Republican budget plan ""says that 10 years from now, if you’re a 65-year-old who’s eligible for Medicare, you should have to pay nearly $6,400 more than you would today.""",4/13/2011,speech,Robert Farley,4/18/2011,https://www.politifact.com/factchecks/2011/apr/18/barack-obama/president-obama-says-republican-medicare-plan-woul/,,
4835,mostly-false,John Podesta,"Says Hillary Clinton's ""been very clear where she stands on trade.""",6/14/2015,news,Lauren Carroll,6/14/2015,https://www.politifact.com/factchecks/2015/jun/14/john-podesta/hillary-clinton-has-been-very-clear-trade-campaign/,,
3908,mostly-false,Dan Sullivan,"Says Alaska Sen. Mark Begich supported President Barack Obama’s economic policies ""97 percent of the time.""",2/20/2014,campaign,Julie Kliegman,2/21/2014,https://www.politifact.com/factchecks/2014/feb/21/dan-sullivan/begich-supports-97-percent-obamas-economic-policy-/,,
18080,TRUE,Sarah Palin,"Texas prosecutor Rosemary Lehmberg purchased ""72 bottles of vodka in just one store alone, in just over a year.""",8/17/2014,speech,W. Gardner Selby,8/21/2014,https://www.politifact.com/factchecks/2014/aug/21/sarah-palin/palin-recaps-rosemary-lehmbergs-purchase-70-plus-b/,,
18114,mostly-true,Tim Pawlenty,"""Ultimately, after an exhaustive investigation,"" the National Transportation Safety Board concluded that a Minneapolis bridge collapsed in 2007 ""because of an original design flaw dating back to the 1960s.""",01/11/2011,news,Louis Jacobson,3/30/2011,https://www.politifact.com/factchecks/2011/mar/30/tim-pawlenty/tim-pawlenty-writes-ntsb-ruled-minneapolis-bridge-/,,
11553,TRUE,Morgan Griffith,"""From 1972 until 2011, the number of EPA employees increased by 107 percent while the number of total federal personnel decreased by 15 percent.""",3/25/2014,testimony,Nancy Madsen,4/14/2014,https://www.politifact.com/factchecks/2014/apr/14/morgan-griffith/rep-morgan-griffith-says-epa-job-growth-outstips-u/,,
20829,TRUE,Nicholas Kristof,"""The United States right now incarcerates more African-Americans as a percentage than apartheid South Africa did.""",12/04/2014,television,Jon Greenberg,12/11/2014,https://www.politifact.com/factchecks/2014/dec/11/nicholas-kristof/kristof-us-imprisons-blacks-rates-higher-south-afr/,,
13534,mostly-false,House Majority PAC,"Says Charlie Bass supports Paul Ryan plan that forces seniors to pay $6,400 a year more for health care so millionaires can pay less in taxes.",9/26/2012,campaign,Maryalice Gill,10/31/2012,https://www.politifact.com/factchecks/2012/oct/31/house-majority-pac/does-supporting-ryan-budget-plan-mean-you-want-sen/,,
11251,FALSE,Matt Schlapp,"The Trump administration’s policy of separating families is ""the same way Barack Obama did it.""",6/15/2018,news,John Kruzel,6/19/2018,https://www.politifact.com/factchecks/2018/jun/19/matt-schlapp/no-donald-trumps-separation-immigrant-families-was/,,
3003,pants-fire,Universal News Portal,"Says Jennifer Aniston said, ""Me and all the Trump supporter celebrities decide to make a company named ‘celebrities for Trump’""",03/10/2018,news,Amy Sherman,03/12/2018,https://www.politifact.com/factchecks/2018/mar/12/universal-news-portal/headline-jennifer-aniston-formed-celebrities-trump/,,
19172,mostly-false,Tina Freitas,"State Sen. Emmett Hanger ""has voted for the three largest tax increases - proposed tax increases - in Virginia history.""",04/08/2019,radio,Warren Fiske,4/30/2019,https://www.politifact.com/factchecks/2019/apr/30/tina-freitas/contrary-tina-freitas-emmett-hanger-didnt-vote-thr/,,
11328,mostly-false,National Republican Congressional Committee,"Democratic Reps. Cicilline, Boswell, Carnahan and Critz ""demanded that Congress vote to increase the nation’s debt limit without making any spending cuts.""",06/03/2011,other,Robert Farley,06/03/2011,https://www.politifact.com/factchecks/2011/jun/03/national-republican-congressional-committee/nrcc-robocall-debt-ceiling-spending-cuts/,,
16339,FALSE,Ron Johnson,"""All these athletes are dropping dead on the field"" after receiving the COVID-19 vaccination.",1/26/2022,radio,Laura Schulte,1/28/2022,https://www.politifact.com/factchecks/2022/jan/28/ron-johnson/johnson-wrong-claim-covid-vaccines-are-killing-ath/,,
11451,half-true,One New Jersey,"Says New Jersey is ""down nearly 200,000 jobs from its pre-recession peak"" and with Gov. Chris Christie ""New Jersey has trailed the rest of America when it comes to unemployment"" for 12 consecutive months.",1/26/2012,news,Erin O'Neill,02/07/2012,https://www.politifact.com/factchecks/2012/feb/07/one-new-jersey/one-new-jersey-chris-christie-view-states-jobs-sit/,,
1989,mostly-false,Cory Mason,"""Republican (small business tax cut) bill spends $80 million for better Google searches, not job creation""",1/13/2011,news,Tom Kertscher,1/26/2011,https://www.politifact.com/factchecks/2011/jan/26/cory-mason/wisconsin-state-rep-cory-mason-says-republican-bil/,,
8205,half-true,Alexandria Ocasio-Cortez,"""70 percent of Americans believe in improved and expanded Medicare for All.""",02/05/2019,news,Jon Greenberg,02/06/2019,https://www.politifact.com/factchecks/2019/feb/06/alexandria-ocasio-cortez/ocasio-cortez-70-support-medicare-all/,,
