Unnamed: 0,verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link,Toxicity,Fact assessment
12447,true,John Edwards,"""If you are African-American in this country today, you are likely to have a net worth of about 10 percent of what white families have.""",1/21/2008,speech,Miranda Blue,1/22/2008,https://www.politifact.com/factchecks/2008/jan/22/john-edwards/black-and-white-family-net-worth-disparity-true/,1,True
8230,mostly-true,Bernie Sanders,"""The top one-tenth of 1 percent"" of Americans ""own almost as much wealth as the bottom 90 percent.""",7/1/2015,speech,Tom Kertscher,7/29/2015,https://www.politifact.com/factchecks/2015/jul/29/bernie-sanders/bernie-sanders-madison-claims-top-01-americans-hav/,1,True
10988,half-true,Rick Perry,"""I had five of my citizens that were killed last week"" because of border security problems.",11/8/2010,news,Ciara O'Rourke,11/10/2010,https://www.politifact.com/factchecks/2010/nov/10/rick-perry/gov-rick-perry-said-five-his-citizens-were-killed-/,1,No verdict
9453,false,Facebook posts,"A judge has ordered a ""HAND RECOUNT by an INDEPENDENT COMMISSION in the state of Michigan, following hard evidence of voting fraud by Detroit City Election Commission.""",11/10/2020,other,Daniel Funke,11/11/2020,https://www.politifact.com/factchecks/2020/nov/11/facebook-posts/michigan-judge-has-not-called-hand-recount/,1,false
20994,false,Donald Trump,"""The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me.""",11/13/2016,social_media,Lauren Carroll,11/15/2016,https://www.politifact.com/factchecks/2016/nov/15/donald-trump/donald-trump-says-new-york-times-apologized-bad-co/,3,No verdict
18739,false,Facebook posts,Images show Highland Park shooter had antifa connection,7/4/2022,social_media,Yacob Reyes,7/7/2022,https://www.politifact.com/factchecks/2022/jul/07/facebook-posts/no-evidence-ties-highland-park-shooter-antifa/,1,No verdict
2980,false,Jody Hice,"Democrats ""spent 4 years refusing to acknowledge Trump’s 2016 victory.""",11/12/2020,social_media,Hayat Norimine,11/24/2020,https://www.politifact.com/factchecks/2020/nov/24/jody-hice/did-democrats-refuse-acknowledge-trumps-2016-victo/,1,false
17654,mostly-true,Lamar Smith,"""Illegal immigrants currently occupy 8 million jobs.""",12/15/2009,news,Meghan Ashford-Grooms,1/12/2010,https://www.politifact.com/factchecks/2010/jan/12/lamar-smith/rep-lamar-smith-says-immigrants-hold-8-million-job/,1,No verdict
17848,false,Eric Bolling,"""USPS loses $1.46 each Amazon package it delivers.""",4/4/2018,social_media,Manuela Tobias,4/6/2018,https://www.politifact.com/factchecks/2018/apr/06/eric-bolling/usps-amazon-lose-146-every-package-delivers/,1,False
4017,half-true,Randy Forbes,"China is ""going to have twice the number of submarines we have in just over a decade.""",4/21/2016,radio,Sean Gorman,5/2/2016,https://www.politifact.com/factchecks/2016/may/02/randy-forbes/forbes-says-chinas-submarine-fleet-will-double-uni/,,no verdict
18691,mostly-true,Tom Coburn,"""One in 19 Americans today get SSDI or SSI. That's one in 19 Americans (who) are disabled.""",12/1/2010,meeting,Louis Jacobson,12/14/2010,https://www.politifact.com/factchecks/2010/dec/14/tom-coburn/tom-coburn-says-one-every-19-americans-gets-ssdi-o/,1,No verdict
5082,true,Stephen Colbert,John Paul Stevens is the only Protestant on the U.S. Supreme Court.,4/12/2010,news,Catharine Richert,4/14/2010,https://www.politifact.com/factchecks/2010/apr/14/stephen-colbert/colbert-claims-justice-john-paul-stevens-last-prot/,1,False
8378,half-true,Ginny Brown-Waite,"AARP is ""the largest reseller of insurance in the country"" and ""has a vested interest in seeing that the market for reselling supplemental insurance expands.""",9/9/2009,statement,Angie Drobnic Holan,9/29/2009,https://www.politifact.com/factchecks/2009/sep/29/ginny-brown-waite/aarp-insurance-health-reform-conflict/,1,No verdict
12271,mostly-true,Bob Barr,"Eliminating earmarks ""would make barely a drop in the bucket with regard to the national debt, the deficit.""",5/12/2008,news,Shawn Zeller,5/13/2008,https://www.politifact.com/factchecks/2008/may/13/bob-barr/billions-of-difference-amounts-to-not-much/,1,True
12831,false,Hillary Clinton,"Says ""all my grandparents"" immigrated to America.",4/15/2015,other,Katie Sanders,4/16/2015,https://www.politifact.com/factchecks/2015/apr/16/hillary-clinton/hillary-clinton-flubs-familys-immigration-history-/,1,no verdict
5659,false,Facebook posts,Illinois high school to implement race-based grading system in 2022-2023 school year,5/31/2022,social_media,Jill Terreri Ramos,6/3/2022,https://www.politifact.com/factchecks/2022/jun/03/facebook-posts/no-illinois-high-school-not-grading-students-based/,1,No verdict
1295,half-true,Michael Bloomberg,"Says of President Donald Trump’s actions on the coronavirus: ""No. 1, he fired the pandemic team two years ago. No. 2, he's been defunding the Centers for Disease Control.""",2/26/2020,television,Louis Jacobson,2/28/2020,https://www.politifact.com/factchecks/2020/feb/28/michael-bloomberg/did-donald-trump-fire-pandemic-officials-defund-cd/,1,true
2364,false,Viral image,Photos show gas costs nearly $10 in the Carolinas.,5/11/2021,social_media,Ciara O'Rourke,5/13/2021,https://www.politifact.com/factchecks/2021/may/13/viral-image/why-some-gas-stations-are-advertising-999-unleaded/,1,No verdict
2220,half-true,Greg Abbott,"""The City of Austin is dedicating more than $20,000 PER HOMELESS PERSON in Austin.""",10/10/2019,social_media,Madlin Mekelburg,10/17/2019,https://www.politifact.com/factchecks/2019/oct/17/greg-abbott/how-much-does-city-austin-spend-homeless-person/,1,No verdict
14655,mostly-false,Richard Irvin,"""In my first year in office, Aurora homicides went down by 40%.""",2/20/2022,social_media,Analisa Trofimuk,3/6/2022,https://www.politifact.com/factchecks/2022/mar/06/richard-irvin/aurora-mayor-richard-irvin-says-he-reduced-homicid/,1,No verdict
1513,mostly-false,Democratic Underground,"""The second-largest investor in Regeneron"" is a firm whose CEO is Ron DeSantis’ ""number one political donor.""",8/17/2021,social_media,Tom Kertscher,8/19/2021,https://www.politifact.com/factchecks/2021/aug/19/democratic-underground/firm-led-top-donor-fla-gov-ron-desantis-donor-isnt/,1,no verdict
21063,mostly-false,Erin Lynch,"""The average age of the minimum wage worker is 35 years old.""",6/11/2014,speech,C. Eugene Emery Jr.,6/20/2014,https://www.politifact.com/factchecks/2014/jun/20/erin-lynch/sen-erin-lynch-says-35-average-age-people-earning-/,1,False
7539,mostly-true,Lupe Valdez,"""One in six Texans don’t have health care. We’re the most uninsured state in the U.S.""",5/23/2018,news,W. Gardner Selby,5/31/2018,https://www.politifact.com/factchecks/2018/may/31/lupe-valdez/lupe-valdez-1-6-Texans-lack-health-care-uninsured-/,1,True
3136,false,Nancy Pelosi,"""There’s bipartisan consensus that (Matthew Whitaker’s) appointment violates the Appointments Clause of the Constitution.""",11/16/2018,news,John Kruzel,11/29/2018,https://www.politifact.com/factchecks/2018/nov/29/nancy-pelosi/nancy-pelosi-wrong-legal-debate-over-attorney-gene/,1,No verdict
8505,half-true,Matthew Dowd,"""Barack Obama is in an economy that's only worsened since he's been president of the United States.""",12/12/2010,news,Louis Jacobson,12/13/2010,https://www.politifact.com/factchecks/2010/dec/13/matthew-dowd/matthew-dowd-says-economy-has-only-worsened-under-/,1,False
13173,half-true,Mark Warner,"""If you look at our tax mix, the share of corporate revenues as a percentage of our overall revenue mix has declined by about half over the last 30 years.""",6/27/2011,news,Jacob Geiger,7/2/2011,https://www.politifact.com/factchecks/2011/jul/02/mark-warner/mark-warner-says-corporate-taxes-share-us-revenue-/,1,No verdict
7629,false,Viral image,Poll shows that men are more likely to do chores than women in U.S. households.,5/18/2021,social_media,Ciara O'Rourke,5/19/2021,https://www.politifact.com/factchecks/2021/may/19/viral-image/no-poll-didnt-find-men-are-more-likely-do-chores-w/,1,No verdict
9435,mostly-true,Newt Gingrich,"Says ""Hillary (Clinton) wants to increase the number (of Syrian refugees) by 500 percent.""",7/20/2016,speech,C. Eugene Emery Jr.,7/20/2016,https://www.politifact.com/factchecks/2016/jul/21/newt-gingrich/gingrich-says-clinton-wants-increase-number-syrian/,1,False
9938,false,Bryce Reeves,"Gov. Terry McAuliffe ""has made several statements that he would love to be in a Cabinet secretary position with the Clinton administration.""",6/17/2016,radio,Warren Fiske,6/27/2016,https://www.politifact.com/factchecks/2016/jun/27/bryce-reeves/bryce-reeves-falsely-says-terry-mcauliffe-has-voic/,1,No verdict
19205,pants-fire,Viral image,"Says Anthony Fauci ""is married to Ghislaine Maxwell’s sister.""",7/7/2020,social_media,Ciara O'Rourke,7/7/2020,https://www.politifact.com/factchecks/2020/jul/07/viral-image/no-fauci-isnt-married-ghislaine-maxwells-sister/,,false
7064,false,Scott Perry,"The coronavirus ""was constructed in the Wuhan Institute of Virology.""",10/17/2020,news,Tom Kertscher,10/26/2020,https://www.politifact.com/factchecks/2020/oct/26/scott-perry/pa-rep-scott-perry-airs-debunked-claim-wuhan-lab-c/,1,False
551,false,Chain email,"""The Clintons now charge the Secret Service $10,000 monthly rent for the use of (a) Secret Service residence and that rent is just about equal to their mortgage payment.""",9/17/2007,email,Bill Adair,10/20/2007,https://www.politifact.com/factchecks/2007/oct/20/chain-email/the-clintons-dont-receive-money-from-secret-servic/,1,False
8845,pants-fire,Jim Moran,"House Republicans required the use of Styrofoam cups in House cafeterias that are ""part of Koch Industries.""",5/28/2011,speech,Wes Hester,6/1/2011,https://www.politifact.com/factchecks/2011/jun/01/jim-moran/rep-moran-says-gop-requires-use-cups-house-cafeter/,1,No verdict
20697,half-true,Charlotte Lehan,"Says Oak Grove is ""one of the largest cities in Oregon"" and is ""the biggest city in Clackamas County and it's not a city.""",1/8/2013,news,Janie Har,1/30/2013,https://www.politifact.com/factchecks/2013/jan/30/charlotte-lehan/oak-grove-one-largest-cities-oregon-clackamas-coun/,1,false
18022,pants-fire,Bloggers,"""White busses marked ‘Soros Riot Dance Squad’ spotted in Michigan: It’s official, the riots are staged.""",6/2/2020,blog,Ciara O'Rourke,6/3/2020,https://www.politifact.com/factchecks/2020/jun/03/blog-posting/photos-george-soros-riot-dance-squad-buses-were-do/,1,False
6055,pants-fire,Donald Trump,"When Congress sought documents from President Barack Obama, the White House ""didn’t do anything. They didn’t give one letter of the request. Many requests were made. They didn’t give a letter.""",3/5/2019,speech,Louis Jacobson,3/8/2019,https://www.politifact.com/factchecks/2019/mar/08/donald-trump/did-obamas-white-house-refuse-turn-over-any-docume/,1,False
17776,true,Jeremy Bird,"""90% of Americans want national background checks that close loopholes.""",10/2/2015,social_media,W. Gardner Selby,10/5/2015,https://www.politifact.com/factchecks/2015/oct/05/jeremy-bird/jeremy-bird-says-90-percent-americans-want-mandato/,1,No verdict
6839,half-true,Jamie Weinstein,"The states that are doing ""better"" are the ones that have no state income tax.",7/18/2014,speech,Derek Tsang,7/28/2014,https://www.politifact.com/factchecks/2014/jul/28/jamie-weinstein/are-states-without-income-tax-doing-better-ones-do/,1,No verdict
12267,mostly-false,Tom Tiffany,"""The seasonal cold and flu is actually more dangerous for kids than the Coronavirus"" and ""there is very low transmissibility from children to their families and communities.""",8/8/2021,social_media,Allison Garfield,10/28/2021,https://www.politifact.com/factchecks/2021/oct/28/tom-tiffany/children-families-community-covid-transmissibility/,1,False
16952,true,John Dennis,"Taxpayers pay $18,000 a month for House Speaker Nancy Pelosi's district office in downtown San Francisco.",9/14/2010,campaign,Robert Farley,9/15/2010,https://www.politifact.com/factchecks/2010/sep/15/john-dennis/gop-rival-says-taxpayers-pay-18000month-nancy-pelo/,1,No verdict
12841,false,Facebook posts,"Rep. Devin Nunes, R-Calif., said ""defending Trump is more important than the United States.""",2/23/2020,social_media,Daniel Funke,2/25/2020,https://www.politifact.com/factchecks/2020/feb/25/facebook-posts/liberal-facebook-groups-blogs-fabricate-devin-nune/,1,false
6600,half-true,Bruce Rauner,"""There’s more union jobs growing in Texas, which is a right-to-work state, than in Illinois, and factory workers make more money in Texas than they do in Illinois.""",5/11/2018,meeting,Kiannah Sepeda-Miller,5/24/2018,https://www.politifact.com/factchecks/2018/may/24/bruce-rauner/rauner-says-texas-more-union-job-friendly-illinois/,1,No verdict
17295,mostly-true,Catherine Cortez Masto,"Says ""Joe Heck voted 10 times to defund Planned Parenthood ... and Heck opposes a woman's right to choose, even when her health is at risk.""",8/29/2016,advertisement,Riley Snyder,9/6/2016,https://www.politifact.com/factchecks/2016/sep/06/catherine-cortez-masto/catherine-cortez-masto-largely-right-say-opponent-/,1,No verdict
17593,mostly-false,Leah Vukmir,"Tammy Baldwin ""opposed displaying the flag and reciting the Pledge of Allegiance or singing the National Anthem in our classrooms.""",6/1/2018,social_media,Diana Dombrowski,7/20/2018,https://www.politifact.com/factchecks/2018/jul/20/leah-vukmir/sen-tammy-baldwins-patriotism-questioned-challenge/,1,False
17509,false,Alan Grayson,Says Daniel Webster thinks wives should submit to their husbands.,9/25/2010,advertisement,Aaron Sharockman,9/28/2010,https://www.politifact.com/factchecks/2010/sep/28/alan-grayson/alan-grayson-calls-opponent-taliban-daniel-webster/,1,No verdict
4140,half-true,Tim Kaine,"Says his father-in-law, former Gov. Linwood Holton, ""integrated Virginia public schools.""",8/4/2016,speech,Warren Fiske,8/15/2016,https://www.politifact.com/factchecks/2016/aug/15/tim-kaine/tim-kaine-over-credits-his-father-law-linwood-holt/,1,no verdict
10801,false,George LeMieux,"Says Connie Mack ""failed to pay his child support.""",2/27/2012,advertisement,Amy Sherman,2/29/2012,https://www.politifact.com/factchecks/2012/feb/29/george-lemieux/lemieux-says-connie-mack-failed-pay-his-child-supp/,1,No verdict
16660,mostly-true,Bobby Jindal,"""Our economy (in Louisiana) has grown 50 percent faster than the national GDP, even since the national recession.""",2/26/2014,news,Louis Jacobson,2/27/2014,https://www.politifact.com/factchecks/2014/feb/27/bobby-jindal/bobby-jindal-says-louisianas-growth-has-outpaced-n/,1,No verdict
702,false,Jim Sullivan,"Says he ""led the effort to build a new (University of Wisconsin-Milwaukee) engineering campus in Wauwatosa.""",11/2/2010,campaign,Tom Kertscher,1/6/2011,https://www.politifact.com/factchecks/2011/jan/06/jim-sullivan/milwaukee-county-executive-candidate-jim-sullivan-/,1,no verdict
20642,mostly-false,Bloggers,"""New Zealand okays euthanasia for COVID patients.""",12/20/2021,blog,Samantha Putterman,1/11/2022,https://www.politifact.com/factchecks/2022/jan/11/blog-posting/new-zealand-didnt-ok-euthanasia-covid-19-patients-/,1,False
8470,mostly-true,Patrick Murphy,"Says ""Marco Rubio would take away a woman’s right to choose for victims of rape or incest.""",9/20/2016,campaign,Joshua Gillin,9/23/2016,https://www.politifact.com/factchecks/2016/sep/23/patrick-murphy/rubio-would-not-allow-rape-or-incest-exceptions-ab/,1,No verdict
3600,false,Donald Trump,"Video shows California election workers ""cheating"" by collecting ballots from drop box on Nov. 4.",11/11/2020,social_media,Chris Nichols,11/11/2020,https://www.politifact.com/factchecks/2020/nov/11/donald-trump/president-trump-shares-misleading-video-falsely-ca/,1,No verdict
2370,mostly-false,Jorge Ramos,"""The most popular name is no longer John or Steven. It's Jose, Camilo and Maria.""",12/5/2013,television,Jon Greenberg,12/9/2013,https://www.politifact.com/factchecks/2013/dec/09/jorge-ramos/univisions-ramos-names-jose-camilo-and-maria-are-m/,1,No verdict
15086,false,Viral image,"Says two patients at Valley Regional Medical Center in Brownsville, Texas, ""are being looked at"" for possible coronavirus infections.",3/2/2020,social_media,Ciara O'Rourke,3/3/2020,https://www.politifact.com/factchecks/2020/mar/03/viral-image/no-brownsville-texas-hospital-isnt-treating-two-co/,1,No verdict
14032,mostly-false,Nancy Pelosi,"A bill to aid state and local governments ""is fully paid-for by closing costly corporate tax loopholes.""",8/10/2010,news,Louis Jacobson,8/13/2010,https://www.politifact.com/factchecks/2010/aug/13/nancy-pelosi/nancy-pelosi-says-state-local-aid-bill-fully-paid-/,1,No verdict
5723,true,Bill Weimer,"""Fireworks have never been safer, and their use continues to increase each year.""",6/26/2012,news,Tom Feran,7/4/2012,https://www.politifact.com/factchecks/2012/jul/04/bill-weimer/fireworks-executive-says-theyve-never-been-safer-a/,1,No verdict
12819,mostly-false,Charlie Crist,"Says Jeb Bush ""extended early voting"" after seeing ""long lines.""",11/4/2012,news,Katie Sanders,11/8/2012,https://www.politifact.com/factchecks/2012/nov/08/charlie-crist/charlie-crist-says-jeb-bush-extended-early-voting/,1,No verdict
12144,pants-fire,Ted Cruz,"Says Chuck Hagel’s nomination as defense secretary ""has been publicly celebrated by the Iranian government.""",2/1/2013,news,W. Gardner Selby,2/21/2013,https://www.politifact.com/factchecks/2013/feb/21/ted-cruz/ted-cruz-says-hagel-nomination-publicly-celebrated/,1,no verdict
2528,mostly-true,Jim Huffman,"""Twice as much (federal) money is going back to Hawaii, Virginia and Alaska than is coming home to Oregon.""",9/2/2010,news,Janie Har,9/30/2010,https://www.politifact.com/factchecks/2010/sep/30/jim-huffman/jim-huffman-blames-ron-wyden-not-getting-more-fede/,1,No verdict
15313,false,Facebook posts,Says Leonardo DiCaprio gave Ukraine $10 million.,3/5/2022,social_media,Ciara O'Rourke,3/11/2022,https://www.politifact.com/factchecks/2022/mar/11/facebook-posts/no-leonardo-dicaprio-didnt-give-10-million-ukraine/,,False
15443,mostly-false,Scott Walker,"Says potential Democratic opponent Mary Burke ""implemented the policies of Jim Doyle. Those are the policies that, in his last term, saw the state lose more than 133,000 jobs.""",8/30/2013,news,James B. Nelson,9/18/2013,https://www.politifact.com/factchecks/2013/sep/18/scott-walker/gov-scott-walker-says-policies-democrat-jim-doyle-/,1,no verdict
5252,mostly-false,Allen West,"Says Patrick Murphy is trying to ""hide his drunken assault of a police officer.""",10/8/2012,advertisement,Amy Sherman,10/16/2012,https://www.politifact.com/factchecks/2012/oct/16/allen-west/allen-west-attacks-patrick-murphy-drunken-assault-/,1,No verdict
1530,half-true,Foundation for Florida's Future,''Both Democrats and Republicans are advocating for the use of student test scores to measure teacher effectiveness.'',3/26/2010,news,Carol Rosenberg,4/2/2010,https://www.politifact.com/factchecks/2010/apr/02/foundation-floridas-future/foundation-floridas-future-claims-theres-bipartisa/,1,No verdict
11914,false,Shawn Lindsay,"Says, ""Yet in Salem they have traditionally waited until the money is almost gone to pay for the most important things in our state’s budget.""",6/21/2012,campaign,Janie Har,6/26/2012,https://www.politifact.com/factchecks/2012/jun/26/shawn-lindsay/does-salem-traditionally-wait-until-money-almost-g/,1,no verdict
3284,true,Wisconsin Republican Legislative leaders,"Wisconsin’s 2019-21 budget produced the first positive general fund balance since 2000, and the governor’s proposed 2021-23 budget would return it to a deficit.",4/7/2021,social_media,Madeline Heim,5/25/2021,https://www.politifact.com/factchecks/2021/may/25/wisconsin-republican-legislative-leaders/yes-evers-proposed-budget-would-return-states-gene/,1,No verdict
15807,mostly-false,Facebook posts,"""So 2 doctors from Bakersfield discover that coronavirus mortality rate is 0.03%. 13x less deadly than what was previously thought! Their analysis has since been banned from YouTube.""",4/28/2020,social_media,Bill McCarthy,5/7/2020,https://www.politifact.com/factchecks/2020/may/07/facebook-posts/facebook-post-cites-doctors-widely-disputed-calcul/,1,No verdict
9202,mostly-true,Facebook posts,"Police in the United States are allowed to use tear gas even though it ""has been classified as a chemical weapon and banned in international conflict since 1993.""",8/25/2014,social_media,Louis Jacobson,8/26/2014,https://www.politifact.com/factchecks/2014/aug/26/facebook-posts/tear-gas-was-banned-warfare-1993-police-1997/,1,True
14736,false,Dan Patrick,"Under David Dewhurst’s leadership, the Texas ""Senate passed an expansion of in-state tuition and free health care to illegal immigrants.""",4/28/2014,advertisement,W. Gardner Selby,5/15/2014,https://www.politifact.com/factchecks/2014/may/15/dan-patrick/dan-patrick-misinterprets-texas-senate-votes-measu/,1,No verdict
15473,false,Jason Conger,"Says ""the mandate is 71 times that a child’s body will be injected with a disease"" for immunizations.",6/19/2013,speech,Janie Har,6/29/2013,https://www.politifact.com/factchecks/2013/jun/29/jason-conger/are-oregon-children-subjected-71-immunization-shot/,,false
12677,mostly-true,Barbara Boxer,"""Since 1995, the top 400 wealthiest families have seen their incomes go up 400 percent and their tax rates go down 40 percent.""",9/20/2011,news,Louis Jacobson,9/21/2011,https://www.politifact.com/factchecks/2011/sep/21/barbara-boxer/barbara-boxer-says-400-richest-taxpayers-saw-incom/,1,No verdict
20769,true,Dennis Kucinich,"The Bush tax cuts ""helped to create a substantial part of the deficit.""",4/13/2011,radio,Tom Feran,4/29/2011,https://www.politifact.com/factchecks/2011/apr/29/dennis-kucinich/rep-dennis-kucinich-says-bush-tax-cuts-caused-subs/,1,True
1201,half-true,Democratic National Committee,"""In Trump’s first year as president, job growth slowed to a six-year low.""",1/16/2018,blog,Louis Jacobson,1/16/2018,https://www.politifact.com/factchecks/2018/jan/16/democratic-national-committee/dnc-strains-find-problems-current-job-market/,1,True
9440,false,Joe Leibham,Says Common Core is a federal mandate.,7/19/2014,news,Tom Kertscher,7/25/2014,https://www.politifact.com/factchecks/2014/jul/25/joe-leibham/federal-government-required-states-adopt-common-co/,,False
5890,false,Tom Barrett,"Says Gov. Scott Walker made ""draconian cuts"" to public safety budgets that put police officers at ""greater risk of harm.""",5/24/2012,blog,Dave Umhoefer,6/3/2012,https://www.politifact.com/factchecks/2012/jun/03/tom-barrett/tom-barrett-says-gov-scott-walkers-budget-made-dra/,1,no verdict
2141,half-true,Pat Buchanan,"""Right now, one third of all illegal aliens are going to California.""",7/17/2014,news,Linda Qiu,7/23/2014,https://www.politifact.com/factchecks/2014/jul/23/pat-buchanan/pat-buchanan-right-now-one-third-all-illegal-alien/,1,no verdict
20012,mostly-true,Bernie Sanders,"""Making public colleges and universities tuition-free, that exists in countries all over the world, used to exist in the United States.""",2/4/2016,speech,Amy Sherman,2/9/2016,https://www.politifact.com/factchecks/2016/feb/09/bernie-sanders/was-college-once-free-united-states-and-it-oversea/,1,True
14895,false,Facebook posts,"""There are people trying to make legal age of consent 4 years old.""",9/7/2020,social_media,Ciara O'Rourke,10/31/2020,https://www.politifact.com/factchecks/2020/oct/31/facebook-posts/no-evidence-people-are-trying-lower-age-consent-4/,1,false
10243,pants-fire,YourNewsWire.com,"""Lisa Page squeals: DNC server was not hacked by Russians.""",7/17/2018,news,Amy Sherman,7/20/2018,https://www.politifact.com/factchecks/2018/jul/20/yournewswirecom/no-evidence-former-fbi-lawyer-lisa-page-blamed-chi/,1,False
7540,false,Tweets,"A list shows over 14,000 dead people voted in Wayne County, Michigan.",11/5/2020,social_media,Clara Hendrickson,11/6/2020,https://www.politifact.com/factchecks/2020/nov/07/tweets/list-does-not-show-over-14000-dead-people-cast-bal/,1,false
17258,half-true,Laura Tyson,"The United States is ""number 14, number 15"" in college graduation rates, and ""we're leading the world in high school dropout rates.""",8/15/2010,news,Louis Jacobson,8/17/2010,https://www.politifact.com/factchecks/2010/aug/17/laura-tyson/laura-tyson-correct-us-lag-college-grads-overstate/,1,No verdict
20900,false,Debbie Wasserman Schultz,"Says CNN's Wolf Blitzer was wrong to say that ""the wealthiest Americans, they pay the most in taxes already -- 50 percent of Americans don't even pay any federal income tax.""",9/12/2011,news,Becky Bowers,9/16/2011,https://www.politifact.com/factchecks/2011/sep/16/debbie-wasserman-schultz/debbie-wasserman-schultz-says-wolf-blitzer-was-wro/,,True
1698,false,Facebook posts,Justin Bieber’s Ramsay Hunt syndrome and Hailey Bieber’s blood clot were caused by COVID-19 vaccines.,6/11/2022,social_media,Jeff Cercone,6/14/2022,https://www.politifact.com/factchecks/2022/jun/15/facebook-posts/no-evidence-justin-biebers-facial-paralysis-caused/,1,False
4670,half-true,Hillary Clinton,"""If West Virginia had voted for our Democratic nominee in 2000 and 2004, we wouldn't have had to put up with George Bush for the last 7 years.""",5/12/2008,other,Amy Hollyfield,5/15/2008,https://www.politifact.com/factchecks/2008/may/15/hillary-clinton/2000-yes-but-not-2004/,2,False
18321,mostly-false,Glenn Beck,"Van Jones ""is an avowed, self-avowed radical revolutionary communist.""",9/1/2009,radio,Robert Farley,9/8/2009,https://www.politifact.com/factchecks/2009/sep/08/glenn-beck/glenn-beck-says-van-jones-avowed-communist/,1,false
6968,mostly-true,Arne Duncan,"""One generation ago we led the world in college graduation. We're 16th today.""",1/12/2012,speech,Tom Feran,1/20/2012,https://www.politifact.com/factchecks/2012/jan/20/arne-duncan/arne-duncan-says-us-has-dropped-no-1-no-16-world-c/,1,No verdict
213,false,Viral image,"""At the PEAK of slavery in 1860, only 1.4% of Americans owned slaves. What your history books (don't) tell you is that 3,000 blacks owned a total of 20,000 slaves the same year.""",8/22/2017,social_media,Louis Jacobson,8/24/2017,https://www.politifact.com/factchecks/2017/aug/24/viral-image/viral-post-gets-it-wrong-extent-slavery-1860/,1,False
