created_at_fuzzy,state_likely_tweeted_from,text,source,display_text_width,lang,favorite_count,retweet_count,is_quote,followers_count,friends_count,listed_count,statuses_count,favourites_count,cleaned_text,Toxicity,Fact assessment,Trivia question,Offensive Assessment
2020-10-08T07:48:34Z,Oregon,"We're not electing a dictator. The president is not infallible and should not be followed out of blind loyalty. We should absolutely be willing and able to call them out on bullshit.

And Biden and Harris both have a history of some bullshit.",Twitter for Android,242,en,1,0,FALSE,678,1179,34,146317,266836,"We're not electing a dictator. The president is not infallible and should not be followed out of blind loyalty. We should absolutely be willing and able to call them out on bullshit.

And Biden and Harris both have a history of some bullshit.",7,'no verdict',,
2020-12-25T11:32:41Z,Pennsylvania,"@PreetBharara I've always stood by *pled*, until the Trump Twitter Gang always uses *pleaded*. Now pleaded is in my brain.",Twitter for Android,108,en,0,0,FALSE,164,242,7,22893,18428,"@PreetBharara I've always stood by *pled*, until the Trump Twitter Gang always uses *pleaded*. Now pleaded is in my brain.",2,'no verdict',,
2020-11-26T07:20:31Z,Indiana,"@DenaePFA @WajahatAli Got this Bible verse from Billy Graham speaking in England:

""The wicked are estranged from the womb: they go astray as soon as they be born, speaking lies."" Psalm 58:3 KJV

Tell me it's not worth it just for that verse about Trump!",Twitter Web App,232,en,1,0,FALSE,5781,6037,3,23623,21302,"@DenaePFA @WajahatAli Got this Bible verse from Billy Graham speaking in England:

""The wicked are estranged from the womb: they go astray as soon as they be born, speaking lies."" Psalm 58:3 KJV

Tell me it's not worth it just for that verse about Trump!",7,'no verdict',,
2020-10-17T14:04:04Z,Pennsylvania,"@AndrewBatesNC Except he said he would cancel Trump's tax cut which would increase taxes on the Middle class.   Net tax increase,  vote Trump",Twitter for Android,126,en,0,0,FALSE,118,352,3,3802,4830,"@AndrewBatesNC Except he said he would cancel Trump's tax cut which would increase taxes on the Middle class.   Net tax increase,  vote Trump",7,FALSE,,
2021-03-25T06:10:17Z,Texas,@laurenboebert The president of Mexico blames Biden,Twitter for Android,36,en,0,0,FALSE,7,58,0,158,124,@laurenboebert The president of Mexico blames Biden,3,FALSE,,
2020-11-15T13:47:51Z,Maine,"@CassandraAhearn PS
@Twitter  @Jack  @TwitterSupport 
#DeactivateTrump 
#SuspendTrump 
Trump uses Twitter to incite violence with lies. 
Stop the disinformation hurting America! 🇺🇸 
#TrumpLostTheElection 
#TrumpIsFired 

#BidenIsPresidentElect ✅
#BidenHarrisWon ✅
#AmericaWon 🇺🇸 ✅",Twitter Web App,263,en,1,0,FALSE,11320,12314,8,26730,36105,"@CassandraAhearn PS
@Twitter  @Jack  @TwitterSupport 
#DeactivateTrump 
#SuspendTrump 
Trump uses Twitter to incite violence with lies. 
Stop the disinformation hurting America!  
#TrumpLostTheElection 
#TrumpIsFired 

#BidenIsPresidentElect 
#BidenHarrisWon 
#AmericaWon  ",8,'no verdict',,
2021-02-16T01:52:59Z,Utah,Hot take; Romney isn’t against Trump because he’s “apart of the establishment” or whatever. I think he’s just genuinely against him. https://t.co/6S5QgEM3dE,Twitter for iPhone,132,en,16,1,TRUE,298,501,2,3002,5086,Hot take; Romney isn’t against Trump because he’s “apart of the establishment” or whatever. I think he’s just genuinely against him. ,2,'true',,
2020-09-30T23:10:23Z,Hawaii,"Trump actually stood in front of the cameras this morning and said that every poll he had seen said he won last night's debate. 

That's taking pathological lying to the next level.",Twitter Web App,181,en,12,3,FALSE,2689,2491,22,39381,88744,"Trump actually stood in front of the cameras this morning and said that every poll he had seen said he won last night's debate. 

That's taking pathological lying to the next level.",8,'true',,
2021-03-04T07:03:15Z,Iowa,feel free to join in if you ever see me bullying biden on the tl,Twitter for iPhone,64,en,2,0,FALSE,819,450,5,26708,73717,feel free to join in if you ever see me bullying biden on the tl,2,'no verdict',,
2020-09-30T05:47:00Z,Nevada,"@PatriotBee78 Biden was low on substance. Also Biden said he did NOT call our troops ""Stupid bastards""....here is proof he DID and last night LIED about it! https://t.co/mbXpdfC1u9",Twitter Web App,166,en,5,4,FALSE,38505,38626,225,81777,2779,"@PatriotBee78 Biden was low on substance. Also Biden said he did NOT call our troops ""Stupid bastards""....here is proof he DID and last night LIED about it! ",8,'false',,
2020-08-02T23:00:42Z,South Dakota,@momo2Iguess https://t.co/Qm3hfXrSug,Twitter Web App,23,und,1,0,FALSE,4609,453,329,239033,76062,@momo2Iguess ,7,no verdict,,
2020-11-22T16:42:31Z,Oklahoma,"Here are the biggest lies President Donald Trump has told about the coronavirus, from @realcpaz: https://t.co/Tgy5rPQcv5",Twitter Web App,120,en,0,0,FALSE,34,404,0,5387,5591,"Here are the biggest lies President Donald Trump has told about the coronavirus, from @realcpaz: ",3,'no verdict',,
2020-12-10T20:17:30Z,Alabama,@LouDobbs The FAKE NEWS left out the part of MONEY LAUNDERING AND THE BIG GUY no other then CORRUPT JOE BIDEN!  THE BIDEN CRIME FAMILY NEEDS TO BE PROSECUTED AND I BELIEVE THIS IS THE PRELUDE TO THAT HAPPENING SOON!!!!!,Twitter for iPhone,209,en,0,0,FALSE,64,57,0,7993,4419,@LouDobbs The FAKE NEWS left out the part of MONEY LAUNDERING AND THE BIG GUY no other then CORRUPT JOE BIDEN!  THE BIDEN CRIME FAMILY NEEDS TO BE PROSECUTED AND I BELIEVE THIS IS THE PRELUDE TO THAT HAPPENING SOON!!!!!,8,FALSE,,
2021-04-07T13:09:47Z,Arkansas,Court tosses Trump rule limiting emissions regulations https://t.co/H6atV3ccpZ,Twitter for Android,78,en,0,0,FALSE,548,268,6,23102,57739,Court tosses Trump rule limiting emissions regulations ,1,TRUE,,
2020-10-14T08:33:32Z,Michigan,@kirkacevedo @DrDourbine @ProjectLincoln I loved the speech however attacking a whole race is wrong. I am disabled you do not know how much I suffer.  am NOT a Trump backer.,Twitter Web App,132,en,0,0,FALSE,57,7,0,9038,7204,@kirkacevedo @DrDourbine @ProjectLincoln I loved the speech however attacking a whole race is wrong. I am disabled you do not know how much I suffer.  am NOT a Trump backer.,3,'true',,
2021-03-18T09:29:38Z,Mississippi,Mississippi is among 21 other states suing the Biden Administration over the Keystone XL Pipeline  https://t.co/yx9ePj418U,SocialNewsDesk,122,en,4,1,FALSE,49973,795,455,113725,2477,Mississippi is among 21 other states suing the Biden Administration over the Keystone XL Pipeline  ,3,'true',,
2020-08-18T18:01:48Z,Minnesota,"Trump administration finalizes plan for Arctic refuge drilling
https://t.co/DfAEVYJhzA",Twitter Web App,86,en,0,0,FALSE,79,173,1,1017,271,"Trump administration finalizes plan for Arctic refuge drilling
",3,TRUE,,
2021-03-13T03:07:01Z,South Carolina,@mog7546 I support no taxes on TRULY FAMILY FARMS but government subsidies should be exacted at the time of transfer. Otherwise 75-80% inheritance tax to punks like trump kids and kushners seems okay. They shouldn’t be allowed to live in America without contributing.  Full stop.,Twitter for iPad,270,en,0,0,FALSE,1650,1713,2,6059,5319,@mog7546 I support no taxes on TRULY FAMILY FARMS but government subsidies should be exacted at the time of transfer. Otherwise 75-80% inheritance tax to punks like trump kids and kushners seems okay. They shouldn’t be allowed to live in America without contributing.  Full stop.,8,FALSE,,
2021-04-03T17:11:51Z,Kentucky,"@johntdowney @TonyD2705 @charliekirk11 I’m not gullible at all, I just can read. You sound like CNN. Say ridiculous things with no facts, then when you’re presented with facts, you just ignore them.

I read all of it. Nothing happened in the court system.

How about Hunter Biden though? 🤑🤑🤑",Twitter for iPhone,252,en,0,0,FALSE,98,173,1,2260,241,"@johntdowney @TonyD2705 @charliekirk11 I’m not gullible at all, I just can read. You sound like CNN. Say ridiculous things with no facts, then when you’re presented with facts, you just ignore them.

I read all of it. Nothing happened in the court system.

How about Hunter Biden though? ",8,'no verdict',,
2020-09-20T21:55:20Z,South Carolina,"Here Is a real reason to award the Nobel Peace Prize ! President Trump coordinated the United Arad Emirates &amp; Bahrrain to recognize Israel as a Soverign Nation ! No  Middle
Eastern Nation has recognized Israel other than as an Enemy from when Isreal was recognized by the U.S. !",Twitter for Android,282,en,0,0,FALSE,2520,2533,42,36822,93,"Here Is a real reason to award the Nobel Peace Prize ! President Trump coordinated the United Arad Emirates &amp; Bahrrain to recognize Israel as a Soverign Nation ! No  Middle
Eastern Nation has recognized Israel other than as an Enemy from when Isreal was recognized by the U.S. !",3,'no verdict',,
2020-10-17T09:35:17Z,Oklahoma,it makes me wonder how representative this person is of the Democratic Party? Maybe this needs to be a Town Hall question for Biden.,Twitter for iPhone,132,en,2,0,FALSE,1998,766,45,6683,5023,it makes me wonder how representative this person is of the Democratic Party? Maybe this needs to be a Town Hall question for Biden.,3,'no verdict',,
2021-02-13T21:38:59Z,Florida,@marcorubio Remember it's Trump before country.,Twitter Web App,47,en,0,0,FALSE,585,567,6,602,6620,@marcorubio Remember it's Trump before country.,7,'true',,
2020-12-12T10:25:56Z,South Dakota,"https://t.co/fzrCClmnt9
Big Trump supporter
I won’t buy there ever",Twitter for iPhone,66,en,14,0,FALSE,1654,2027,35,61008,88612,"
Big Trump supporter
I won’t buy there ever",7,'no verdict',,
2021-03-23T23:02:21Z,Illinois,More 'damaging revelations' about Trump administration to drop thanks to long-delayed IG reports https://t.co/butQKqADXT,Twitter Web App,120,en,1,0,FALSE,2278,5000,4,29097,23882,More 'damaging revelations' about Trump administration to drop thanks to long-delayed IG reports ,2,'no verdict',,
2020-12-29T19:13:43Z,Virginia,"@summer7570 @Spike9151 @senatemajldr @seanhannity @IngrahamAngle @GOPChairwoman @KellyannePolls Photo sums up Trump. “Trump Turns Back on America, Downplays Covid, Plays Golf Instead, 338,000 Dead As Lives Stolen, Trump Decries Stolen Election”",Twitter for iPad,148,en,1,0,FALSE,210,148,2,7680,7840,"@summer7570 @Spike9151 @senatemajldr @seanhannity @IngrahamAngle @GOPChairwoman @KellyannePolls Photo sums up Trump. “Trump Turns Back on America, Downplays Covid, Plays Golf Instead, 338,000 Dead As Lives Stolen, Trump Decries Stolen Election”",7,No verdict,,
2020-12-02T03:12:59Z,Virginia,Like a Biden campaign rally. Far apart and nobody really wanting to be there https://t.co/90aYEox5Jj,Twitter for iPhone,76,en,1,0,TRUE,1896,2568,22,25999,14045,Like a Biden campaign rally. Far apart and nobody really wanting to be there ,3,'false',,
2020-08-28T01:15:59Z,Maryland,@Lrihendry So the Democrats could institute mail-in voting.  No rational human would cast a vote for the Biden/Harris ticket.,Twitter Web App,114,en,0,0,FALSE,48,249,0,2132,1738,@Lrihendry So the Democrats could institute mail-in voting.  No rational human would cast a vote for the Biden/Harris ticket.,8,'false',,
2021-03-12T14:24:00Z,Indiana,"Why does Biden get away with everything, is Never questioned and the guy has Alzheimer’s??
WTF 😳",Twitter for iPhone,96,en,0,0,FALSE,1433,4443,3,21078,14496,"Why does Biden get away with everything, is Never questioned and the guy has Alzheimer’s??
WTF ",8,'no verdict',,
2021-02-19T23:32:32Z,California,Censored Hunter Biden Laptop Story Comes Back Around to Bite Twitter https://t.co/v01v4EeRdF,Twitter Web App,92,en,0,0,FALSE,8534,9070,93,170931,60870,Censored Hunter Biden Laptop Story Comes Back Around to Bite Twitter ,2,'no verdict',,
2021-04-24T05:10:43Z,Washington,See what has happened to Trump's DC hotel after his loss https://t.co/CblguAMJxW via @YouTube,Twitter Web App,93,en,0,0,FALSE,1626,2993,25,37780,18984,See what has happened to Trump's DC hotel after his loss  via @YouTube,1,'true',,
2020-11-22T21:43:03Z,Pennsylvania,"@SpeakerPelosi FYI  Trump sending out invitations to his inauguration in the Rose Garden.  
Beyond help",Twitter Web App,103,en,0,0,FALSE,1575,1991,10,103895,47016,"@SpeakerPelosi FYI  Trump sending out invitations to his inauguration in the Rose Garden.  
Beyond help",8,'false',,
2021-05-02T05:30:56Z,Virginia,"Biden had a slightly higher margin in NH than in MN so are we still gonna pretend that NH is a swing state? — True, though NH is just more elastic when it comes to non-presidential politics https://t.co/RWAVadUz0b",Twitter Web App,213,en,52,1,FALSE,41134,3829,1585,101572,123559,"Biden had a slightly higher margin in NH than in MN so are we still gonna pretend that NH is a swing state? — True, though NH is just more elastic when it comes to non-presidential politics ",2,'True',,
2021-02-06T03:56:17Z,Montana,"@postXamerica Maybe they need to be pressuring their boss joe Biden to give out 2,000 dollars to everyone",Twitter for iPhone,91,en,1,0,FALSE,373,1088,5,95720,56628,"@postXamerica Maybe they need to be pressuring their boss joe Biden to give out 2,000 dollars to everyone",2,'false',,
2021-02-13T16:21:24Z,Ohio,Is Mitch McConnell seriously supporting a criminal prosecution of Donald Trump? #LockHimUp,Twitter for iPhone,90,en,5,1,FALSE,2597,1718,60,84932,12512,Is Mitch McConnell seriously supporting a criminal prosecution of Donald Trump? #LockHimUp,7,'no verdict',,
2020-10-19T11:14:56Z,Minnesota,"Great news! We must not only preserve SNAP benefits, but also expand them to ensure they are meeting the needs of families that are struggling due to the COVID-19 pandemic. #BoostSNAPnow https://t.co/ckxLCby4bM",Twitter Web App,210,en,4,2,FALSE,6392,3486,299,7615,5248,"Great news! We must not only preserve SNAP benefits, but also expand them to ensure they are meeting the needs of families that are struggling due to the COVID-19 pandemic. #BoostSNAPnow ",1,'true',,
2020-11-28T02:21:48Z,Oklahoma,Brace Yourself: Biden’s Started to Announce Senior White House Appointments https://t.co/SbOKG980zN via @My Loyal Patriots,Twitter for iPhone,122,en,1,0,FALSE,353,899,0,3738,4415,Brace Yourself: Biden’s Started to Announce Senior White House Appointments  via @My Loyal Patriots,1,TRUE,,
2020-07-30T12:16:50Z,New Hampshire,Like Oswald paying tribute to JFK  https://t.co/fMvu74xOs6,Twitter Web App,58,en,0,0,FALSE,188,1164,9,27095,78,Like Oswald paying tribute to JFK  ,2,'no verdict',,
2020-09-12T22:09:34Z,Minnesota,"@ida_skibenes I'm more worried that the fix is in. He and Barr don't act like people who will be held accountable in 52 days. They're very blatant in their crimes - as if they won't matter. (But yes, if I'm wrong and Trump loses, I'm terrified of what my fellow Americans will do.)",Twitter Web App,267,en,4,0,FALSE,140,691,3,18205,24851,"@ida_skibenes I'm more worried that the fix is in. He and Barr don't act like people who will be held accountable in 52 days. They're very blatant in their crimes - as if they won't matter. (But yes, if I'm wrong and Trump loses, I'm terrified of what my fellow Americans will do.)",7,'no verdict',,
2021-01-22T08:45:51Z,Texas,@marcorubio you mean like you Republicans did in 2016 with your radical far right agenda? you imposed it on the majority of voters that didn't vote for Trump then and you still don't care about the majority of voters that voted for Biden now.,Twitter Web App,230,en,0,0,FALSE,43,116,1,4138,751,@marcorubio you mean like you Republicans did in 2016 with your radical far right agenda? you imposed it on the majority of voters that didn't vote for Trump then and you still don't care about the majority of voters that voted for Biden now.,8,'no verdict',,
2021-04-03T18:27:16Z,Texas,https://t.co/Z7EemgB9rd,Twitter for Android,23,und,8,1,FALSE,5911,6010,13,37032,100933,,7,'no verdict',,
2020-08-09T10:51:48Z,Wisconsin,"@DonDisinfectant @VLongobardo @SLED__ @medharp @SenateGOP Munchkins remarks revealed GOP attitudes about the ‘workers’ as trump pompously refers to us common folk. Why mam, If we come through with money and those low income workers are gittin the grits same as everyone else, they won’t get their lazy butts to work.
Fcked up. VOTE BLUE",Twitter for iPhone,278,en,1,0,FALSE,838,1128,4,19389,16990,"@DonDisinfectant @VLongobardo @SLED__ @medharp @SenateGOP Munchkins remarks revealed GOP attitudes about the ‘workers’ as trump pompously refers to us common folk. Why mam, If we come through with money and those low income workers are gittin the grits same as everyone else, they won’t get their lazy butts to work.
Fcked up. VOTE BLUE",8,'no verdict',,
2021-02-13T23:42:42Z,Utah,"@FromPeabody @PublicEnemyNo_1 If they cared, Trump would still be president, so it's not the worst trade off.",Twitter for Android,79,en,2,0,FALSE,157,147,1,8097,8809,"@FromPeabody @PublicEnemyNo_1 If they cared, Trump would still be president, so it's not the worst trade off.",7,'false',,
2021-03-01T15:55:27Z,Arizona,"@AZHouseDems @billgatesaz @Steve_Gallardo @jacksellers @AzCapitolTimes @azcentral @phoenixnewtimes @AZSenateDems @ArizonaMirror @azfamily @abc15 If people who claim fraud get their hands on these ballots it opens up a world of possibilities.

Including: fudging numbers to ensure Trump win, fudging numbers to ensure Kelly loss, defacement of real ballots, and any and all ways to make sure your blue ballot does not count!",Twitter for iPhone,278,en,8,2,FALSE,589,873,1,9445,8171,"@AZHouseDems @billgatesaz @Steve_Gallardo @jacksellers @AzCapitolTimes @azcentral @phoenixnewtimes @AZSenateDems @ArizonaMirror @azfamily @abc15 If people who claim fraud get their hands on these ballots it opens up a world of possibilities.

Including: fudging numbers to ensure Trump win, fudging numbers to ensure Kelly loss, defacement of real ballots, and any and all ways to make sure your blue ballot does not count!",8,'false',,
2020-11-21T22:32:30Z,New York,"@reedgalen Worry more of the quiet work the GOP is up too!
4 years they have waved Trump in our face. Russia forced him to sign a Republican contract. Look at what's happening behind the built wall?",Twitter for Android,187,en,1,1,FALSE,47,245,0,5791,763,"@reedgalen Worry more of the quiet work the GOP is up too!
4 years they have waved Trump in our face. Russia forced him to sign a Republican contract. Look at what's happening behind the built wall?",7,'no verdict',,
2020-12-16T02:22:43Z,Minnesota,"Thread by @pepesgrandma: Thread: Institute For Statecraft, Integrity Initiative, the beginnings of the US Cluster. 6 days after Trump announced his candidacy, the domain was registered. Although the propaganda had ...… https://t.co/F3lvxtysne",Twitter Web App,242,en,0,0,FALSE,10327,10448,321,862767,99670,"Thread by @pepesgrandma: Thread: Institute For Statecraft, Integrity Initiative, the beginnings of the US Cluster. 6 days after Trump announced his candidacy, the domain was registered. Although the propaganda had ...… ",3,No verdict,,
2020-10-30T08:51:57Z,Texas,@BuckeFPS definitely trump. leaders of countries and the only person that could come close is ronaldo,Twitter for iPhone,91,en,7,0,FALSE,79,447,0,1100,12990,@BuckeFPS definitely trump. leaders of countries and the only person that could come close is ronaldo,3,'no verdict',,
2021-01-25T01:17:29Z,West Virginia,@kylenabecker The deep state and the United States Corporation wanted him elected. The US Corporation is bankrupt and needs foreign funds to survive. The foreign nations obviously makes money off of the money they lend us. President Trump set us up not to reley on foreign nations.,Twitter for iPhone,267,en,8,0,FALSE,308,912,2,2379,4414,@kylenabecker The deep state and the United States Corporation wanted him elected. The US Corporation is bankrupt and needs foreign funds to survive. The foreign nations obviously makes money off of the money they lend us. President Trump set us up not to reley on foreign nations.,8,FALSE,,
2020-11-01T01:18:42Z,California,"@Danielwastes Nah, Biden will provide good content",Twitter for iPhone,36,en,1,0,FALSE,39,788,0,786,10904,"@Danielwastes Nah, Biden will provide good content",2,'no verdict',,
2021-01-07T05:28:28Z,Arkansas,Right now a Trump supporter is selling Nancy Pelosi’s name plate on OfferUp for more Cricket minutes.,Twitter for iPhone,101,en,3,0,FALSE,562,1082,5,851,482,Right now a Trump supporter is selling Nancy Pelosi’s name plate on OfferUp for more Cricket minutes.,8,No verdict,,
2020-12-14T15:49:31Z,Florida,Have you wondered why not even a single liberal wants an honest &amp; transparent forensic investigation of Dominion machines? Look no further! The ONE COUNTY in Michigan  whose audit discovered a 68.05% error rate favoring Biden! https://t.co/aXDutKk66y,Twitter for iPhone,254,en,1,0,FALSE,1400,158,0,9968,11779,Have you wondered why not even a single liberal wants an honest &amp; transparent forensic investigation of Dominion machines? Look no further! The ONE COUNTY in Michigan  whose audit discovered a 68.05% error rate favoring Biden! ,7,FALSE,,
2020-09-10T23:41:52Z,Iowa,"Agreed. Trump needs to be removed from office immediately. Immediately. Cops choke unarmed people to death without benefit of arrest or trial – but we can’t evict a president responsible for 200,000 American deaths? 

Those with the power to do the most harm… are allowed to. https://t.co/uw1iqwdr6S",Twitter Web App,275,en,2,0,TRUE,2236,3811,31,57100,122466,"Agreed. Trump needs to be removed from office immediately. Immediately. Cops choke unarmed people to death without benefit of arrest or trial – but we can’t evict a president responsible for 200,000 American deaths? 

Those with the power to do the most harm… are allowed to. ",8,No verdict,,
2021-04-06T23:45:09Z,Tennessee,@CDemerjian That was to expected after Biden committed $37 billion to boost chip manufacturing amid shortfall. More incentives will follow. https://t.co/YnoBa8peUw,Twitter Web App,163,en,0,0,FALSE,102,406,1,6741,3141,@CDemerjian That was to expected after Biden committed $37 billion to boost chip manufacturing amid shortfall. More incentives will follow. ,1,'true',,
2020-09-27T14:08:40Z,North Dakota,"@freddieffa @NanaLuvsShoes @Sanddragger I really am curious. Where do you get the incredibly wrong idea that Joe Biden is a ""rapist?"" He has never been accused of sexual assault. Is this from Rush Limbaugh? Tucker Carlson? Hannity? Or the guy that's lied over 20K times? Such a lie and you spread it like PB&amp;J. Sick",Twitter Web App,279,en,0,0,FALSE,536,2163,19,17479,15053,"@freddieffa @NanaLuvsShoes @Sanddragger I really am curious. Where do you get the incredibly wrong idea that Joe Biden is a ""rapist?"" He has never been accused of sexual assault. Is this from Rush Limbaugh? Tucker Carlson? Hannity? Or the guy that's lied over 20K times? Such a lie and you spread it like PB&amp;J. Sick",8,'true',,
2021-03-24T01:40:00Z,Wyoming,"@laurenboebert Trump tried not to give the checks to prisoners, but someone sued and the court ruled it was unconstitutional to withhold them. So there’s no actual option. Trump gave them $1800. Biden, $1400. Yell at someone else.",Twitter for iPhone,215,en,0,0,FALSE,3828,4737,129,283797,10999,"@laurenboebert Trump tried not to give the checks to prisoners, but someone sued and the court ruled it was unconstitutional to withhold them. So there’s no actual option. Trump gave them $1800. Biden, $1400. Yell at someone else.",7,'no verdict',,
2021-02-10T01:50:14Z,Missouri,Rep. Jeffries: The January 6 attack occurred because Trump told a 'big lie' https://t.co/aIdFy4Kg4m,Twitter Web App,99,en,0,0,FALSE,2921,4054,14,421352,230731,Rep. Jeffries: The January 6 attack occurred because Trump told a 'big lie' ,7,TRUE,,
2020-11-14T02:35:01Z,Texas,@KMacTruthTRUTH1 @jonlionfineart2 @kylegriffin1 Imagine thinking Biden is a commie.,Twitter for Android,35,en,0,0,FALSE,80,257,1,1025,2426,@KMacTruthTRUTH1 @jonlionfineart2 @kylegriffin1 Imagine thinking Biden is a commie.,2,'false',,
2020-10-30T09:58:38Z,New Hampshire,@realDonaldTrump Vote Biden,Twitter for iPhone,10,fr,0,0,FALSE,77,221,1,2451,5206,@realDonaldTrump Vote Biden,1,TRUE,,
2021-02-10T02:58:00Z,Wisconsin,"@xvimic @MattWalshBlog Unless you want AOC as President in the near future, I'd recommend leaving the hardliners where they belong, at the state level.  The middle is there for the taking nationally, but you can't be an abusive moron (Trump) or a candidate trying to run the country from the alter.",Twitter for Android,275,en,0,0,FALSE,41,248,1,2942,2285,"@xvimic @MattWalshBlog Unless you want AOC as President in the near future, I'd recommend leaving the hardliners where they belong, at the state level.  The middle is there for the taking nationally, but you can't be an abusive moron (Trump) or a candidate trying to run the country from the alter.",8,no verdict,,
